taxonID,locality,countryCode,occurrenceStatus,threatStatus,source
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,France,FR,present,VU,UICN France (2012)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Croatia,HR,present,LC,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Hungary,HU,present,EN,Ádám Kőrösi & Ádám Gór (pers. comm.)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Moldova,MD,present,"",
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Montenegro,ME,present,"",
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Poland,PL,absent,?,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Romania,RO,present,VU,Rakosy (2002)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Serbia,RS,present,VU,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Slovenia,SI,absent,?,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Slovakia,SK,present,CR,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,Ukraine,UA,present,NT,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:4e926317915921e55819f05f84e8d03c,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:4e926317915921e55819f05f84e8d03c,Ukraine,UA,present,VU,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:a94a6d42f296c446decd7c22c265329e,Spain,ES,present,NT,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:23a60c5a73ae8ce6cda8b79581b48495,Cyprus,CY,present,"",
butterflies-europe-checklist:taxon:5482de19fe87842566d6c1c87031016e,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Andorra,AD,present,LC,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Albania,AL,present,?,Anonymous (2013)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Austria,AT,present,LC,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Bosnia and Herzegovina,BA,present,LC,Đug (2013)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Belgium,BE,present,VU,Fichefet et al. (2008) |  Maes et al. (2012)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Bulgaria,BG,present,LC,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Belarus,BY,present,?,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Switzerland,CH,present,NT,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Czech Republic,CZ,present,NT,Beneš and Konvička (2017)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Germany,DE,present,LC,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Denmark,DK,absent,?,Wind & Phil (2004)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Estonia,EE,present,LC,Anu Tiitsaar (pers.comm.)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Croatia,HR,present,LC,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Hungary,HU,present,LC,Ádám Kőrösi & Ádám Gór (pers. comm.)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Lithuania,LT,present,LC,Rašomavičius (2007)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Luxembourg,LU,present,LC,Mestdagh et al. (2018)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Latvia,LV,present,"",
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Moldova,MD,present,"",
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Montenegro,ME,present,"",
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Netherlands,NL,absent,?,Bos et al. (2006)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Norway,NO,present,LC,Henriksen & Hilmo (2015)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Poland,PL,present,LC,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Portugal,PT,present,"",
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Romania,RO,present,LC,Rakosy (2002)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Serbia,RS,present,LC,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Sweden,SE,present,LC,Ahrné et al. (2015)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Slovenia,SI,present,LC,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Slovakia,SK,present,LC,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Ukraine,UA,present,LC,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:5d4d18160b6b6583646608f09d92c5b8,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:5d4d18160b6b6583646608f09d92c5b8,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:5d4d18160b6b6583646608f09d92c5b8,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:d0c13860213f0ac32703333a92185b50,Andorra,AD,present,NT,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:d0c13860213f0ac32703333a92185b50,Switzerland,CH,absent,?,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:d0c13860213f0ac32703333a92185b50,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:d0c13860213f0ac32703333a92185b50,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:d0c13860213f0ac32703333a92185b50,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:d0c13860213f0ac32703333a92185b50,Portugal,PT,present,"",
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,Austria,AT,present,LC,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,Switzerland,CH,present,LC,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,Switzerland,CH,present,LC,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,Germany,DE,present,?,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,Slovenia,SI,present,LC,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Andorra,AD,present,EN,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Austria,AT,present,LC,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Bosnia and Herzegovina,BA,present,LC,Đug (2013)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Belgium,BE,absent,?,Fichefet et al. (2008) |  Maes et al. (2012)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Bulgaria,BG,present,LC,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Belarus,BY,present,?,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Switzerland,CH,present,EN,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Czech Republic,CZ,present,NE,Beneš and Konvička (2017)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Germany,DE,present,NT,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Estonia,EE,present,LC,Anu Tiitsaar (pers.comm.)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Finland,FI,present,LC,Kaitila et al. (2010)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Greece,GR,present,VU,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Croatia,HR,present,LC,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Hungary,HU,present,LC,Ádám Kőrösi & Ádám Gór (pers. comm.)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Lithuania,LT,present,LC,Rašomavičius (2007)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Latvia,LV,present,"",
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Moldova,MD,present,"",
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Montenegro,ME,present,"",
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Poland,PL,present,LC,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Portugal,PT,present,"",
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Romania,RO,present,LC,Rakosy (2002)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Serbia,RS,present,LC,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Slovenia,SI,present,LC,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Slovakia,SK,present,LC,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Ukraine,UA,present,LC,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Austria,AT,present,DD,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Belgium,BE,absent,?,Fichefet et al. (2008) |  Maes et al. (2012)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Belarus,BY,present,?,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Switzerland,CH,present,CR,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Czech Republic,CZ,absent,?,Beneš and Konvička (2017)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Germany,DE,present,EN,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Denmark,DK,absent,?,Wind & Phil (2004)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Estonia,EE,present,LC,Anu Tiitsaar (pers.comm.)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,France,FR,present,CR,UICN France (2012)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Lithuania,LT,present,EN,Rašomavičius (2007)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Latvia,LV,present,"",
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Netherlands,NL,absent,?,Bos et al. (2006)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Norway,NO,present,EN,Henriksen & Hilmo (2015)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Poland,PL,present,EN,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Sweden,SE,present,NT,Ahrné et al. (2015)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Slovakia,SK,present,EN,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Ukraine,UA,present,VU,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453,Albania,AL,present,?,Anonymous (2013)
butterflies-europe-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453,Bulgaria,BG,present,LC,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453,Romania,RO,present,VU,Rakosy (2002)
butterflies-europe-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453,Serbia,RS,present,LC,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453,Ukraine,UA,present,DD,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Austria,AT,present,CR,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Bulgaria,BG,absent,?,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Belarus,BY,present,VU,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Switzerland,CH,present,CR,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Germany,DE,present,CR,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,France,FR,present,NT,UICN France (2012)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Croatia,HR,present,CR,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Hungary,HU,present,EN,Ádám Kőrösi & Ádám Gór (pers. comm.)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Poland,PL,present,EN,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Slovenia,SI,present,EN,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Slovakia,SK,absent,?,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,Ukraine,UA,present,EN,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:86a9fd9fa4bc3f9242aa8f21d549ca29,Albania,AL,present,?,Anonymous (2013)
butterflies-europe-checklist:taxon:86a9fd9fa4bc3f9242aa8f21d549ca29,Bosnia and Herzegovina,BA,present,EN,Đug (2013)
butterflies-europe-checklist:taxon:86a9fd9fa4bc3f9242aa8f21d549ca29,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:86a9fd9fa4bc3f9242aa8f21d549ca29,Montenegro,ME,present,"",
butterflies-europe-checklist:taxon:86a9fd9fa4bc3f9242aa8f21d549ca29,Serbia,RS,present,NT,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Andorra,AD,present,LC,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Albania,AL,present,?,Anonymous (2013)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Austria,AT,present,LC,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Bosnia and Herzegovina,BA,present,LC,Đug (2013)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Belgium,BE,present,LC,Fichefet et al. (2008) |  Maes et al. (2012)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Bulgaria,BG,present,LC,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Belarus,BY,present,?,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Switzerland,CH,present,LC,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Czech Republic,CZ,present,NE,Beneš and Konvička (2017)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Germany,DE,present,LC,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Denmark,DK,present,LC,Wind & Phil (2004)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Estonia,EE,present,LC,Anu Tiitsaar (pers.comm.)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Finland,FI,present,LC,Kaitila et al. (2010)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,United Kingdom,GB,present,NT,Fox et al. (2011)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Croatia,HR,present,LC,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Hungary,HU,present,LC,Ádám Kőrösi & Ádám Gór (pers. comm.)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Ireland,IE,present,NT,Regan et al. (2010)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Lithuania,LT,present,LC,Rašomavičius (2007)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Luxembourg,LU,present,LC,Mestdagh et al. (2018)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Latvia,LV,present,"",
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Moldova,MD,present,"",
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Montenegro,ME,present,"",
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Malta,MT,present,"",
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Netherlands,NL,present,LC,Bos et al. (2006)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Norway,NO,present,LC,Henriksen & Hilmo (2015)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Poland,PL,present,LC,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Portugal,PT,present,"",
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Romania,RO,present,LC,Rakosy (2002)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Serbia,RS,present,LC,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Sweden,SE,present,LC,Ahrné et al. (2015)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Slovenia,SI,present,LC,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Slovakia,SK,present,LC,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Ukraine,UA,present,LC,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:9f0ee7168bd6be95fc45f609a66d17ec,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:9f0ee7168bd6be95fc45f609a66d17ec,Ukraine,UA,present,CR,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Albania,AL,present,VU,Anonymous (2013)
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Bosnia and Herzegovina,BA,present,LC,Đug (2013)
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Bulgaria,BG,present,NT,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Croatia,HR,present,LC,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Montenegro,ME,present,"",
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Romania,RO,present,NT,Rakosy (2002)
butterflies-europe-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Serbia,RS,present,NT,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:04883a3b4208ba98739ebd45de2182c3,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:2c1010d68523f157babdc6312c34bc80,Austria,AT,present,VU,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:2c1010d68523f157babdc6312c34bc80,Bosnia and Herzegovina,BA,present,CR,Đug (2013)
