"raw_speciesname_local","raw_speciesname_europe","taxonID","language","license","rightsHolder","datasetID","datasetName","nomenclaturalCode"
"Polyommatus thersites","Polyommatus thersites","species-lists-red-list-butterflies:taxon:eb9d4ce42c8e75a30a4bb601dde07d0e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Maniola cypricola","Maniola cypricola","species-lists-red-list-butterflies:taxon:ebe806f8f90840b7ce2d0162484714b1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia albergana","Erebia albergana","species-lists-red-list-butterflies:taxon:ec0185a036d67de8105704cf5379b9bc","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euphydryas aurinia","Euphydryas aurinia","species-lists-red-list-butterflies:taxon:ecfa6c9ce68a7343b98f585bbb48df47","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euchloe crameri","Euchloe crameri","species-lists-red-list-butterflies:taxon:ed2537c0973cd9910a5d89986d25a307","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Muschampia tessellum","Muschampia tessellum","species-lists-red-list-butterflies:taxon:ed6fe62e053a90521156de5a2ba472a3","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris edusa","Pontia edusa","species-lists-red-list-butterflies:taxon:edee0ad7d8fcd9814152a8de342a61a6","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia ligea","Erebia ligea","species-lists-red-list-butterflies:taxon:ee24557014f5a33ea6bca6583743f769","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia claudina","Erebia claudina","species-lists-red-list-butterflies:taxon:ee70d5e495adeca0992f3a41c1fb04fc","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Aglais ichnusa","Aglais ichnusa","species-lists-red-list-butterflies:taxon:eea749686fd1f784f6da17ee3b551368","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Praephilotes anthracias","Praephilotes anthracias","species-lists-red-list-butterflies:taxon:eed0bd2cadcc823580134e3a9f581411","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus carlinae","Pyrgus carlinae","species-lists-red-list-butterflies:taxon:eed656f34187c52cfc4fd46880e611be","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus humedasae","Polyommatus humedasae","species-lists-red-list-butterflies:taxon:ef7d04ffa1e961bf7adbc03597de1614","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Anthocharis gruneri","Anthocharis gruneri","species-lists-red-list-butterflies:taxon:ef999ac94ef1be8517fc3e9a9a4e95cf","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Spialia orbifer","Spialia orbifer","species-lists-red-list-butterflies:taxon:f087ec0ab159007a9ad676b6adc24af0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea varia","Melitaea varia","species-lists-red-list-butterflies:taxon:f275802b9ee90c8c7c0fe0d93d1039dd","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Chilades trochylus","Freyeria trochylus","species-lists-red-list-butterflies:taxon:f370411a62052581f4a0f413463a5639","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Aphantopus hyperanthus","Aphantopus hyperantus","species-lists-red-list-butterflies:taxon:f42bde84f0c89afb58ce3772acecc60b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Leptidaea juvernica","Leptidea juvernica","species-lists-red-list-butterflies:taxon:f4937a9b4f345f1c179a6bfa364d9693","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Clossiana angarensis","Boloria angarensis","species-lists-red-list-butterflies:taxon:f4dc5aa634de0e3c0b6a7545a43872dc","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Agriades aquilo","Agriades aquilo","species-lists-red-list-butterflies:taxon:f5471fb0cd39f621cc6798be5fea44aa","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena subalpina","Lycaena tityrus","species-lists-red-list-butterflies:taxon:f557231bfab98e0abba8063caecbb744","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Cynthia cardui","Vanessa cardui","species-lists-red-list-butterflies:taxon:f5f5f8695854ea72afb3fb0527da57a8","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Aricia nicias","Aricia nicias","species-lists-red-list-butterflies:taxon:f6298712c76f897946daf21ee89b31e6","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia dabanensis","Erebia dabanensis","species-lists-red-list-butterflies:taxon:f6f6bf04cb27eea89f87e11a43de4de6","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus exuberans","Polyommatus ripartii","species-lists-red-list-butterflies:taxon:f7161ed86b743cf385739b5821a14e41","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Argynnis elisa","Fabriciana elisa","species-lists-red-list-butterflies:taxon:f738efdd63baf5a7abdfb42336025f74","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena eurydame","Lycaena hippothoe","species-lists-red-list-butterflies:taxon:f830b59e6585ffee5d6df8f67ac694a4","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colias phicomone","Colias phicomone","species-lists-red-list-butterflies:taxon:f88fac67940e6f8689df00a651d4dce7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia palarica","Erebia palarica","species-lists-red-list-butterflies:taxon:f8e720736db033f92d67da98a8530d72","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Zerynthia caucasica","Zerynthia caucasica","species-lists-red-list-butterflies:taxon:f8f7cd0af7a52875eeed560e563dbfee","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colias erate","Colias erate","species-lists-red-list-butterflies:taxon:f94a219f736e9f7c73329cd8a71af872","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Argynnis laodice","Argynnis laodice","species-lists-red-list-butterflies:taxon:f95e4522a0c4e4b592e26e0d0b6dd584","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria thore","Boloria thore","species-lists-red-list-butterflies:taxon:f9b7f3a0351cb2a6d1e43bf743f2addb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia neoridas","Erebia neoridas","species-lists-red-list-butterflies:taxon:fa873d6c00b4678c038abaacbd0d9de7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia mnestra","Erebia mnestra","species-lists-red-list-butterflies:taxon:fbb39e250b7f1b384a53a435467d0b4b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena virgaureae","Lycaena virgaureae","species-lists-red-list-butterflies:taxon:fc6f09f84ca63fc3641a7294fba16936","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia melas","Erebia melas","species-lists-red-list-butterflies:taxon:fef2f89ec67f550c8aa7c278fc72750e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Papilio hospiton","Papilio hospiton","species-lists-red-list-butterflies:taxon:ff51b8afda3c84f33d437a76b07c25f1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia sbordonii","Hipparchia sbordonii","species-lists-red-list-butterflies:taxon:ffc876cefe7ef8cc611baec760cb49d1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
