"raw_speciesname_local","raw_speciesname_europe","taxonID","language","license","rightsHolder","datasetID","datasetName","nomenclaturalCode"
"Maniola megala","Maniola megala","species-lists-red-list-butterflies:taxon:76d764a810bbd8fc9a8095eef52c1a8f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus damone","Polyommatus damone","species-lists-red-list-butterflies:taxon:776ef137bfb81d8b69c8587bf54f2b50","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Cupido osiris","Cupido osiris","species-lists-red-list-butterflies:taxon:792a509161664489dfd008c52f198f76","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Plebejus pylaon","Kretania pylaon","species-lists-red-list-butterflies:taxon:79cc354c365285f0c149126cfe93e126","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pararge xiphia","Pararge xiphia","species-lists-red-list-butterflies:taxon:7a3efb7210a6518965dfcf0f45374c5c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Nymphalis antiopa","Nymphalis antiopa","species-lists-red-list-butterflies:taxon:7a4ba52084fdeba5e21a31f5308c8cd7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Plebeius psylorita","Kretania psylorita","species-lists-red-list-butterflies:taxon:7aec0491c59ecd8183cde3edfac30b10","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Leptidea morsei","Leptidea morsei","species-lists-red-list-butterflies:taxon:7bb937c96980fa242a8b13023a769612","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia rhodopensis","Erebia rhodopensis","species-lists-red-list-butterflies:taxon:7c2ca25f74af1f82a5c4c54e53ebe1e6","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Danaus chrysippus","Danaus chrysippus","species-lists-red-list-butterflies:taxon:7c3810cda626c4b7d3c2fd653e4534fb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia sudetica","Erebia sudetica","species-lists-red-list-butterflies:taxon:7c71ae2ab50a5b1df78415581d1ec923","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polygonia egea","Polygonia egea","species-lists-red-list-butterflies:taxon:7cae22d4965057f1522abe468934916b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus fabressei","Polyommatus fabressei","species-lists-red-list-butterflies:taxon:7d1a9dedbc46906264037876422d29a1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus amanda","Polyommatus amandus","species-lists-red-list-butterflies:taxon:7d6bf0e66dedae9002236624635ddc6e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hyponephele huebneri","Hyponephele huebneri","species-lists-red-list-butterflies:taxon:7df5d2ab0cf4cdc5bd23135b4838ebb9","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria alaskensis","Boloria alaskensis","species-lists-red-list-butterflies:taxon:7f13844e62a5b5a78d23543ba7d38e14","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Azanus jesous","Azanus jesous","species-lists-red-list-butterflies:taxon:7f3c0ebfd989a9ca4b5cd1f4dcf18b47","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Carcharodus tripolinus","Carcharodus tripolinus","species-lists-red-list-butterflies:taxon:7f4a04ad65972e459f85c237e3e4cb75","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Argynnis paphia","Argynnis paphia","species-lists-red-list-butterflies:taxon:7f6f61de2972bdf521bb7a3a00229156","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea parthenoides","Melitaea parthenoides","species-lists-red-list-butterflies:taxon:7ff3ce5bdb6de1a0f6055ba679d5190e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Plebejus dardanus","Agriades dardanus","species-lists-red-list-butterflies:taxon:80df9d0fb00d1caaa84fac49d305d07b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria improba","Boloria improba","species-lists-red-list-butterflies:taxon:80dfa27bf9b8fe4926e7179d42a91937","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Tomares callimachus","Tomares callimachus","species-lists-red-list-butterflies:taxon:83a82467dec48bbb95d5a4dee7701c72","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Allancastria cretica","Zerynthia cretica","species-lists-red-list-butterflies:taxon:844d1046896eee9b0c80edb923419669","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euphydryas intermedia","Euphydryas intermedia","species-lists-red-list-butterflies:taxon:8452dd284cdf1ece7d88a8a83c730f76","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia pellucida","Hipparchia pellucida","species-lists-red-list-butterflies:taxon:848fdc8ad78bbf015fb712b56290ff97","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colias myrmidone","Colias myrmidone","species-lists-red-list-butterflies:taxon:8574e6781e76572e9d50d6298cd53990","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hyponephele lupina","Hyponephele lupina","species-lists-red-list-butterflies:taxon:862d484199168ae4d71b87b4f4e45ed7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Coenonympha leander (orientalis)","Coenonympha orientalis","species-lists-red-list-butterflies:taxon:86a9fd9fa4bc3f9242aa8f21d549ca29","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Nymphalis c-album","Polygonia c-album","species-lists-red-list-butterflies:taxon:87758b6759abeeabb6c823a59ac546e1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Gonepteryx cleopatra","Gonepteryx cleopatra","species-lists-red-list-butterflies:taxon:87ee30526a6bc7fd8d2510982a3bae01","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euchloe belemia","Euchloe belemia","species-lists-red-list-butterflies:taxon:89be07f3bcc83528215f5b528b5594b9","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Carcharodus baeticus","Carcharodus baeticus","species-lists-red-list-butterflies:taxon:8b083e5e0aad69255094d89a439ca70a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Paleophilotes panope","Palaeophilotes panope","species-lists-red-list-butterflies:taxon:8b1ac9dd1f42804d3d9adf9c31afbe35","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudochazara geyeri","Pseudochazara geyeri","species-lists-red-list-butterflies:taxon:8b59bbfa683103c15cffc05930abc013","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena thersamon","Lycaena thersamon","species-lists-red-list-butterflies:taxon:8bb88f50dc528d0e8a1cdad6e360bb9a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Anthocharis cardamines","Anthocharis cardamines","species-lists-red-list-butterflies:taxon:8c75b24bc8cfe94157cc7cf2878c218f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Coenonympha oedippus","Coenonympha oedippus","species-lists-red-list-butterflies:taxon:8d9f68644813b9c1106aecf45cb82752","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia disa","Erebia disa","species-lists-red-list-butterflies:taxon:8e667b314d783efa47ce3f7cc2231acd","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris balcana","Pieris balcana","species-lists-red-list-butterflies:taxon:8eea333645af02a2bd1ab8a7a0210e8c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia edda","Erebia edda","species-lists-red-list-butterflies:taxon:8efaa262a0a1d0e189f047a10dd1564e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lasiommata petropolitana","Lasiommata petropolitana","species-lists-red-list-butterflies:taxon:8f72b0bbedc0555cd896df948dfe33b6","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia fatua","Hipparchia fatua","species-lists-red-list-butterflies:taxon:8fd44b8015a7905d15aeed554553c17f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia dryas","Minois dryas","species-lists-red-list-butterflies:taxon:9071b638921ba90eef5369198e9e9d60","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Chortobius pamphilus","Coenonympha pamphilus","species-lists-red-list-butterflies:taxon:90a49af04643948ec9a9b308a3c7b76a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Catopsilia florella","Catopsilia florella","species-lists-red-list-butterflies:taxon:910516de18c3f3797d3852b36f8a0e25","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris mannii","Pieris mannii","species-lists-red-list-butterflies:taxon:913b472525f6c9caf7762f7debe29ca3","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia cyclopius","Erebia cyclopius","species-lists-red-list-butterflies:taxon:91df20a03da81faa20598c4d038c193c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia rondoui","Erebia rondoui","species-lists-red-list-butterflies:taxon:9234ee12b3737920f5ac67f128fbc6d2","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Nymphalis l-album","Nymphalis vaualbum","species-lists-red-list-butterflies:taxon:925451d4abd480d44bab83a62de7b0e9","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia flavofasciata","Erebia flavofasciata","species-lists-red-list-butterflies:taxon:9255e48339d7b0049f5299c98dbdd795","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euchloe insularis","Euchloe insularis","species-lists-red-list-butterflies:taxon:9320dc3d548a0af4361fff04dc2b2ec5","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Argynnis pandora","Argynnis pandora","species-lists-red-list-butterflies:taxon:9423a461e3c0fb54c0016b0fb6b21905","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Oeneis bore","Oeneis bore","species-lists-red-list-butterflies:taxon:94898d92201ac2ee997a4f38e6dea486","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea syriaca","Melitaea trivia","species-lists-red-list-butterflies:taxon:94977b826875dde2898d8e7f89ca4e75","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colias chrysotheme","Colias chrysotheme","species-lists-red-list-butterflies:taxon:95c9c07809aec1a2ae6e3c52e8160ce0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Carcharodus lavatherae","Carcharodus lavatherae","species-lists-red-list-butterflies:taxon:962453f941d69c3bc87f0583833d692e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Driopa mnemosyne","Parnassius mnemosyne","species-lists-red-list-butterflies:taxon:96a205ff848ae8c6d8e65373b968515d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea didyma","Melitaea didyma","species-lists-red-list-butterflies:taxon:96a4c0b14324e7e03f85aed830efc661","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria ino","Brenthis ino","species-lists-red-list-butterflies:taxon:971246297c66630b9f7209497234bbc3","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Aporia crataegi","Aporia crataegi","species-lists-red-list-butterflies:taxon:971fecf94304a1e6f5712d41252409b0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melanargia russiae","Melanargia russiae","species-lists-red-list-butterflies:taxon:972d048d599ef500830186a3e5621d3a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Aricia eumedon","Eumedonia eumedon","species-lists-red-list-butterflies:taxon:975309cbf92362caf6915b4db27dc870","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena phlaeas","Lycaena phlaeas","species-lists-red-list-butterflies:taxon:976bee108c08139329270cfbefe153ab","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyronia bathseba","Pyronia bathseba","species-lists-red-list-butterflies:taxon:9807eb6e01700b7d98699b70453746dc","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaeides abetonicus","Plebejus idas","species-lists-red-list-butterflies:taxon:98487d0a47960ad00b5f3a742281aa91","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Oeneis melissa","Oeneis melissa","species-lists-red-list-butterflies:taxon:999c3911b80e23f48df0260b81b64e4b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia jeniseiensis","Erebia jeniseiensis","species-lists-red-list-butterflies:taxon:99ca7d08a6e942f6b20dc52b48804f83","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Carterocephalus palaemon","Carterocephalus palaemon","species-lists-red-list-butterflies:taxon:99e4b5e5bef608cb632c5fc7f6d84372","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus corydonius","Lysandra corydonius","species-lists-red-list-butterflies:taxon:99e5762c3eb6e77422cbfeda2cf9ce4f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Favonius quercus","Favonius quercus","species-lists-red-list-butterflies:taxon:99f2608e1c557a795f777a9202acc14b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia semele","Hipparchia semele","species-lists-red-list-butterflies:taxon:9a1cc7d36ab1a155b892681c1398bf3a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hesperia sylvana","Ochlodes sylvanus","species-lists-red-list-butterflies:taxon:9acfd2b1e724f0b1437e0b580942d726","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus malvae","Pyrgus malvae","species-lists-red-list-butterflies:taxon:9b19dc6f9ea48666a47dc5d419919197","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudophilotes baton","Pseudophilotes baton","species-lists-red-list-butterflies:taxon:9d21b488ae62d8ab443e85ac41fdccff","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euchloe grancanariensis","Euchloe grancanariensis","species-lists-red-list-butterflies:taxon:9e2fbd99e9eda7c0d3b268082b81440c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Kirinia roxelana","Kirinia roxelana","species-lists-red-list-butterflies:taxon:9e9e27b911940832d848b87d3d645c0d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Triphysa phryne","Coenonympha phryne","species-lists-red-list-butterflies:taxon:9f0ee7168bd6be95fc45f609a66d17ec","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus nephohiptamenos","Polyommatus nephohiptamenos","species-lists-red-list-butterflies:taxon:9f4253fd6a6ef3b7bede441fbc9f2d87","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea arduinna","Melitaea arduinna","species-lists-red-list-butterflies:taxon:9f4621659fdd31add62a1e82016ad068","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia euryale","Erebia euryale","species-lists-red-list-butterflies:taxon:9f5bb84dbb71ca3d27bfd925444b3bf0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris wollastoni","Pieris wollastoni","species-lists-red-list-butterflies:taxon:9f878acc5874e8dceeb231cd28baef12","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Fixsenia ilicis","Satyrium ilicis","species-lists-red-list-butterflies:taxon:9fcb16982b7493f702f97571977cde82","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus foulquieri","Pyrgus foulquieri","species-lists-red-list-butterflies:taxon:a06359d5054553439b2038a6eefa4a08","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris bryoniae","Pieris bryoniae","species-lists-red-list-butterflies:taxon:a14a4ece7e25d73eb6f4553734114934","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus accretus","Pyrgus alveus","species-lists-red-list-butterflies:taxon:a168f6324736bb354ba64ae059c4cd27","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia senthes","Hipparchia senthes","species-lists-red-list-butterflies:taxon:a1835d299abdaefeee210de2f7a1a9e2","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyronia tithonus","Pyronia tithonus","species-lists-red-list-butterflies:taxon:a1b3ebf04424c15ea8fd82afbe88a04d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia neapolitana","Hipparchia neapolitana","species-lists-red-list-butterflies:taxon:a1ce0f631480bc41847171f477cd92e0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia christi","Erebia christi","species-lists-red-list-butterflies:taxon:a1dd716bac0b75290d256c3616bc27d9","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pararge aegeria","Pararge aegeria","species-lists-red-list-butterflies:taxon:a28f5e37584358c8a5f8291828e63ad0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Zizeeria karsandra","Zizeeria karsandra","species-lists-red-list-butterflies:taxon:a3372f00ef226cc0fb4f93ab1af2b1e6","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea asteria","Melitaea asteria","species-lists-red-list-butterflies:taxon:a57e953867337150ac3be12a6ecbed50","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus timfristos","Polyommatus timfristos","species-lists-red-list-butterflies:taxon:a5ebbfde106c2d9d4e0397735383e09d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Oeneis polixenes","Oeneis polixenes","species-lists-red-list-butterflies:taxon:a657ce011a7959efe36da0793d072761","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Gonepteryx maderensis","Gonepteryx maderensis","species-lists-red-list-butterflies:taxon:a67b911eae6e6d7e45bd258641522716","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colias hyale","Colias hyale","species-lists-red-list-butterflies:taxon:a73e1c447edcef1723241e50d4130bd2","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaeides corsicus","Plebejus argus","species-lists-red-list-butterflies:taxon:a79700f8e51941c3c1e1a2c2dee7514a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudophilotes vicrama","Pseudophilotes vicrama","species-lists-red-list-butterflies:taxon:a83fb17754c84d618bc88aaa60afff99","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Limenitis populi","Limenitis populi","species-lists-red-list-butterflies:taxon:a884654a08a0fefaf18c2369feaf1a46","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia pronoe","Erebia pronoe","species-lists-red-list-butterflies:taxon:a8fe55d2b2e6ecc6c79f77de7ed9fb1b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Libythea celtis","Libythea celtis","species-lists-red-list-butterflies:taxon:a91a1bd9cae87c612c3ce147a76651c5","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Chazara prieuri","Chazara prieuri","species-lists-red-list-butterflies:taxon:a94a6d42f296c446decd7c22c265329e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Arethusana arethusa","Arethusana arethusa","species-lists-red-list-butterflies:taxon:aa0a1aa01ec36861389115a339a755c7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena bleusei","Lycaena bleusei","species-lists-red-list-butterflies:taxon:aada6c2e6834d12ff880c4f3582f31e6","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria titania","Boloria titania","species-lists-red-list-butterflies:taxon:aba093e756cd63f3b2715d204f1feb0b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Kretania hesperica","Kretania hesperica","species-lists-red-list-butterflies:taxon:aba74b5eed6af1cda4dd75209606c4e4","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lysandra (coridon) nufrellensis","Lysandra coridon","species-lists-red-list-butterflies:taxon:abc7d5ebb4537d1537de2da20c8ba100","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Spialia phlomidis","Spialia phlomidis","species-lists-red-list-butterflies:taxon:acf9a94af28f0ab2cbf84629f868131c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia medusa","Erebia medusa","species-lists-red-list-butterflies:taxon:ad9fa66f37df651fb46bea5c14e76e72","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia azorinus","Hipparchia azorina","species-lists-red-list-butterflies:taxon:add354ade339b13573289c8d63d076a7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Aricia (artaxerxes) montensis","Aricia artaxerxes","species-lists-red-list-butterflies:taxon:ae26f9cb1079e1f1fa4bc0f35afb22e7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia epistygne","Erebia epistygne","species-lists-red-list-butterflies:taxon:ae3d3daad66acdee40ae534f6193fbf5","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Chortobius leander","Coenonympha leander","species-lists-red-list-butterflies:taxon:ae79c46b1d7172645dc9811f4df6c453","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Scolitantides orion","Scolitantides orion","species-lists-red-list-butterflies:taxon:afc34878692cb4e8ce93a4c606513881","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
