"raw_speciesname_local","scientificName","taxonID","raw_use","references","raw_reference_red_list","raw_country","language","license","rightsHolder","datasetID","datasetName","nomenclaturalCode","kingdom","class","order"
"Colias hyale","Colias hyale","red-lists-european-butterflies-checklist:taxon:a73e1c447edcef1723241e50d4130bd2","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaeides corsicus","Plebejus argus","red-lists-european-butterflies-checklist:taxon:a79700f8e51941c3c1e1a2c2dee7514a","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudophilotes vicrama","Pseudophilotes vicrama","red-lists-european-butterflies-checklist:taxon:a83fb17754c84d618bc88aaa60afff99","y","Alois Pavlícko & Zdenek Faltýnek Fric (pers. comm)","Beneš and Konvicka (2017)","Czech Republic","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Limenitis populi","Limenitis populi","red-lists-european-butterflies-checklist:taxon:a884654a08a0fefaf18c2369feaf1a46","y","Fichefet et al. (2008); Maes et al. (2012)","Fichefet et al. (2008); Maes et al. (2012)","Belgium","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia pronoe","Erebia pronoe","red-lists-european-butterflies-checklist:taxon:a8fe55d2b2e6ecc6c79f77de7ed9fb1b","y","Šašic and Mihoci (2011); Šašic et al. (2015a)","Šašic et al. (2015a)","Croatia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Libythea celtis","Libythea celtis","red-lists-european-butterflies-checklist:taxon:a91a1bd9cae87c612c3ce147a76651c5","y","Pastorális et al. (2013)","Hernik Kalivoda (pers. comm.)","Slovakia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Chazara prieuri","Chazara prieuri","red-lists-european-butterflies-checklist:taxon:a94a6d42f296c446decd7c22c265329e","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Arethusana arethusa","Arethusana arethusa","red-lists-european-butterflies-checklist:taxon:aa0a1aa01ec36861389115a339a755c7","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaena bleusei","Lycaena bleusei","red-lists-european-butterflies-checklist:taxon:aada6c2e6834d12ff880c4f3582f31e6","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria titania","Boloria titania","red-lists-european-butterflies-checklist:taxon:aba093e756cd63f3b2715d204f1feb0b","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Kretania hesperica","Kretania hesperica","red-lists-european-butterflies-checklist:taxon:aba74b5eed6af1cda4dd75209606c4e4","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lysandra (coridon) nufrellensis","Lysandra coridon","red-lists-european-butterflies-checklist:taxon:abc7d5ebb4537d1537de2da20c8ba100","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Spialia phlomidis","Spialia phlomidis","red-lists-european-butterflies-checklist:taxon:acf9a94af28f0ab2cbf84629f868131c","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia medusa","Erebia medusa","red-lists-european-butterflies-checklist:taxon:ad9fa66f37df651fb46bea5c14e76e72","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia azorinus","Hipparchia azorina","red-lists-european-butterflies-checklist:taxon:add354ade339b13573289c8d63d076a7","y","Tennent (2005); Vieira and Karsholt (2010); Wiemers (pers. comm.)",,"Macaronesia_Azores","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Aricia (artaxerxes) montensis","Aricia artaxerxes","red-lists-european-butterflies-checklist:taxon:ae26f9cb1079e1f1fa4bc0f35afb22e7","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia epistygne","Erebia epistygne","red-lists-european-butterflies-checklist:taxon:ae3d3daad66acdee40ae534f6193fbf5","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Chortobius leander","Coenonympha leander","red-lists-european-butterflies-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Scolitantides orion","Scolitantides orion","red-lists-european-butterflies-checklist:taxon:afc34878692cb4e8ce93a4c606513881","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Papilio machaon","Papilio machaon","red-lists-european-butterflies-checklist:taxon:b15021538a9e92f35f92744882f86dc8","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia tamadabae","Hipparchia tamadabae","red-lists-european-butterflies-checklist:taxon:b1d1093b05dfbb8373df0b031324e45a","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Cupido minimus","Cupido minimus","red-lists-european-butterflies-checklist:taxon:b1d2a2a0f5f5135b442d6ffe7ac6ce0f","y","Aarvik et al. (2017); Saarinen and Jantunen (2013)","Kaitila et al. (2010)","Finland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Laeosopis roboris","Laeosopis roboris","red-lists-european-butterflies-checklist:taxon:b2f85239c0b863e638cf259eb548e988","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Chortobius arcania","Coenonympha arcania","red-lists-european-butterflies-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia syriaca","Hipparchia syriaca","red-lists-european-butterflies-checklist:taxon:b3c06a9b1cd1404293758800603a8f14","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia miguelensis","Hipparchia miguelensis","red-lists-european-butterflies-checklist:taxon:b3e8314c09b8f481ce28b20c3a3ad2eb","y","Tennent (2005); Vieira and Karsholt (2010); Wiemers (pers. comm.)",,"Macaronesia_Azores","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia zapateri","Erebia zapateri","red-lists-european-butterflies-checklist:taxon:b494a78fff9a69ab4fd0d9f384ea010f","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria daphne","Brenthis daphne","red-lists-european-butterflies-checklist:taxon:b4cea51e056edff915ff3fb8d7dedbeb","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia hispania","Erebia hispania","red-lists-european-butterflies-checklist:taxon:b53333ce12f55c63db69fdaae59ce730","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Aglais urticae","Aglais urticae","red-lists-european-butterflies-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Chazara briseis","Chazara briseis","red-lists-european-butterflies-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Satyrus virbius","Satyrus virbius","red-lists-european-butterflies-checklist:taxon:b8175b3ef9787391377bd4ef1f866ced","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pelopidas thrax","Pelopidas thrax","red-lists-european-butterflies-checklist:taxon:b8372a07f31d646cab4ca7ef9a8cc52b","y","John and Skule (2016)",,"Cyprus","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Argynnis adippe","Fabriciana adippe","red-lists-european-butterflies-checklist:taxon:b8d207486e9fea45f89c55c00ff30af4","y","Newland et al. (2015)","Fox et al. (2011)","United Kingdom","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Iphiclides podalirius","Iphiclides podalirius","red-lists-european-butterflies-checklist:taxon:b8f93e5ea0fee010156898eb6f425ecd","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea aurelia","Melitaea aurelia","red-lists-european-butterflies-checklist:taxon:b93e9f72db5b599fc581c1df195ca02e","y","Fichefet et al. (2008); Maes et al. (2012)","Fichefet et al. (2008); Maes et al. (2012)","Belgium","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Spialia therapne","Spialia therapne","red-lists-european-butterflies-checklist:taxon:bb18ec5eddc4a1115f622eddadcaf03c","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Chortobius glycerion","Coenonympha glycerion","red-lists-european-butterflies-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Neptis rivularis","Neptis rivularis","red-lists-european-butterflies-checklist:taxon:bcad902f49a1529129f6385220c42ecb","y","Glowaciñski (2002)","Glowaciñski (2002); Sielezniew (pers. Comm)","Poland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus iphigenia","Polyommatus iphigenia","red-lists-european-butterflies-checklist:taxon:bd6d6b00a8831cf8be48fcb35b7e43c1","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Glaucopsyche alexis","Glaucopsyche alexis","red-lists-european-butterflies-checklist:taxon:beaa36d8b48d3d679ff6ca5029c5aa63","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Coenonympha (darwiniana) macrocomma","Coenonympha gardetta","red-lists-european-butterflies-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Agriades pyrenaicus","Agriades pyrenaicus","red-lists-european-butterflies-checklist:taxon:c081ccd33673b935e1865adc664cb27e","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudochazara hippolyte","Pseudochazara mercurius","red-lists-european-butterflies-checklist:taxon:c18615f7663efd8ac3a1608df84eee45","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Satyrus actaea","Satyrus actaea","red-lists-european-butterflies-checklist:taxon:c28b8bcd791d896d25219d635e5d434b","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
