"raw_speciesname_local","scientificName","taxonID","raw_use","references","raw_reference_red_list","raw_country","language","license","rightsHolder","datasetID","datasetName","nomenclaturalCode","kingdom","class","order"
"Tomares callimachus","Tomares callimachus","red-lists-european-butterflies-checklist:taxon:83a82467dec48bbb95d5a4dee7701c72","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Allancastria cretica","Zerynthia cretica","red-lists-european-butterflies-checklist:taxon:844d1046896eee9b0c80edb923419669","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euphydryas intermedia","Euphydryas intermedia","red-lists-european-butterflies-checklist:taxon:8452dd284cdf1ece7d88a8a83c730f76","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia pellucida","Hipparchia pellucida","red-lists-european-butterflies-checklist:taxon:848fdc8ad78bbf015fb712b56290ff97","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Colias myrmidone","Colias myrmidone","red-lists-european-butterflies-checklist:taxon:8574e6781e76572e9d50d6298cd53990","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hyponephele lupina","Hyponephele lupina","red-lists-european-butterflies-checklist:taxon:862d484199168ae4d71b87b4f4e45ed7","y","Varga (2012); Szabolcs et al. (2012); Gergely et al. (2017)","Ádám Korösi & Ádám Gór (pers. comm.)","Hungary","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Coenonympha leander (orientalis)","Coenonympha orientalis","red-lists-european-butterflies-checklist:taxon:86a9fd9fa4bc3f9242aa8f21d549ca29","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Nymphalis c-album","Polygonia c-album","red-lists-european-butterflies-checklist:taxon:87758b6759abeeabb6c823a59ac546e1","y","Pastorális et al. (2013)","Hernik Kalivoda (pers. comm.)","Slovakia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Gonepteryx cleopatra","Gonepteryx cleopatra","red-lists-european-butterflies-checklist:taxon:87ee30526a6bc7fd8d2510982a3bae01","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euchloe belemia","Euchloe belemia","red-lists-european-butterflies-checklist:taxon:89be07f3bcc83528215f5b528b5594b9","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Carcharodus baeticus","Carcharodus baeticus","red-lists-european-butterflies-checklist:taxon:8b083e5e0aad69255094d89a439ca70a","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudochazara geyeri","Pseudochazara geyeri","red-lists-european-butterflies-checklist:taxon:8b59bbfa683103c15cffc05930abc013","y","Micevski and Micevski (2017)","Krpac & Darcemont (2011)","Macedonia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaena thersamon","Lycaena thersamon","red-lists-european-butterflies-checklist:taxon:8bb88f50dc528d0e8a1cdad6e360bb9a","y","Šašic and Mihoci (2011); Šašic et al. (2015a)","Šašic et al. (2015a)","Croatia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Anthocharis cardamines","Anthocharis cardamines","red-lists-european-butterflies-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Coenonympha oedippus","Coenonympha oedippus","red-lists-european-butterflies-checklist:taxon:8d9f68644813b9c1106aecf45cb82752","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia disa","Erebia disa","red-lists-european-butterflies-checklist:taxon:8e667b314d783efa47ce3f7cc2231acd","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pieris balcana","Pieris balcana","red-lists-european-butterflies-checklist:taxon:8eea333645af02a2bd1ab8a7a0210e8c","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia edda","Erebia edda","red-lists-european-butterflies-checklist:taxon:8efaa262a0a1d0e189f047a10dd1564e","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lasiommata petropolitana","Lasiommata petropolitana","red-lists-european-butterflies-checklist:taxon:8f72b0bbedc0555cd896df948dfe33b6","y","Aarvik et al. (2017)","Rašomavicius (2007)","Lithuania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia fatua","Hipparchia fatua","red-lists-european-butterflies-checklist:taxon:8fd44b8015a7905d15aeed554553c17f","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia dryas","Minois dryas","red-lists-european-butterflies-checklist:taxon:9071b638921ba90eef5369198e9e9d60","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Chortobius pamphilus","Coenonympha pamphilus","red-lists-european-butterflies-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Catopsilia florella","Catopsilia florella","red-lists-european-butterflies-checklist:taxon:910516de18c3f3797d3852b36f8a0e25","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pieris mannii","Pieris mannii","red-lists-european-butterflies-checklist:taxon:913b472525f6c9caf7762f7debe29ca3","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia cyclopius","Erebia cyclopius","red-lists-european-butterflies-checklist:taxon:91df20a03da81faa20598c4d038c193c","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia rondoui","Erebia rondoui","red-lists-european-butterflies-checklist:taxon:9234ee12b3737920f5ac67f128fbc6d2","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Nymphalis l-album","Nymphalis vaualbum","red-lists-european-butterflies-checklist:taxon:925451d4abd480d44bab83a62de7b0e9","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia flavofasciata","Erebia flavofasciata","red-lists-european-butterflies-checklist:taxon:9255e48339d7b0049f5299c98dbdd795","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euchloe insularis","Euchloe insularis","red-lists-european-butterflies-checklist:taxon:9320dc3d548a0af4361fff04dc2b2ec5","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Argynnis pandora","Argynnis pandora","red-lists-european-butterflies-checklist:taxon:9423a461e3c0fb54c0016b0fb6b21905","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Oeneis bore","Oeneis bore","red-lists-european-butterflies-checklist:taxon:94898d92201ac2ee997a4f38e6dea486","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea syriaca","Melitaea trivia","red-lists-european-butterflies-checklist:taxon:94977b826875dde2898d8e7f89ca4e75","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Colias chrysotheme","Colias chrysotheme","red-lists-european-butterflies-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Carcharodus lavatherae","Carcharodus lavatherae","red-lists-european-butterflies-checklist:taxon:962453f941d69c3bc87f0583833d692e","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Driopa mnemosyne","Parnassius mnemosyne","red-lists-european-butterflies-checklist:taxon:96a205ff848ae8c6d8e65373b968515d","y","Korb and Bolshakov (2016); Mølgaard (2017)",,"Moldova","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea didyma","Melitaea didyma","red-lists-european-butterflies-checklist:taxon:96a4c0b14324e7e03f85aed830efc661","y","Alois Pavlícko & Zdenek Faltýnek Fric (pers. comm)","Beneš and Konvicka (2017)","Czech Republic","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria ino","Brenthis ino","red-lists-european-butterflies-checklist:taxon:971246297c66630b9f7209497234bbc3","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Aporia crataegi","Aporia crataegi","red-lists-european-butterflies-checklist:taxon:971fecf94304a1e6f5712d41252409b0","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melanargia russiae","Melanargia russiae","red-lists-european-butterflies-checklist:taxon:972d048d599ef500830186a3e5621d3a","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Aricia eumedon","Eumedonia eumedon","red-lists-european-butterflies-checklist:taxon:975309cbf92362caf6915b4db27dc870","y","Varga (2012); Szabolcs et al. (2012); Gergely et al. (2017)","Ádám Korösi & Ádám Gór (pers. comm.)","Hungary","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaena phlaeas","Lycaena phlaeas","red-lists-european-butterflies-checklist:taxon:976bee108c08139329270cfbefe153ab","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyronia bathseba","Pyronia bathseba","red-lists-european-butterflies-checklist:taxon:9807eb6e01700b7d98699b70453746dc","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaeides abetonicus","Plebejus idas","red-lists-european-butterflies-checklist:taxon:98487d0a47960ad00b5f3a742281aa91","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Oeneis melissa","Oeneis melissa","red-lists-european-butterflies-checklist:taxon:999c3911b80e23f48df0260b81b64e4b","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia jeniseiensis","Erebia jeniseiensis","red-lists-european-butterflies-checklist:taxon:99ca7d08a6e942f6b20dc52b48804f83","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Carterocephalus palaemon","Carterocephalus palaemon","red-lists-european-butterflies-checklist:taxon:99e4b5e5bef608cb632c5fc7f6d84372","y","Newland et al. (2015)","Fox et al. (2011)","United Kingdom","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus corydonius","Lysandra corydonius","red-lists-european-butterflies-checklist:taxon:99e5762c3eb6e77422cbfeda2cf9ce4f","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Favonius quercus","Favonius quercus","red-lists-european-butterflies-checklist:taxon:99f2608e1c557a795f777a9202acc14b","y","Pastorális et al. (2013)","Hernik Kalivoda (pers. comm.)","Slovakia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia semele","Hipparchia semele","red-lists-european-butterflies-checklist:taxon:9a1cc7d36ab1a155b892681c1398bf3a","y","Alois Pavlícko & Zdenek Faltýnek Fric (pers. comm)","Beneš and Konvicka (2017)","Czech Republic","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hesperia sylvana","Ochlodes sylvanus","red-lists-european-butterflies-checklist:taxon:9acfd2b1e724f0b1437e0b580942d726","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyrgus malvae","Pyrgus malvae","red-lists-european-butterflies-checklist:taxon:9b19dc6f9ea48666a47dc5d419919197","y","Kuchlein and de Vos (1999); van Swaay (2018)","Bos et al. (2006)","Netherlands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudophilotes baton","Pseudophilotes baton","red-lists-european-butterflies-checklist:taxon:9d21b488ae62d8ab443e85ac41fdccff","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euchloe grancanariensis","Euchloe grancanariensis","red-lists-european-butterflies-checklist:taxon:9e2fbd99e9eda7c0d3b268082b81440c","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Kirinia roxelana","Kirinia roxelana","red-lists-european-butterflies-checklist:taxon:9e9e27b911940832d848b87d3d645c0d","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Triphysa phryne","Coenonympha phryne","red-lists-european-butterflies-checklist:taxon:9f0ee7168bd6be95fc45f609a66d17ec","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus nephohiptamenos","Polyommatus nephohiptamenos","red-lists-european-butterflies-checklist:taxon:9f4253fd6a6ef3b7bede441fbc9f2d87","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea arduinna","Melitaea arduinna","red-lists-european-butterflies-checklist:taxon:9f4621659fdd31add62a1e82016ad068","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia euryale","Erebia euryale","red-lists-european-butterflies-checklist:taxon:9f5bb84dbb71ca3d27bfd925444b3bf0","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pieris wollastoni","Pieris wollastoni","red-lists-european-butterflies-checklist:taxon:9f878acc5874e8dceeb231cd28baef12","y","Tennent (2005); Wiemers (pers comm)",,"Macaronesia_MadeiraIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Fixsenia ilicis","Satyrium ilicis","red-lists-european-butterflies-checklist:taxon:9fcb16982b7493f702f97571977cde82","y","Korb and Bolshakov (2016); Mølgaard (2017)",,"Moldova","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyrgus foulquieri","Pyrgus foulquieri","red-lists-european-butterflies-checklist:taxon:a06359d5054553439b2038a6eefa4a08","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pieris bryoniae","Pieris bryoniae","red-lists-european-butterflies-checklist:taxon:a14a4ece7e25d73eb6f4553734114934","y","Varga (2012); Szabolcs et al. (2012); Gergely et al. (2017)","Ádám Korösi & Ádám Gór (pers. comm.)","Hungary","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyrgus accretus","Pyrgus alveus","red-lists-european-butterflies-checklist:taxon:a168f6324736bb354ba64ae059c4cd27","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia senthes","Hipparchia senthes","red-lists-european-butterflies-checklist:taxon:a1835d299abdaefeee210de2f7a1a9e2","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyronia tithonus","Pyronia tithonus","red-lists-european-butterflies-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d","y","Glowaciñski (2002)","Glowaciñski (2002); Sielezniew (pers. Comm)","Poland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia neapolitana","Hipparchia neapolitana","red-lists-european-butterflies-checklist:taxon:a1ce0f631480bc41847171f477cd92e0","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia christi","Erebia christi","red-lists-european-butterflies-checklist:taxon:a1dd716bac0b75290d256c3616bc27d9","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pararge aegeria","Pararge aegeria","red-lists-european-butterflies-checklist:taxon:a28f5e37584358c8a5f8291828e63ad0","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Zizeeria karsandra","Zizeeria karsandra","red-lists-european-butterflies-checklist:taxon:a3372f00ef226cc0fb4f93ab1af2b1e6","y","John and Skule (2016)",,"Cyprus","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea asteria","Melitaea asteria","red-lists-european-butterflies-checklist:taxon:a57e953867337150ac3be12a6ecbed50","y","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","Wermeille et al. (2014)","Switzerland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus timfristos","Polyommatus timfristos","red-lists-european-butterflies-checklist:taxon:a5ebbfde106c2d9d4e0397735383e09d","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Oeneis polixenes","Oeneis polixenes","red-lists-european-butterflies-checklist:taxon:a657ce011a7959efe36da0793d072761","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Gonepteryx maderensis","Gonepteryx maderensis","red-lists-european-butterflies-checklist:taxon:a67b911eae6e6d7e45bd258641522716","y","Tennent (2005); Wiemers (pers comm)",,"Macaronesia_MadeiraIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
