scientific_name,status,endemic,rlc,rlc_numeric,rlc_eur,rlc_eu27,country_code,country_name,part_of_eu,area
Pieris brassicae,P,,LC,1,LC,LC,IE,Ireland,y,70273
Pieris brassicae,P,,LC,1,LC,LC,IT,Italy,y,301318
Pieris brassicae,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Pieris brassicae,P,,LC,,LC,LC,LT,Lithuania,y,65300
Pieris brassicae,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Pieris brassicae,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Pieris brassicae,P,,NRLA,,LC,LC,MA_AZ,Portugal,y,
Pieris brassicae,P,,NRLA,,LC,LC,MD,Moldova,,33846
Pieris brassicae,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Pieris brassicae,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Pieris brassicae,P,,NRLA,,LC,LC,MT,Malta,y,316
Pieris brassicae,P,,LC,1,LC,LC,NL,Netherlands,y,41198
Pieris brassicae,P,,LC,1,LC,LC,NO,Norway,,385178
Pieris brassicae,P,,LC,1,LC,LC,PL,Poland,y,312685
Pieris brassicae,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Pieris brassicae,P,,NT,20,LC,LC,RO,Romania,y,238392
Pieris brassicae,P,,LC,1,LC,LC,RS,Serbia,,88361
Pieris brassicae,P,,NRLA,,LC,LC,RU,Russia,,3972400
Pieris brassicae,P,,LC,1,LC,LC,SE,Sweden,y,449964
Pieris brassicae,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Pieris brassicae,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Pieris brassicae,P,,LC,,LC,LC,UA,Ukraine,,603628
Pieris bryoniae,P,,LC,1,LC,LC,AT,Austria,y,83858
Pieris bryoniae,P,,LC,1,LC,LC,CH,Switzerland,,41290
Pieris bryoniae,P,,NT,20,LC,LC,CZ,Czech Republic,y,78866
Pieris bryoniae,P,,LC,1,LC,LC,DE,Germany,y,357168
Pieris bryoniae,P,,LC,1,LC,LC,FR,France,y,551394
Pieris bryoniae,P,,CR,80,LC,LC,HU,Hungary,y,93030
Pieris bryoniae,P,,LC,1,LC,LC,IT,Italy,y,301318
Pieris bryoniae,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Pieris bryoniae,P,,VU,30,LC,LC,PL,Poland,y,312685
Pieris bryoniae,P,,NT,20,LC,LC,RO,Romania,y,238392
Pieris bryoniae,P,,NRLA,,LC,LC,RU,Russia,,3972400
Pieris bryoniae,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Pieris bryoniae,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Pieris bryoniae,P,,NT,,LC,LC,UA,Ukraine,,603628
Pieris cheiranthi,P,MA_CA,NRLA,,EN,EN,MA_CA,Spain,y,
Pieris ergane,P,,Unknown,1,LC,LC,AL,Albania,,28748
Pieris ergane,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Pieris ergane,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Pieris ergane,P,,NE,,LC,LC,ES,Spain,y,498468
Pieris ergane,P,,VU,30,LC,LC,FR,France,y,551394
Pieris ergane,P,,LC,1,LC,LC,GR,Greece,y,131940
Pieris ergane,P,,LC,1,LC,LC,HR,Croatia,y,56594
Pieris ergane,P,,VU,30,LC,LC,HU,Hungary,y,93030
Pieris ergane,P,,LC,1,LC,LC,IT,Italy,y,301318
Pieris ergane,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Pieris ergane,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Pieris ergane,P,,EN,50,LC,LC,RO,Romania,y,238392
Pieris ergane,P,,LC,1,LC,LC,RS,Serbia,,88361
Pieris ergane,P,,VU,30,LC,LC,SI,Slovenia,y,20273
Pieris krueperi,P,,VU,30,LC,LC,AL,Albania,,28748
Pieris krueperi,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Pieris krueperi,P,,LC,1,LC,LC,GR,Greece,y,131940
Pieris krueperi,P,,NT,20,LC,LC,MK,North Macedonia,,25713
Pieris mannii,P,,DD,1,LC,LC,AD,Andorra,,468
Pieris mannii,P,,Unknown,1,LC,LC,AL,Albania,,28748
Pieris mannii,P,,EN,50,LC,LC,AT,Austria,y,83858
Pieris mannii,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Pieris mannii,P,,NE,,LC,LC,BE,Belgium,y,30528
Pieris mannii,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Pieris mannii,P,,NT,20,LC,LC,CH,Switzerland,,41290
Pieris mannii,P,,NE,,LC,LC,DE,Germany,y,357168
Pieris mannii,P,,NE,,LC,LC,ES,Spain,y,498468
Pieris mannii,P,,LC,1,LC,LC,FR,France,y,551394
Pieris mannii,P,,LC,1,LC,LC,GR,Greece,y,131940
Pieris mannii,P,,LC,1,LC,LC,HR,Croatia,y,56594
Pieris mannii,Ex,,RE,100,LC,LC,HU,Hungary,y,93030
Pieris mannii,P,,LC,1,LC,LC,IT,Italy,y,301318
Pieris mannii,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Pieris mannii,P,,DD,1,LC,LC,LU,Luxembourg,y,2428
Pieris mannii,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Pieris mannii,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Pieris mannii,P,,NE,,LC,LC,NL,Netherlands,y,41198
Pieris mannii,P,,VU,30,LC,LC,RO,Romania,y,238392
Pieris mannii,P,,LC,1,LC,LC,RS,Serbia,,88361
Pieris mannii,P,,VU,30,LC,LC,SI,Slovenia,y,20273
Pieris mannii,Ex,,RE,100,LC,LC,SK,Slovakia,y,49036
Pieris napi,P,,LC,1,LC,LC,AD,Andorra,,468
Pieris napi,P,,Unknown,1,LC,LC,AL,Albania,,28748
Pieris napi,P,,LC,1,LC,LC,AT,Austria,y,83858
Pieris napi,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Pieris napi,P,,LC,1,LC,LC,BE,Belgium,y,30528
Pieris napi,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Pieris napi,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Pieris napi,P,,LC,1,LC,LC,CH,Switzerland,,41290
Pieris napi,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Pieris napi,P,,LC,1,LC,LC,DE,Germany,y,357168
Pieris napi,P,,LC,1,LC,LC,DK,Denmark,y,44493
Pieris napi,P,,LC,,LC,LC,EE,Estonia,y,45339
Pieris napi,P,,NE,,LC,LC,ES,Spain,y,498468
Pieris napi,P,,LC,1,LC,LC,FI,Finland,y,338145
Pieris napi,P,,LC,1,LC,LC,FR,France,y,551394
Pieris napi,P,,LC,1,LC,LC,GB,United Kingdom,y,244820
Pieris napi,P,,LC,1,LC,LC,GR,Greece,y,131940
Pieris napi,P,,LC,1,LC,LC,HR,Croatia,y,56594
Pieris napi,P,,LC,1,LC,LC,HU,Hungary,y,93030
Pieris napi,P,,LC,1,LC,LC,IE,Ireland,y,70273
Pieris napi,P,,LC,1,LC,LC,IT,Italy,y,301318
Pieris napi,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Pieris napi,P,,LC,,LC,LC,LT,Lithuania,y,65300
Pieris napi,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Pieris napi,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Pieris napi,P,,NRLA,,LC,LC,MD,Moldova,,33846
Pieris napi,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Pieris napi,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Pieris napi,P,,LC,1,LC,LC,NL,Netherlands,y,41198
Pieris napi,P,,LC,1,LC,LC,NO,Norway,,385178
Pieris napi,P,,LC,1,LC,LC,PL,Poland,y,312685
Pieris napi,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Pieris napi,P,,LC,1,LC,LC,RO,Romania,y,238392
Pieris napi,P,,LC,1,LC,LC,RS,Serbia,,88361
Pieris napi,P,,NRLA,,LC,LC,RU,Russia,,3972400
Pieris napi,P,,LC,1,LC,LC,SE,Sweden,y,449964
Pieris napi,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Pieris napi,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Pieris napi,P,,LC,,LC,LC,UA,Ukraine,,603628
Pieris rapae,M,,LC,1,LC,LC,AD,Andorra,,468
Pieris rapae,P,,Unknown,1,LC,LC,AL,Albania,,28748
Pieris rapae,P,,LC,1,LC,LC,AT,Austria,y,83858
Pieris rapae,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Pieris rapae,P,,LC,1,LC,LC,BE,Belgium,y,30528
Pieris rapae,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Pieris rapae,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Pieris rapae,P,,LC,1,LC,LC,CH,Switzerland,,41290
Pieris rapae,P,,NRLA,,LC,LC,CY,Cyprus,y,9251
Pieris rapae,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Pieris rapae,P,,LC,1,LC,LC,DE,Germany,y,357168
Pieris rapae,P,,LC,1,LC,LC,DK,Denmark,y,44493
Pieris rapae,P,,LC,,LC,LC,EE,Estonia,y,45339
Pieris rapae,P,,NE,,LC,LC,ES,Spain,y,498468
Pieris rapae,P,,LC,1,LC,LC,FI,Finland,y,338145
Pieris rapae,P,,LC,1,LC,LC,FR,France,y,551394
Pieris rapae,P,,LC,1,LC,LC,GB,United Kingdom,y,244820
Pieris rapae,P,,LC,1,LC,LC,GR,Greece,y,131940
Pieris rapae,P,,LC,1,LC,LC,HR,Croatia,y,56594
Pieris rapae,P,,LC,1,LC,LC,HU,Hungary,y,93030
Pieris rapae,P,,LC,1,LC,LC,IE,Ireland,y,70273
Pieris rapae,P,,LC,1,LC,LC,IT,Italy,y,301318
Pieris rapae,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Pieris rapae,P,,LC,,LC,LC,LT,Lithuania,y,65300
Pieris rapae,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Pieris rapae,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Pieris rapae,P,,NRLA,,LC,LC,MA_CA,Spain,y,
Pieris rapae,P,,NRLA,,LC,LC,MA_MA,Portugal,y,
Pieris rapae,P,,NRLA,,LC,LC,MD,Moldova,,33846
Pieris rapae,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Pieris rapae,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Pieris rapae,P,,NRLA,,LC,LC,MT,Malta,y,316
Pieris rapae,P,,LC,1,LC,LC,NL,Netherlands,y,41198
Pieris rapae,P,,LC,1,LC,LC,NO,Norway,,385178
Pieris rapae,P,,LC,1,LC,LC,PL,Poland,y,312685
Pieris rapae,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Pieris rapae,P,,LC,1,LC,LC,RO,Romania,y,238392
Pieris rapae,P,,LC,1,LC,LC,RS,Serbia,,88361
Pieris rapae,P,,NRLA,,LC,LC,RU,Russia,,3972400
Pieris rapae,P,,LC,1,LC,LC,SE,Sweden,y,449964
Pieris rapae,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Pieris rapae,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Pieris rapae,P,,LC,,LC,LC,UA,Ukraine,,603628
Pieris wollastoni,Ex,MA_MA,NRLA,,CR,CR,MA_MA,Portugal,y,
Plebejidea loewii,P,,LC,1,,,GR,Greece,y,131940
Plebejidea loewii,P,,NRLA,,,,RU,Russia,,3972400
Plebejus argus,P,,LC,1,LC,LC,AD,Andorra,,468
Plebejus argus,P,,Unknown,1,LC,LC,AL,Albania,,28748
Plebejus argus,P,,NT,20,LC,LC,AT,Austria,y,83858
Plebejus argus,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Plebejus argus,P,,VU,30,LC,LC,BE,Belgium,y,30528
Plebejus argus,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Plebejus argus,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Plebejus argus,P,,NT,20,LC,LC,CH,Switzerland,,41290
Plebejus argus,P,,NT,20,LC,LC,CZ,Czech Republic,y,78866
Plebejus argus,P,,LC,1,LC,LC,DE,Germany,y,357168
Plebejus argus,P,,VU,30,LC,LC,DK,Denmark,y,44493
Plebejus argus,P,,LC,,LC,LC,EE,Estonia,y,45339
Plebejus argus,P,,NE,,LC,LC,ES,Spain,y,498468
Plebejus argus,P,,LC,1,LC,LC,FI,Finland,y,338145
Plebejus argus,P,,LC,1,LC,LC,FR,France,y,551394
Plebejus argus,P,,VU,30,LC,LC,GB,United Kingdom,y,244820
Plebejus argus,P,,LC,1,LC,LC,GR,Greece,y,131940
Plebejus argus,P,,LC,1,LC,LC,HR,Croatia,y,56594
Plebejus argus,P,,LC,1,LC,LC,HU,Hungary,y,93030
Plebejus argus,P,,LC,1,LC,LC,IT,Italy,y,301318
Plebejus argus,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Plebejus argus,P,,LC,,LC,LC,LT,Lithuania,y,65300
Plebejus argus,P,,NT,20,LC,LC,LU,Luxembourg,y,2428
Plebejus argus,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Plebejus argus,P,,NRLA,,LC,LC,MD,Moldova,,33846
Plebejus argus,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Plebejus argus,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Plebejus argus,P,,NT,20,LC,LC,NL,Netherlands,y,41198
Plebejus argus,P,,LC,1,LC,LC,NO,Norway,,385178
Plebejus argus,P,,LC,1,LC,LC,PL,Poland,y,312685
Plebejus argus,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Plebejus argus,P,,LC,1,LC,LC,RO,Romania,y,238392
Plebejus argus,P,,LC,1,LC,LC,RS,Serbia,,88361
Plebejus argus,P,,NRLA,,LC,LC,RU,Russia,,3972400
Plebejus argus,P,,LC,1,LC,LC,SE,Sweden,y,449964
Plebejus argus,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Plebejus argus,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Plebejus argus,P,,LC,,LC,LC,UA,Ukraine,,603628
Plebejus argyrognomon,P,,Unknown,1,LC,LC,AL,Albania,,28748
Plebejus argyrognomon,P,,NT,20,LC,LC,AT,Austria,y,83858
Plebejus argyrognomon,P,,NT,20,LC,LC,BA,Bosnia and Herzegovina,,51129
Plebejus argyrognomon,Ex,,RE,100,LC,LC,BE,Belgium,y,30528
Plebejus argyrognomon,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Plebejus argyrognomon,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Plebejus argyrognomon,P,,EN,50,LC,LC,CH,Switzerland,,41290
Plebejus argyrognomon,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Plebejus argyrognomon,P,,LC,1,LC,LC,DE,Germany,y,357168
Plebejus argyrognomon,P,,LC,1,LC,LC,FR,France,y,551394
Plebejus argyrognomon,P,,LC,1,LC,LC,GR,Greece,y,131940
Plebejus argyrognomon,P,,LC,1,LC,LC,HR,Croatia,y,56594
Plebejus argyrognomon,P,,LC,1,LC,LC,HU,Hungary,y,93030
Plebejus argyrognomon,P,,LC,1,LC,LC,IT,Italy,y,301318
Plebejus argyrognomon,P,,LC,,LC,LC,LT,Lithuania,y,65300
Plebejus argyrognomon,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Plebejus argyrognomon,P,,NRLA,,LC,LC,MD,Moldova,,33846
Plebejus argyrognomon,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Plebejus argyrognomon,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Plebejus argyrognomon,P,,CR,80,LC,LC,NO,Norway,,385178
Plebejus argyrognomon,P,,LC,1,LC,LC,PL,Poland,y,312685
Plebejus argyrognomon,P,,LC,1,LC,LC,RO,Romania,y,238392
Plebejus argyrognomon,P,,LC,1,LC,LC,RS,Serbia,,88361
Plebejus argyrognomon,P,,NRLA,,LC,LC,RU,Russia,,3972400
Plebejus argyrognomon,P,,EN,50,LC,LC,SE,Sweden,y,449964
Plebejus argyrognomon,P,,VU,30,LC,LC,SI,Slovenia,y,20273
Plebejus argyrognomon,P,,DD,1,LC,LC,SK,Slovakia,y,49036
Plebejus argyrognomon,P,,LC,,LC,LC,UA,Ukraine,,603628
Plebejus bellieri,P,,LC,1,LC,LC,FR,France,y,551394
Plebejus bellieri,P,,NtA,,LC,LC,IT,Italy,y,301318
Plebejus idas,P,,LC,1,LC,LC,AD,Andorra,,468
Plebejus idas,P,,Unknown,1,LC,LC,AL,Albania,,28748
Plebejus idas,P,,VU,30,LC,LC,AT,Austria,y,83858
Plebejus idas,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Plebejus idas,Ex,,RE,100,LC,LC,BE,Belgium,y,30528
Plebejus idas,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Plebejus idas,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Plebejus idas,P,,NT,20,LC,LC,CH,Switzerland,,41290
Plebejus idas,P,,CR,80,LC,LC,CZ,Czech Republic,y,78866
Plebejus idas,P,,VU,30,LC,LC,DE,Germany,y,357168
Plebejus idas,P,,NT,20,LC,LC,DK,Denmark,y,44493
Plebejus idas,P,,LC,,LC,LC,EE,Estonia,y,45339
Plebejus idas,P,,NE,,LC,LC,ES,Spain,y,498468
Plebejus idas,P,,LC,1,LC,LC,FI,Finland,y,338145
Plebejus idas,P,,LC,1,LC,LC,FR,France,y,551394
Plebejus idas,P,,LC,1,LC,LC,GR,Greece,y,131940
Plebejus idas,P,,LC,1,LC,LC,HR,Croatia,y,56594
Plebejus idas,P,,VU,30,LC,LC,HU,Hungary,y,93030
Plebejus idas,P,,LC,1,LC,LC,IT,Italy,y,301318
Plebejus idas,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Plebejus idas,P,,LC,,LC,LC,LT,Lithuania,y,65300
Plebejus idas,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Plebejus idas,P,,NRLA,,LC,LC,MD,Moldova,,33846
Plebejus idas,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Plebejus idas,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Plebejus idas,Ex,,RE,100,LC,LC,NL,Netherlands,y,41198
Plebejus idas,P,,LC,1,LC,LC,NO,Norway,,385178
Plebejus idas,P,,LC,1,LC,LC,PL,Poland,y,312685
Plebejus idas,P,,NT,20,LC,LC,RO,Romania,y,238392
Plebejus idas,P,,LC,1,LC,LC,RS,Serbia,,88361
Plebejus idas,P,,NRLA,,LC,LC,RU,Russia,,3972400
Plebejus idas,P,,LC,1,LC,LC,SE,Sweden,y,449964
Plebejus idas,P,,VU,30,LC,LC,SI,Slovenia,y,20273
Plebejus idas,P,,DD,1,LC,LC,SK,Slovakia,y,49036
Plebejus idas,P,,LC,,LC,LC,UA,Ukraine,,603628
Polygonia c-album,P,,LC,1,LC,LC,AD,Andorra,,468
Polygonia c-album,P,,Unknown,1,LC,LC,AL,Albania,,28748
Polygonia c-album,P,,LC,1,LC,LC,AT,Austria,y,83858
Polygonia c-album,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Polygonia c-album,P,,LC,1,LC,LC,BE,Belgium,y,30528
Polygonia c-album,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Polygonia c-album,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Polygonia c-album,P,,LC,1,LC,LC,CH,Switzerland,,41290
Polygonia c-album,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Polygonia c-album,P,,LC,1,LC,LC,DE,Germany,y,357168
Polygonia c-album,P,,LC,1,LC,LC,DK,Denmark,y,44493
Polygonia c-album,P,,LC,,LC,LC,EE,Estonia,y,45339
Polygonia c-album,P,,NE,,LC,LC,ES,Spain,y,498468
Polygonia c-album,P,,LC,1,LC,LC,FI,Finland,y,338145
Polygonia c-album,P,,LC,1,LC,LC,FR,France,y,551394
Polygonia c-album,P,,LC,1,LC,LC,GB,United Kingdom,y,244820
Polygonia c-album,P,,LC,1,LC,LC,GR,Greece,y,131940
Polygonia c-album,P,,LC,1,LC,LC,HR,Croatia,y,56594
Polygonia c-album,P,,LC,1,LC,LC,HU,Hungary,y,93030
Polygonia c-album,P,,LC,1,LC,LC,IE,Ireland,y,70273
Polygonia c-album,P,,LC,1,LC,LC,IT,Italy,y,301318
Polygonia c-album,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Polygonia c-album,P,,LC,,LC,LC,LT,Lithuania,y,65300
Polygonia c-album,P,,NT,20,LC,LC,LU,Luxembourg,y,2428
Polygonia c-album,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Polygonia c-album,P,,NRLA,,LC,LC,MD,Moldova,,33846
Polygonia c-album,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Polygonia c-album,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Polygonia c-album,P,,LC,1,LC,LC,NL,Netherlands,y,41198
Polygonia c-album,P,,LC,1,LC,LC,NO,Norway,,385178
Polygonia c-album,P,,LC,1,LC,LC,PL,Poland,y,312685
Polygonia c-album,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Polygonia c-album,P,,LC,1,LC,LC,RO,Romania,y,238392
Polygonia c-album,P,,LC,1,LC,LC,RS,Serbia,,88361
Polygonia c-album,P,,NRLA,,LC,LC,RU,Russia,,3972400
Polygonia c-album,P,,LC,1,LC,LC,SE,Sweden,y,449964
Polygonia c-album,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Polygonia c-album,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Polygonia c-album,P,,LC,,LC,LC,UA,Ukraine,,603628
Polygonia egea,P,,Unknown,1,LC,LC,AL,Albania,,28748
Polygonia egea,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Polygonia egea,P,,VU,30,LC,LC,BG,Bulgaria,y,110994
Polygonia egea,P,,EN,50,LC,LC,FR,France,y,551394
Polygonia egea,P,,LC,1,LC,LC,GR,Greece,y,131940
Polygonia egea,P,,LC,1,LC,LC,HR,Croatia,y,56594
Polygonia egea,P,,LC,1,LC,LC,IT,Italy,y,301318
Polygonia egea,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Polygonia egea,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Polygonia egea,Ex,,RE,100,LC,LC,RO,Romania,y,238392
Polygonia egea,P,,NRLA,,LC,LC,RU,Russia,,3972400
Polygonia egea,P,,EN,50,LC,LC,SI,Slovenia,y,20273
Polyommatus admetus,P,,Unknown,1,LC,LC,AL,Albania,,28748
Polyommatus admetus,Ex,,RE,100,LC,LC,AT,Austria,y,83858
Polyommatus admetus,P,,VU,30,LC,LC,BA,Bosnia and Herzegovina,,51129
Polyommatus admetus,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Polyommatus admetus,P,,LC,1,LC,LC,GR,Greece,y,131940
Polyommatus admetus,P,,LC,1,LC,LC,HR,Croatia,y,56594
Polyommatus admetus,P,,VU,30,LC,LC,HU,Hungary,y,93030
Polyommatus admetus,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Polyommatus admetus,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Polyommatus admetus,P,,CR,80,LC,LC,RO,Romania,y,238392
Polyommatus admetus,P,,NT,20,LC,LC,RS,Serbia,,88361
Polyommatus admetus,P,,EN,50,LC,LC,SK,Slovakia,y,49036
Polyommatus amandus,P,,NT,20,LC,LC,AD,Andorra,,468
Polyommatus amandus,P,,Unknown,1,LC,LC,AL,Albania,,28748
Polyommatus amandus,P,,LC,1,LC,LC,AT,Austria,y,83858
Polyommatus amandus,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Polyommatus amandus,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Polyommatus amandus,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Polyommatus amandus,P,,VU,30,LC,LC,CH,Switzerland,,41290
Polyommatus amandus,P,,NT,20,LC,LC,CZ,Czech Republic,y,78866
Polyommatus amandus,P,,LC,1,LC,LC,DE,Germany,y,357168
Polyommatus amandus,P,,NT,20,LC,LC,DK,Denmark,y,44493
Polyommatus amandus,P,,LC,,LC,LC,EE,Estonia,y,45339
Polyommatus amandus,P,,NE,,LC,LC,ES,Spain,y,498468
Polyommatus amandus,P,,LC,1,LC,LC,FI,Finland,y,338145
Polyommatus amandus,P,,LC,1,LC,LC,FR,France,y,551394
Polyommatus amandus,P,,LC,1,LC,LC,GR,Greece,y,131940
Polyommatus amandus,P,,LC,1,LC,LC,HR,Croatia,y,56594
Polyommatus amandus,P,,VU,30,LC,LC,HU,Hungary,y,93030
Polyommatus amandus,P,,LC,1,LC,LC,IT,Italy,y,301318
Polyommatus amandus,P,,LC,,LC,LC,LT,Lithuania,y,65300
Polyommatus amandus,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Polyommatus amandus,P,,NRLA,,LC,LC,MD,Moldova,,33846
Polyommatus amandus,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Polyommatus amandus,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Polyommatus amandus,P,,LC,1,LC,LC,NO,Norway,,385178
Polyommatus amandus,P,,LC,1,LC,LC,PL,Poland,y,312685
Polyommatus amandus,P,,VU,30,LC,LC,RO,Romania,y,238392
Polyommatus amandus,P,,LC,1,LC,LC,RS,Serbia,,88361
Polyommatus amandus,P,,NRLA,,LC,LC,RU,Russia,,3972400
Polyommatus amandus,P,,LC,1,LC,LC,SE,Sweden,y,449964
Polyommatus amandus,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Polyommatus amandus,P,,EN,50,LC,LC,SK,Slovakia,y,49036
Polyommatus amandus,P,,VU,,LC,LC,UA,Ukraine,,603628
Polyommatus aroaniensis,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Polyommatus aroaniensis,P,,VU,30,LC,LC,BG,Bulgaria,y,110994
Polyommatus aroaniensis,P,,LC,1,LC,LC,GR,Greece,y,131940
Polyommatus aroaniensis,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Polyommatus celina,P,,NE,,,,ES,Spain,y,498468
Polyommatus celina,P,,LC,1,,,IT,Italy,y,301318
Polyommatus celina,P,,NRLA,,,,MA_CA,Spain,y,
Polyommatus celina,P,,NRLA,,,,MT,Malta,y,316
Polyommatus celina,P,,NRLA,,,,PT,Portugal,y,91568
Polyommatus damocles,P,,NRLA,,DD,,RU,Russia,,3972400
Polyommatus damocles,P,,VU,,DD,,UA,Ukraine,,603628
Polyommatus damon,P,,EN,50,NT,NT,AD,Andorra,,468
Polyommatus damon,P,,VU,30,NT,NT,AL,Albania,,28748
Polyommatus damon,P,,EN,50,NT,NT,AT,Austria,y,83858
Polyommatus damon,P,,NT,20,NT,NT,BA,Bosnia and Herzegovina,,51129
Polyommatus damon,P,,DD,1,NT,NT,BG,Bulgaria,y,110994
Polyommatus damon,P,,VU,30,NT,NT,CH,Switzerland,,41290
Polyommatus damon,P,,CR,80,NT,NT,CZ,Czech Republic,y,78866
Polyommatus damon,P,,CR,80,NT,NT,DE,Germany,y,357168
Polyommatus damon,P,,NE,,NT,NT,ES,Spain,y,498468
Polyommatus damon,P,,LC,1,NT,NT,FR,France,y,551394
Polyommatus damon,P,,LC,1,NT,NT,GR,Greece,y,131940
Polyommatus damon,P,,VU,30,NT,NT,HR,Croatia,y,56594
Polyommatus damon,Ex,,RE,100,NT,NT,HU,Hungary,y,93030
Polyommatus damon,P,,LC,1,NT,NT,IT,Italy,y,301318
Polyommatus damon,P,,NRLA,,NT,NT,LI,Liechtenstein,,160
