"usageKey","scientificName","rank","order","matchType","phylum","kingdom","genus","class","confidence","synonym","status","family","scientificNameLocal","scientificNameEU","license","rightsHolder","accessRights","datasetName","occurrencestatus","language","datasetID","kingdom1","phylum1","class1","taxonID"
5137908,"Leptidea morsei (Fenton, 1882)","SPECIES","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Leptidea","Insecta",98,FALSE,"ACCEPTED","Pieridae","Leptidea morsei major","Leptidea morsei","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137908:80be431da9a991472d862b3ef0dddf6e"
5137915,"Leptidea reali Reissinger, 1990","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Leptidea","Insecta",98,FALSE,"ACCEPTED","Pieridae","Leptidea reali","Leptidea juvernica","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137915:bbe9d22014fb4722bf4fa36631cca841"
5137903,"Leptidea sinapis (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Leptidea","Insecta",98,FALSE,"ACCEPTED","Pieridae","Leptidea sinapis","Leptidea sinapis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137903:af1de73437538008c10b5c15e38461e4"
5137903,"Leptidea sinapis (Linnaeus, 1758)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Leptidea","Insecta",94,FALSE,"ACCEPTED","Pieridae","Leptidea sinapsis","Leptidea sinapis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137903:af1de73437538008c10b5c15e38461e4"
1932976,"Leptotes pirithous (Linnaeus, 1767)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Leptotes","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Leptotes pirithous","Leptotes pirithous","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1932976:9cfa4ef2908eb644a7175ccb28bcfb0f"
1909838,"Libythea celtis (Laicharting, 1782)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Libythea","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Libythea celtis","Libythea celtis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1909838:203afe8265878d0d8cfe2d5767029065"
8429428,"Limenitis camilla (Linnaeus, 1764)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Limenitis","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Limenitis camilla","Limenitis camilla","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8429428:7a3d81696ce902f739147e8bd08c9cfc"
5131994,"Limenitis minor Hufnagel, 1766","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Limenitis","Insecta",98,TRUE,"SYNONYM","Nymphalidae","Limenitis minor","Limenitis reducta","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5131994:9e816f2761eeec46fc755fb946296793"
5132183,"Limenitis populi (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Limenitis","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Limenitis populi","Limenitis populi","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5132183:30fd43b4c7de633969f227811a5ec777"
8001799,"Limenitis reducta Staudinger, 1901","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Limenitis","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Limenitis reducta","Limenitis reducta","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8001799:1ed8a462572a194f2d8641ce0619e32e"
4535614,"Lopinga achine (Scopoli, 1763)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lopinga","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Lopinga achine","Lopinga achine","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","4535614:8321ba4c4685a7377a1805be64469e5b"
1926818,"Lycaeides Hübner, 1819","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Lycaeides","Insecta",94,FALSE,"ACCEPTED","Lycaenidae","Lycaeides abetonicus","Plebejus idas","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1926818:6c860dd900e84171f1500b52e2a46300"
1926824,"Lycaeides argyrognomon (Bergsträsser, 1779)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Plebejus","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Lycaeides argyrognomon","Plebejus argyrognomon","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1926824:34a6365a3f903c64d30f2ef2aa887a39"
1926818,"Lycaeides Hübner, 1819","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Lycaeides","Insecta",94,FALSE,"ACCEPTED","Lycaenidae","Lycaeides corsicus","Plebejus argus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1926818:6c860dd900e84171f1500b52e2a46300"
1926861,"Lycaeides idas (Linnaeus, 1761)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Plebejus","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Lycaeides idas","Plebejus idas","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1926861:f39ad0cff79048b150920938d1e40855"
8356768,"Lycaena alciphron (Rottemburg, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena alciphron","Lycaena alciphron","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8356768:d3e799deabbc4154a40d8862d89869a1"
5792092,"Lycaena bleusei Oberthur, 1884","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena bleusei","Lycaena bleusei","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5792092:36a8128940ad76bb90d38634709b1d36"
7865881,"Lycaena candens (Herrich-Schaffer, 1844)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena candens","Lycaena candens","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7865881:bf23ee2e5e43046b98397e72e2a88818"
1929270,"Lycaena dispar (Haworth, 1802)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena dispar","Lycaena dispar","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1929270:31dd45d95e488f9243b9710833943019"
1929153,"Lycaena Fabricius, 1807","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Lycaena","Insecta",94,FALSE,"ACCEPTED","Lycaenidae","Lycaena eurydame","Lycaena hippothoe","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1929153:80d672bd3b281209044a5224f32538f5"
7417698,"Lycaena helle (Denis & Schiffermuller, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena helle","Lycaena helle","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7417698:514f47526eac8f58c5c51b6874002419"
9554729,"Lycaena hippothoe (Linnaeus, 1761)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",97,FALSE,"ACCEPTED","Lycaenidae","Lycaena hippothoe","Lycaena hippothoe","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","9554729:4ceaff88d8a42b4d5a46d3499d26aac3"
1929153,"Lycaena Fabricius, 1807","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Lycaena","Insecta",94,FALSE,"ACCEPTED","Lycaenidae","Lycaena italica","Lycaena hippothoe","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1929153:80d672bd3b281209044a5224f32538f5"
5792091,"Lycaena ottomanus (Lefebvre, 1830)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Lycaena","Insecta",96,FALSE,"ACCEPTED","Lycaenidae","Lycaena ottomana","Plebejus idas","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5792091:42d873e510c8e36821e7990323bc6334"
5792091,"Lycaena ottomanus (Lefebvre, 1830)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena ottomanus","Lycaena ottomanus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5792091:42d873e510c8e36821e7990323bc6334"
1929697,"Lycaena phlaeas (Linnaeus, 1761)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena phlaeas","Lycaena phlaeas","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1929697:eb1ddb6671ee15bcfd3b87b73e489a79"
1929697,"Lycaena phlaeas (Linnaeus, 1761)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Lycaena","Insecta",94,FALSE,"ACCEPTED","Lycaenidae","Lycaena phleas","Lycaena phlaeas","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1929697:eb1ddb6671ee15bcfd3b87b73e489a79"
9318593,"Lycaena subalpinus (Ad.Speyer, 1851)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Lycaena","Insecta",95,TRUE,"SYNONYM","Lycaenidae","Lycaena subalpina","Lycaena tityrus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","9318593:11d6e85abfc8ce30aac0e7a22592f7e8"
9036079,"Lycaena thersamon (Esper, 1784)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena thersamon","Lycaena thersamon","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","9036079:abd94d616c2f42006f8ce5d84a292a85"
1929402,"Lycaena thetis Klug, 1834","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena thetis","Lycaena thetis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1929402:0eab96381278c023aaa028fc39512105"
5882898,"Lycaena tityrus (Poda, 1761)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena tityrus","Lycaena tityrus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5882898:20f2dd6e1cb6b0c28ad14e7e841ac06f"
5882898,"Lycaena tityrus (Poda, 1761)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Lycaena","Insecta",96,FALSE,"ACCEPTED","Lycaenidae","Lycaena tytirus","Lycaena tityrus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5882898:20f2dd6e1cb6b0c28ad14e7e841ac06f"
1929659,"Lycaena virgaureae (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lycaena","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lycaena virgaureae","Lycaena virgaureae","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1929659:2d588a9a555f13bd1bea4c123f7b4cc2"
1924798,"Lysandra Hemming, 1933","GENUS","Lepidoptera","EXACT","Arthropoda","Animalia","Lysandra","Insecta",94,FALSE,"ACCEPTED","Lycaenidae","Lysandra (coridon) nufrellensis","Lysandra coridon","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1924798:89a9afb2318ae61e955657967e28d1a0"
1924798,"Lysandra Hemming, 1933","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Lysandra","Insecta",94,FALSE,"ACCEPTED","Lycaenidae","Lysandra albicans","Lysandra albicans","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1924798:89a9afb2318ae61e955657967e28d1a0"
1925233,"Lysandra bellargus (Rottemburg, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Polyommatus","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Lysandra bellargus","Lysandra bellargus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1925233:1b7ee1678f93b457bb6af263b43c78d0"
1924867,"Lysandra caelestissima (Verity, 1921)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Polyommatus","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Lysandra caelestissima","Lysandra caelestissima","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1924867:90c37812b67e718d5ff228d3cb696133"
1925221,"Lysandra coridon (Poda, 1761)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Polyommatus","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Lysandra coridon","Lysandra coridon","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1925221:6b89497f073a5ba746c20a7c7dd3ef07"
7354189,"Lysandra hispana (Herrich-Schäffer, 1852)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Lysandra","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Lysandra hispana","Lysandra hispana","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7354189:40f40d96e1e91c8400804b1b351a6e63"
8016522,"Maculinea alcon (Denis & Schiffermüller), 1775","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Phengaris","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Maculinea alcon","Phengaris alcon","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8016522:5b4f500d740af8e5ad79f27dffea7925"
6242096,"Maculinea alcon rebeli (Hirschke, 1904)","SUBSPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Phengaris","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Maculinea alcon rebeli","Phengaris alcon","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","6242096:9571ca230f4118d83b141cd964b2afc1"
1922311,"Maculinea arion (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Phengaris","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Maculinea arion","Phengaris arion","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1922311:f6af999ae78593f6668c49eed505ae1e"
6242070,"Maculinea arion ligurica (Wagner, 1904)","SUBSPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Phengaris","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Maculinea arion ligurica","Phengaris arion","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","6242070:6c5f617dd1a39fe571c9a7e7eeb5582e"
1922343,"Maculinea nausithous (Bergsträsser, 1779)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Phengaris","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Maculinea nausithous","Phengaris nausithous","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1922343:d2ccbee15061ebf06ac9653d4c93115e"
1922338,"Maculinea rebeli (Hirschke, 1904)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Phengaris","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Maculinea rebeli","Phengaris alcon","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1922338:769320aa0b6224e0a132516f0f555dcb"
1922406,"Maculinea teleius (Bergsträsser, 1779)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Phengaris","Insecta",98,TRUE,"SYNONYM","Lycaenidae","Maculinea teleius","Phengaris teleius","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1922406:cd7e8301f37d9154c4f96cddfc261a65"
5792082,"Maniola chia Thomson, 1987","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Maniola","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Maniola chia","Maniola chia","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5792082:dd5ebeab63f1b2cbe2a10017504409fe"
5772938,"Maniola cypricola (Graves, 1928)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Maniola","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Maniola cypricola","Maniola cypricola","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5772938:11e94e3b00f9e100f033f2e9b1a65d99"
9079889,"Maniola halicarnassus Thomson, 1990","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Maniola","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Maniola halicarnassus","Maniola halicarnassus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","9079889:5d164155b266bd1b0a6aac5bc360fbb8"
5135513,"Maniola jurtina (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Maniola","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Maniola jurtina","Maniola jurtina","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5135513:a4a5555199e76dddc407936adfb3f1c5"
5772937,"Maniola megala (Oberthur, 1909)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Maniola","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Maniola megala","Maniola megala","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5772937:2566f009d6d421e415b25ae29cfe20e6"
5135538,"Maniola nurag Ghiliani, 1852","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Maniola","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Maniola nurag","Maniola nurag","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5135538:fd1608dea4780bef4291eff38a0a2c77"
5135546,"Maniola telmessia (Zeller, 1847)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Maniola","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Maniola telmessia","Maniola telmessia","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5135546:c27fd6ca08590b22aab992681bada927"
1916347,"Melanargia arge (Sulzer, 1776)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Melanargia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Melanargia arge","Melanargia arge","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1916347:c40d7f157e8a243c078ebbf21d66c1a2"
7854318,"Melanargia galathea (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Melanargia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Melanargia galathea","Melanargia galathea","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7854318:ba2e34894277cbb8cb438b8fb1f8316b"
1916352,"Melanargia ines (Hoffmannsegg, 1804)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Melanargia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Melanargia ines","Melanargia ines","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1916352:0eda8a610bdc38e29278e68f28af50c2"
1916458,"Melanargia lachesis (Hubner, 1790)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Melanargia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Melanargia lachesis","Melanargia lachesis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1916458:feee23f722e711896e40bc35f8fe4f48"
1916412,"Melanargia larissa (Geyer, 1828)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Melanargia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Melanargia larissa","Melanargia larissa","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1916412:c7e5eb50531fe15a3537f0301230fd5c"
1916554,"Melanargia occitanica (Esper, 1793)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Melanargia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Melanargia occitanica","Melanargia occitanica","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1916554:ad2af801d0fe349fe6832a6dff43196c"
1916530,"Melanargia pherusa (Boisduval, 1833)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Melanargia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Melanargia pherusa","Melanargia pherusa","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1916530:30e5d880ce7bc0ad9119ebfd7e509bea"
7893052,"Melanargia russiae (Esper, 1783)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Melanargia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Melanargia russiae","Melanargia russiae","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7893052:adf334b1608f1b6450d492e0ee50e28a"
7854318,"Melanargia galathea (Linnaeus, 1758)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Melanargia","Insecta",84,FALSE,"ACCEPTED","Nymphalidae","Melenargia galathea","Melanargia galathea","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7854318:ba2e34894277cbb8cb438b8fb1f8316b"
