SpeciesnameEurope,SpeciesnameLocal,CountryCode,RedListCategory,Status
Limenitis populi,Limenitis populi,CH,VU,P
Limenitis populi,Limenitis populi,CZ,VU,P
Limenitis populi,Limenitis populi,DE,EN,P
Limenitis populi,Limenitis populi,DK,RE,Ex
Limenitis populi,Limenitis populi,EE,LC,P
Limenitis populi,Limenitis populi,FI,LC,P
Limenitis populi,Limenitis populi,FR,NT,P
Limenitis populi,Limenitis populi,GR,VU,P
Limenitis populi,Limenitis populi,HR,NT,P
Limenitis populi,Limenitis populi,HU,CR,P
Limenitis populi,Limenitis populi,IT,LC,P
Limenitis populi,Limenitis populi,LT,LC,P
Limenitis populi,Limenitis populi,LU,EN,P
Limenitis populi,Limenitis populi,LV,No Red List available,P
Limenitis populi,Limenitis populi,ME,No Red List available,P
Limenitis populi,Limenitis populi,MK,NT,P
Limenitis populi,Limenitis populi,NL,RE,Ex
Limenitis populi,Limenitis populi,NO,LC,P
Limenitis populi,Limenitis populi,PL,VU,P
Limenitis populi,Limenitis populi,RO,VU,P
Limenitis populi,Limenitis populi,RS,NT,P
Limenitis populi,Limenitis populi,RU,No Red List available,P
Limenitis populi,Limenitis populi,SE,LC,P
Limenitis populi,Limenitis populi,SI,LC,P
Limenitis populi,Limenitis populi,SK,VU,P
Limenitis populi,Limenitis populi,UA,VU,P
Limenitis reducta,Limenitis reducta,AD,NT,P
Limenitis reducta,Limenitis reducta,AL,VU,P
Limenitis reducta,Limenitis reducta,AT,EN,P
Limenitis reducta,Limenitis reducta,BA,LC,P
Limenitis reducta,Limenitis reducta,BG,LC,P
Limenitis reducta,Limenitis reducta,CH,EN,P
Limenitis reducta,Limenitis reducta,CY,No Red List available,P
Limenitis reducta,Limenitis reducta,CZ,RE,Ex
Limenitis reducta,Limenitis reducta,DE,CR,P
Limenitis reducta,Limenitis reducta,ES,NE,P
Limenitis reducta,Limenitis reducta,FR,LC,P
Limenitis reducta,Limenitis reducta,GR,LC,P
Limenitis reducta,Limenitis reducta,HR,LC,P
Limenitis reducta,Limenitis reducta,HU,EN,P
Limenitis reducta,Limenitis reducta,IT,LC,P
Limenitis reducta,Limenitis reducta,ME,No Red List available,P
Limenitis reducta,Limenitis reducta,MK,Unknown,P
Limenitis reducta,Limenitis reducta,PT,No Red List available,P
Limenitis reducta,Limenitis reducta,RO,VU,P
Limenitis reducta,Limenitis reducta,RS,LC,P
Limenitis reducta,Limenitis reducta,RU,No Red List available,P
Limenitis reducta,Limenitis reducta,SI,LC,P
Limenitis reducta,Limenitis reducta,SK,DD,P
Limenitis reducta,Limenitis minor,UA,DD,P
Lopinga achine,Lopinga achine,AT,EN,P
Lopinga achine,Lopinga achine,BA,RE,Ex
Lopinga achine,Lopinga achine,BE,RE,Ex
Lopinga achine,Lopinga achine,BG,DD,P
Lopinga achine,Lopinga achine,BY,VU,P
Lopinga achine,Lopinga achine,CH,EN,P
Lopinga achine,Lopinga achine,CZ,CR,P
Lopinga achine,Lopinga achine,DE,EN,P
Lopinga achine,Lopinga achine,EE,LC,P
Lopinga achine,Lopinga achine,ES,VU,P
Lopinga achine,Lopinga achine,FI,VU,P
Lopinga achine,Lopinga achine,FR,NT,P
Lopinga achine,Lopinga achine,HR,NT,P
Lopinga achine,Lopinga achine,HU,EN,P
Lopinga achine,Lasiommata achine,IT,NT,P
Lopinga achine,Lopinga achine,LT,LC,P
Lopinga achine,Lopinga achine,LV,No Red List available,P
Lopinga achine,Lopinga achine,PL,VU,P
Lopinga achine,Lopinga achine,RO,VU,P
Lopinga achine,Lopinga achine,RS,CR,P
Lopinga achine,Lopinga achine,RU,No Red List available,P
Lopinga achine,Lopinga achine,SE,NT,P
Lopinga achine,Lopinga achine,SI,LC,P
Lopinga achine,Lopinga achine,SK,EN,P
Lopinga achine,Lopinga achine,UA,VU,P
Luthrodes galba,Chilades galba,CY,No Red List available,P
Lycaena alciphron,Lycaena alciphron,AD,NT,P
Lycaena alciphron,Lycaena alciphron,AL,Unknown,P
Lycaena alciphron,Lycaena alciphron,AT,EN,P
Lycaena alciphron,Lycaena alciphron,BA,LC,P
Lycaena alciphron,Lycaena alciphron,BG,LC,P
Lycaena alciphron,Lycaena alciphron,BY,Unknown,P
Lycaena alciphron,Lycaena alciphron,CH,VU,P
Lycaena alciphron,Lycaena alciphron,CZ,VU,P
Lycaena alciphron,Lycaena alciphron,DE,EN,P
Lycaena alciphron,Lycaena alciphron,EE,LC,P
Lycaena alciphron,Lycaena alciphron,ES,NE,P
Lycaena alciphron,Lycaena alciphron,FR,LC,P
Lycaena alciphron,Lycaena alciphron,GR,LC,P
Lycaena alciphron,Lycaena alciphron,HR,LC,P
Lycaena alciphron,Lycaena alciphron,HU,NT,P
Lycaena alciphron,Lycaena alciphron,IT,LC,P
Lycaena alciphron,Lycaena alciphron,LT,LC,P
Lycaena alciphron,Lycaena alciphron,LV,No Red List available,P
Lycaena alciphron,Lycaena alciphron,MD,No Red List available,P
Lycaena alciphron,Lycaena alciphron,ME,No Red List available,P
Lycaena alciphron,Lycaena alciphron,MK,Unknown,P
Lycaena alciphron,Lycaena alciphron,PL,LC,P
Lycaena alciphron,Lycaena alciphron,PT,No Red List available,P
Lycaena alciphron,Lycaena alciphron,RO,VU,P
Lycaena alciphron,Lycaena alciphron,RS,LC,P
Lycaena alciphron,Lycaena alciphron,RU,No Red List available,P
Lycaena alciphron,Lycaena alciphron,SI,VU,P
Lycaena alciphron,Lycaena alciphron,SK,VU,P
Lycaena alciphron,Lycaena alciphron,UA,NT,P
Lycaena bleusei,Lycaena bleusei,ES,NE,P
Lycaena bleusei,Lycaena bleusei,PT,No Red List available,P
Lycaena candens,Lycaena candens,AL,VU,P
Lycaena candens,Lycaena candens,BA,LC,P
Lycaena candens,Lycaena candens,BG,LC,P
Lycaena candens,Lycaena candens,GR,LC,P
Lycaena candens,Lycaena candens,HR,LC,P
Lycaena candens,Lycaena candens,ME,No Red List available,P
Lycaena candens,Lycaena candens,MK,Unknown,P
Lycaena candens,Lycaena candens,RS,LC,P
Lycaena dimorpha,Lycaena dimorpha,RU,No Red List available,P
Lycaena dispar,Lycaena dispar,AL,VU,P
Lycaena dispar,Lycaena dispar,AT,LC,P
Lycaena dispar,Lycaena dispar,BA,NT,P
Lycaena dispar,Lycaena dispar,BE,LC,P
Lycaena dispar,Lycaena dispar,BG,LC,P
Lycaena dispar,Lycaena dispar,BY,LC,P
Lycaena dispar,Lycaena dispar,CH,VU,P
Lycaena dispar,Lycaena dispar,CZ,NE,P
Lycaena dispar,Lycaena dispar,DE,VU,P
Lycaena dispar,Lycaena dispar,DK,RE,Ex
Lycaena dispar,Lycaena dispar,EE,LC,P
Lycaena dispar,Lycaena dispar,FI,NT,P
Lycaena dispar,Lycaena dispar,FR,LC,P
Lycaena dispar,Lycaena dispar,GB,RE,Ex
Lycaena dispar,Lycaena dispar,GR,VU,P
Lycaena dispar,Lycaena dispar,HR,NT,P
Lycaena dispar,Lycaena dispar,HU,LC,P
Lycaena dispar,Lycaena dispar,IT,LC,P
Lycaena dispar,Lycaena dispar,LT,NT,P
Lycaena dispar,Lycaena dispar,LU,LC,P
Lycaena dispar,Lycaena dispar,LV,No Red List available,P
Lycaena dispar,Lycaena dispar,MD,No Red List available,P
Lycaena dispar,Lycaena dispar,ME,No Red List available,P
Lycaena dispar,Lycaena dispar,MK,VU,P
Lycaena dispar,Lycaena dispar,NL,CR,P
Lycaena dispar,Lycaena dispar,PL,LC,P
Lycaena dispar,Lycaena dispar,RO,VU,P
Lycaena dispar,Lycaena dispar,RS,LC,P
Lycaena dispar,Lycaena dispar,RU,No Red List available,P
Lycaena dispar,Lycaena dispar,SI,VU,P
Lycaena dispar,Lycaena dispar,SK,LC,P
Lycaena dispar,Lycaena dispar,UA,LC,P
Lycaena helle,Lycaena helle,AD,Unknown,P
Lycaena helle,Lycaena helle,AT,CR,P
Lycaena helle,Lycaena helle,BE,VU,P
Lycaena helle,Lycaena helle,BG,EN,P
Lycaena helle,Lycaena helle,BY,VU,P
Lycaena helle,Lycaena helle,CH,VU,P
Lycaena helle,Lycaena helle,CZ,CR,P
Lycaena helle,Lycaena helle,DE,EN,P
Lycaena helle,Lycaena helle,ES,EN,P
Lycaena helle,Lycaena helle,FI,EN,P
Lycaena helle,Lycaena helle,FR,NT,P
Lycaena helle,Lycaena helle,IT,RE,Ex
Lycaena helle,Lycaena helle,LT,EN,P
Lycaena helle,Lycaena helle,LU,NT,P
Lycaena helle,Lycaena helle,NO,VU,P
Lycaena helle,Lycaena helle,PL,VU,P
Lycaena helle,Lycaena helle,RO,CR,P
Lycaena helle,Lycaena helle,RS,CR,P
Lycaena helle,Lycaena helle,RU,No Red List available,P
Lycaena helle,Lycaena helle,SE,EN,P
Lycaena helle,Lycaena helle,SK,RE,Ex
Lycaena helle,Lycaena helle,UA,VU,P
Lycaena hippothoe,Lycaena hippothoe,AD,NT,P
Lycaena hippothoe,Lycaena hippothoe,AT,NT,P
Lycaena hippothoe,Lycaena hippothoe,BA,LC,P
Lycaena hippothoe,Lycaena hippothoe,BE,VU,P
Lycaena hippothoe,Lycaena hippothoe,BY,Unknown,P
Lycaena hippothoe,Lycaena hippothoe,CH,LC,P
Lycaena hippothoe,Lycaena hippothoe,CZ,NT,P
Lycaena hippothoe,Lycaena hippothoe,DE,VU,P
Lycaena hippothoe,Lycaena hippothoe,DK,VU,P
Lycaena hippothoe,Lycaena hippothoe,EE,LC,P
Lycaena hippothoe,Lycaena hippothoe,ES,NE,P
Lycaena hippothoe,Lycaena hippothoe,FI,NT,P
Lycaena hippothoe,Lycaena hippothoe,FR,LC,P
Lycaena hippothoe,Lycaena hippothoe,HR,NT,P
Lycaena hippothoe,Lycaena hippothoe,HU,EN,P
Lycaena hippothoe,Lycaena eurydame,IT,LC,P
Lycaena hippothoe,Lycaena hippothoe,IT,LC,P
Lycaena hippothoe,Lycaena italica,IT,LC,P
Lycaena hippothoe,Lycaena hippothoe,LI,No Red List available,P
Lycaena hippothoe,Lycaena hippothoe,LT,LC,P
Lycaena hippothoe,Lycaena hippothoe,LU,CR,P
Lycaena hippothoe,Lycaena hippothoe,LV,No Red List available,P
Lycaena hippothoe,Lycaena hippothoe,NL,RE,Ex
Lycaena hippothoe,Lycaena hippothoe,NO,LC,P
Lycaena hippothoe,Lycaena hippothoe,PL,NT,P
Lycaena hippothoe,Lycaena hippothoe,RO,VU,P
Lycaena hippothoe,Lycaena hippothoe,RS,DD,P
Lycaena hippothoe,Lycaena hippothoe,RU,No Red List available,P
Lycaena hippothoe,Lycaena hippothoe,SE,NT,P
Lycaena hippothoe,Lycaena hippothoe,SI,VU,P
Lycaena hippothoe,Lycaena hippothoe,SK,LC,P
Lycaena hippothoe,Lycaena hippothoe,UA,NT,P
Lycaena ottomana,Lycaena ottomanus,AL,VU,P
Lycaena ottomana,Lycaena ottomanus,BA,NT,P
Lycaena ottomana,Lycaena ottomanus,BG,LC,P
Lycaena ottomana,Lycaena ottomanus,GR,NT,P
Lycaena ottomana,Lycaena ottomana,HR,VU,P
Lycaena ottomana,Lycaena ottomana,ME,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,AD,LC,P
Lycaena phlaeas,Lycaena phlaeas,AL,Unknown,P
Lycaena phlaeas,Lycaena phlaeas,AT,LC,P
Lycaena phlaeas,Lycaena phlaeas,BA,LC,P
Lycaena phlaeas,Lycaena phlaeas,BE,LC,P
Lycaena phlaeas,Lycaena phlaeas,BG,LC,P
Lycaena phlaeas,Lycaena phlaeas,BY,Unknown,P
Lycaena phlaeas,Lycaena phlaeas,CH,LC,P
Lycaena phlaeas,Lycaena phlaeas,CY,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,CZ,NE,P
Lycaena phlaeas,Lycaena phlaeas,DE,LC,P
Lycaena phlaeas,Lycaena phlaeas,DK,LC,P
Lycaena phlaeas,Lycaena phlaeas,EE,LC,P
Lycaena phlaeas,Lycaena phlaeas,ES,NE,P
Lycaena phlaeas,Lycaena phlaeas,FI,LC,P
Lycaena phlaeas,Lycaena phlaeas,FR,LC,P
Lycaena phlaeas,Lycaena phlaeas,GB,LC,P
Lycaena phlaeas,Lycaena phlaeas,GR,LC,P
Lycaena phlaeas,Lycaena phlaeas,HR,LC,P
Lycaena phlaeas,Lycaena phlaeas,HU,LC,P
Lycaena phlaeas,Lycaena phlaeas,IE,LC,P
Lycaena phlaeas,Lycaena phlaeas,IT,LC,P
Lycaena phlaeas,Lycaena phlaeas,LT,LC,P
Lycaena phlaeas,Lycaena phlaeas,LU,LC,P
Lycaena phlaeas,Lycaena phlaeas,LV,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,MA_CA,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,MA_MA,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,MD,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,ME,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,MK,Unknown,P
Lycaena phlaeas,Lycaena phlaeas,MT,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,NL,LC,P
Lycaena phlaeas,Lycaena phlaeas,NO,LC,P
Lycaena phlaeas,Lycaena phlaeas,PL,LC,P
Lycaena phlaeas,Lycaena phlaeas,PT,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,RO,LC,P
Lycaena phlaeas,Lycaena phlaeas,RS,LC,P
Lycaena phlaeas,Lycaena phlaeas,RU,No Red List available,P
Lycaena phlaeas,Lycaena phlaeas,SE,LC,P
Lycaena phlaeas,Lycaena phlaeas,SI,LC,P
Lycaena phlaeas,Lycaena phlaeas,SK,LC,P
Lycaena phlaeas,Lycaena phlaeas,UA,LC,P
Lycaena thersamon,Lycaena thersamon,AL,Unknown,P
Lycaena thersamon,Lycaena thersamon,AT,RE,Ex
Lycaena thersamon,Lycaena thersamon,BA,LC,P
Lycaena thersamon,Lycaena thersamon,BG,LC,P
Lycaena thersamon,Lycaena thersamon,CY,No Red List available,P
Lycaena thersamon,Lycaena thersamon,CZ,RE,Ex
Lycaena thersamon,Lycaena thersamon,GR,LC,P
Lycaena thersamon,Lycaena thersamon,HR,DD,P
Lycaena thersamon,Lycaena thersamon,HU,LC,P
Lycaena thersamon,Lycaena thersamon,IT,LC,P
Lycaena thersamon,Lycaena thersamon,MD,No Red List available,P
Lycaena thersamon,Lycaena thersamon,ME,No Red List available,P
Lycaena thersamon,Lycaena thersamon,MK,Unknown,P
Lycaena thersamon,Lycaena thersamon,RO,VU,P
Lycaena thersamon,Lycaena thersamon,RS,LC,P
Lycaena thersamon,Lycaena thersamon,RU,No Red List available,P
Lycaena thersamon,Lycaena thersamon,SK,EN,P
Lycaena thersamon,Lycaena thersamon,UA,LC,P
Lycaena thetis,Lycaena thetis,GR,NT,P
Lycaena tityrus,Lycaena tityrus,AD,LC,P
Lycaena tityrus,Lycaena tityrus,AL,Unknown,P
Lycaena tityrus,Lycaena tityrus,AT,LC,P
Lycaena tityrus,Lycaena tityrus,BA,LC,P
Lycaena tityrus,Lycaena tityrus,BE,LC,P
Lycaena tityrus,Lycaena tityrus,BG,LC,P
Lycaena tityrus,Lycaena tityrus,BY,Unknown,P
Lycaena tityrus,Lycaena tityrus,CH,LC,P
Lycaena tityrus,Lycaena tityrus,CZ,NE,P
Lycaena tityrus,Lycaena tityrus,DE,LC,P
Lycaena tityrus,Lycaena tityrus,DK,VU,P
Lycaena tityrus,Lycaena tityrus,EE,LC,P
Lycaena tityrus,Lycaena tityrus,ES,NE,P
Lycaena tityrus,Lycaena tityrus,FR,LC,P
Lycaena tityrus,Lycaena tityrus,GR,LC,P
Lycaena tityrus,Lycaena tityrus,HR,LC,P
Lycaena tityrus,Lycaena tityrus,HU,LC,P
Lycaena tityrus,Lycaena subalpina,IT,LC,P
Lycaena tityrus,Lycaena tityrus,IT,LC,P
Lycaena tityrus,Lycaena tityrus,LI,No Red List available,P
Lycaena tityrus,Lycaena tityrus,LT,LC,P
Lycaena tityrus,Lycaena tityrus,LU,LC,P
Lycaena tityrus,Lycaena tityrus,LV,No Red List available,P
Lycaena tityrus,Lycaena tityrus,MD,No Red List available,P
Lycaena tityrus,Lycaena tityrus,ME,No Red List available,P
Lycaena tityrus,Lycaena tityrus,MK,Unknown,P
Lycaena tityrus,Lycaena tityrus,NL,VU,P
Lycaena tityrus,Lycaena tityrus,PL,LC,P
Lycaena tityrus,Lycaena tityrus,PT,No Red List available,P
Lycaena tityrus,Lycaena tityrus,RO,NT,P
Lycaena tityrus,Lycaena tityrus,RS,LC,P
Lycaena tityrus,Lycaena tityrus,RU,No Red List available,P
Lycaena tityrus,Lycaena tityrus,SI,LC,P
Lycaena tityrus,Lycaena tityrus,SK,LC,P
Lycaena tityrus,Lycaena tityrus,UA,LC,P
Lycaena virgaureae,Lycaena virgaureae,AD,LC,P
Lycaena virgaureae,Lycaena virgaureae,AL,Unknown,P
Lycaena virgaureae,Lycaena virgaureae,AT,NT,P
Lycaena virgaureae,Lycaena virgaureae,BA,LC,P
Lycaena virgaureae,Lycaena virgaureae,BE,CR,P
Lycaena virgaureae,Lycaena virgaureae,BG,LC,P
Lycaena virgaureae,Lycaena virgaureae,BY,Unknown,P
Lycaena virgaureae,Lycaena virgaureae,CH,NT,P
Lycaena virgaureae,Lycaena virgaureae,CZ,NT,P
Lycaena virgaureae,Lycaena virgaureae,DE,NT,P
Lycaena virgaureae,Lycaena virgaureae,DK,NT,P
Lycaena virgaureae,Lycaena virgaureae,EE,LC,P
Lycaena virgaureae,Lycaena virgaureae,ES,NE,P
Lycaena virgaureae,Lycaena virgaureae,FI,LC,P
Lycaena virgaureae,Lycaena virgaureae,FR,LC,P
Lycaena virgaureae,Lycaena virgaureae,GR,LC,P
Lycaena virgaureae,Lycaena virgaureae,HR,LC,P
Lycaena virgaureae,Lycaena virgaureae,HU,NT,P
Lycaena virgaureae,Lycaena virgaureae,IT,LC,P
Lycaena virgaureae,Lycaena virgaureae,LT,LC,P
Lycaena virgaureae,Lycaena virgaureae,LU,RE,Ex
Lycaena virgaureae,Lycaena virgaureae,LV,No Red List available,P
Lycaena virgaureae,Lycaena virgaureae,MD,No Red List available,P
Lycaena virgaureae,Lycaena virgaureae,ME,No Red List available,P
Lycaena virgaureae,Lycaena virgaureae,MK,Unknown,P
Lycaena virgaureae,Lycaena virgaureae,NO,LC,P
Lycaena virgaureae,Lycaena virgaureae,PL,LC,P
Lycaena virgaureae,Lycaena virgaureae,PT,No Red List available,P
Lycaena virgaureae,Lycaena virgaureae,RO,NT,P
Lycaena virgaureae,Lycaena virgaureae,RS,LC,P
Lycaena virgaureae,Lycaena virgaureae,RU,No Red List available,P
Lycaena virgaureae,Lycaena virgaureae,SE,LC,P
Lycaena virgaureae,Lycaena virgaureae,SI,LC,P
Lycaena virgaureae,Lycaena virgaureae,SK,LC,P
Lycaena virgaureae,Lycaena virgaureae,UA,LC,P
Lysandra albicans,Lysandra albicans,ES,NE,P
Lysandra bellargus,Polyommatus bellargus,AD,LC,P
Lysandra bellargus,Polyommatus bellargus,AL,Unknown,P
Lysandra bellargus,Polyommatus bellargus,AT,NT,P
Lysandra bellargus,Polyommatus bellargus,BA,LC,P
Lysandra bellargus,Polyommatus bellargus,BE,CR,P
Lysandra bellargus,Polyommatus bellargus,BG,LC,P
Lysandra bellargus,Lysandra bellargus,BY,DD,P
Lysandra bellargus,Polyommatus bellargus,CH,LC,P
Lysandra bellargus,Polyommatus bellargus,CZ,VU,P
Lysandra bellargus,Polyommatus bellargus,DE,VU,P
Lysandra bellargus,Lysandra bellargus,ES,NE,P
Lysandra bellargus,Lysandra bellargus,FR,LC,P
Lysandra bellargus,Polyommatus bellargus,GB,NT,P
Lysandra bellargus,Polyommatus bellargus,GR,LC,P
Lysandra bellargus,Polyommatus bellargus,HR,LC,P
Lysandra bellargus,Polyommatus bellargus,HU,LC,P
Lysandra bellargus,Polyommatus bellargus,IT,LC,P
Lysandra bellargus,Lysandra bellargus,LI,No Red List available,P
Lysandra bellargus,Polyommatus bellargus,LU,LC,P
Lysandra bellargus,Polyommatus bellargus,MD,No Red List available,P
Lysandra bellargus,Lysandra bellargus,ME,No Red List available,P
Lysandra bellargus,Polyommatus bellargus,MK,Unknown,P
Lysandra bellargus,Polyommatus bellargus,PL,VU,P
Lysandra bellargus,Polyommatus bellargus,PT,No Red List available,P
Lysandra bellargus,Lysandra bellargus,RO,LC,P
Lysandra bellargus,Lysandra bellargus,RS,LC,P
Lysandra bellargus,Polyommatus bellargus,RU,No Red List available,P
Lysandra bellargus,Polyommatus bellargus,SI,LC,P
Lysandra bellargus,Polyommatus bellargus,SK,VU,P
Lysandra bellargus,Polyommatus bellargus,UA,LC,P
Lysandra caelestissima,Lysandra caelestissima,ES,NE,P
Lysandra coridon,Polyommatus coridon,AD,LC,P
Lysandra coridon,Polyommatus coridon,AL,Unknown,P
Lysandra coridon,Polyommatus coridon,AT,NT,P
Lysandra coridon,Polyommatus coridon,BA,LC,P
Lysandra coridon,Polyommatus coridon,BE,VU,P
Lysandra coridon,Polyommatus coridon,BG,LC,P
Lysandra coridon,Lysandra coridon,BY,Unknown,P
Lysandra coridon,Polyommatus coridon,CH,LC,P
Lysandra coridon,Polyommatus coridon,CZ,VU,P
Lysandra coridon,Polyommatus coridon,DE,LC,P
Lysandra coridon,Lysandra coridon,ES,NE,P
Lysandra coridon,Lysandra coridon,FR,LC,P
Lysandra coridon,Polyommatus coridon,GB,NT,P
Lysandra coridon,Polyommatus coridon,GR,LC,P
Lysandra coridon,Polyommatus coridon,HR,LC,P
Lysandra coridon,Polyommatus coridon,HU,LC,P
Lysandra coridon,Polyommatus coridon,IT,LC,P
Lysandra coridon,Lysandra coridon,LI,No Red List available,P
Lysandra coridon,Polyommatus coridon,LT,EN,P
Lysandra coridon,Polyommatus coridon,LU,LC,P
Lysandra coridon,Polyommatus coridon,MD,No Red List available,P
Lysandra coridon,Lysandra coridon,ME,No Red List available,P
Lysandra coridon,Polyommatus coridon,MK,Unknown,P
Lysandra coridon,Polyommatus coridon,PL,LC,P
Lysandra coridon,Lysandra coridon,RO,LC,P
Lysandra coridon,Lysandra coridon,RS,LC,P
Lysandra coridon,Polyommatus coridon,RU,No Red List available,P
Lysandra coridon,Polyommatus coridon,SI,LC,P
Lysandra coridon,Polyommatus coridon,SK,LC,P
Lysandra coridon,Polyommatus coridon,UA,LC,P
Lysandra corydonius,Polyommatus corydonius,RU,No Red List available,P
Lysandra hispana,Lysandra hispana,ES,NE,P
Lysandra hispana,Lysandra hispana,FR,LC,P
Lysandra hispana,Polyommatus hispanus,IT,LC,P
Maniola chia,Maniola chia,GR,LC,P
Maniola cypricola,Maniola cypricola,CY,No Red List available,P
Maniola halicarnassus,Maniola halicarnassus,GR,NT,P
Maniola jurtina,Maniola jurtina,AD,LC,P
Maniola jurtina,Maniola jurtina,AL,Unknown,P
Maniola jurtina,Maniola jurtina,AT,LC,P
Maniola jurtina,Maniola jurtina,BA,LC,P
Maniola jurtina,Maniola jurtina,BE,LC,P
Maniola jurtina,Maniola jurtina,BG,LC,P
Maniola jurtina,Maniola jurtina,BY,Unknown,P
Maniola jurtina,Maniola jurtina,CH,LC,P
Maniola jurtina,Maniola jurtina,CZ,NE,P
Maniola jurtina,Maniola jurtina,DE,LC,P
Maniola jurtina,Maniola jurtina,DK,LC,P
Maniola jurtina,Maniola jurtina,EE,LC,P
Maniola jurtina,Maniola jurtina,ES,NE,P
Maniola jurtina,Maniola jurtina,FI,VU,P
Maniola jurtina,Maniola jurtina,FR,LC,P
Maniola jurtina,Maniola jurtina,GB,LC,P
Maniola jurtina,Maniola jurtina,GR,LC,P
Maniola jurtina,Maniola jurtina,HR,LC,P
Maniola jurtina,Maniola jurtina,HU,LC,P
Maniola jurtina,Maniola jurtina,IE,LC,P
Maniola jurtina,Maniola jurtina,IT,LC,P
Maniola jurtina,Maniola jurtina,LI,No Red List available,P
Maniola jurtina,Maniola jurtina,LT,LC,P
Maniola jurtina,Maniola jurtina,LU,LC,P
Maniola jurtina,Maniola jurtina,LV,No Red List available,P
Maniola jurtina,Maniola jurtina,MA_CA,No Red List available,P
Maniola jurtina,Maniola jurtina,MD,No Red List available,P
Maniola jurtina,Maniola jurtina,ME,No Red List available,P
Maniola jurtina,Maniola jurtina,MK,Unknown,P
Maniola jurtina,Maniola jurtina,MT,No Red List available,P
Maniola jurtina,Maniola jurtina,NL,LC,P
Maniola jurtina,Maniola jurtina,NO,LC,P
Maniola jurtina,Maniola jurtina,PL,LC,P
Maniola jurtina,Maniola jurtina,PT,No Red List available,P
Maniola jurtina,Maniola jurtina,RO,LC,P
Maniola jurtina,Maniola jurtina,RS,LC,P
Maniola jurtina,Maniola jurtina,RU,No Red List available,P
Maniola jurtina,Maniola jurtina,SE,LC,P
Maniola jurtina,Maniola jurtina,SI,LC,P
Maniola jurtina,Maniola jurtina,SK,LC,P
Maniola jurtina,Maniola jurtina,UA,LC,P
Maniola megala,Maniola megala,GR,EN,P
Maniola nurag,Maniola nurag,IT,LC,P
Maniola telmessia,Maniola telmessia,GR,LC,P
Melanargia arge,Melanargia arge,IT,LC,P
Melanargia galathea,Melanargia galathea,AL,Unknown,P
Melanargia galathea,Melanargia galathea,AT,LC,P
Melanargia galathea,Melanargia galathea,BA,LC,P
Melanargia galathea,Melanargia galathea,BE,LC,P
Melanargia galathea,Melanargia galathea,BG,LC,P
Melanargia galathea,Melanargia galathea,BY,Unknown,P
Melanargia galathea,Melanargia galathea,CH,LC,P
Melanargia galathea,Melanargia galathea,CZ,NE,P
Melanargia galathea,Melanargia galathea,DE,LC,P
Melanargia galathea,Melanargia galathea,ES,NE,P
Melanargia galathea,Melanargia galathea,FR,LC,P
Melanargia galathea,Melanargia galathea,GB,LC,P
Melanargia galathea,Melanargia galathea,GR,LC,P
Melanargia galathea,Melanargia galathea,HR,LC,P
Melanargia galathea,Melanargia galathea,HU,LC,P
Melanargia galathea,Melanargia galathea,IT,LC,P
Melanargia galathea,Melanargia galathea,LI,No Red List available,P
Melanargia galathea,Melanargia galathea,LT,DD,P
Melanargia galathea,Melanargia galathea,LU,LC,P
Melanargia galathea,Melanargia galathea,LV,No Red List available,P
Melanargia galathea,Melanargia galathea,MD,No Red List available,P
Melanargia galathea,Melanargia galathea,ME,No Red List available,P
Melanargia galathea,Melanargia galathea,MK,Unknown,P
Melanargia galathea,Melanargia galathea,PL,LC,P
Melanargia galathea,Melanargia galathea,RO,LC,P
Melanargia galathea,Melanargia galathea,RS,LC,P
Melanargia galathea,Melanargia galathea,RU,No Red List available,P
Melanargia galathea,Melanargia galathea,SI,LC,P
Melanargia galathea,Melenargia galathea,SK,LC,P
Melanargia galathea,Melanargia galathea,UA,LC,P
Melanargia ines,Melanargia ines,ES,NE,P
Melanargia ines,Melanargia ines,PT,No Red List available,P
Melanargia lachesis,Melanargia lachesis,AD,LC,P
Melanargia lachesis,Melanargia lachesis,ES,NE,P
Melanargia lachesis,Melanargia lachesis,FR,LC,P
Melanargia lachesis,Melanargia lachesis,PT,No Red List available,P
Melanargia larissa,Melanargia larissa,AL,Unknown,P
Melanargia larissa,Melanargia larissa,BA,NT,P
Melanargia larissa,Melanargia larissa,BG,LC,P
Melanargia larissa,Melanargia larissa,GR,LC,P
Melanargia larissa,Melanargia larissa,HR,LC,P
Melanargia larissa,Melanargia larissa,ME,No Red List available,P
Melanargia larissa,Melanargia larissa,MK,Unknown,P
Melanargia larissa,Melanargia larissa,RO,DD,P
Melanargia larissa,Melanargia larissa,RS,NT,P
Melanargia occitanica,Melanargia occitanica,ES,NE,P
Melanargia occitanica,Melanargia occitanica,FR,LC,P
Melanargia occitanica,Melanargia occitanica,IT,LC,P
