SpeciesnameEurope,SpeciesnameLocal,CountryCode,RedListCategory,Status
Melanargia occitanica,Melanargia occitanica,PT,No Red List available,P
Melanargia pherusa,Melanargia pherusa,IT,LC,P
Melanargia russiae,Melanargia russiae,AD,VU,P
Melanargia russiae,Melanargia russiae,AL,CR,P
Melanargia russiae,Melanargia russiae,ES,NE,P
Melanargia russiae,Melanargia russiae,FR,LC,P
Melanargia russiae,Melanargia russiae,GR,LC,P
Melanargia russiae,Melanargia russiae,HU,RE,Ex
Melanargia russiae,Melanargia russiae,IT,LC,P
Melanargia russiae,Melanargia russiae,MD,No Red List available,P
Melanargia russiae,Melanargia russiae,MK,NT,P
Melanargia russiae,Melanargia russiae,PT,No Red List available,P
Melanargia russiae,Melanargia russiae,RU,No Red List available,P
Melanargia russiae,Melanargia russiae,UA,EN,P
Melitaea aetherie,Melitaea aetherie,ES,NE,P
Melitaea aetherie,Melitaea aetherie,IT,VU,P
Melitaea aetherie,Melitaea aetherie,PT,No Red List available,P
Melitaea arduinna,Melitaea arduinna,BG,VU,P
Melitaea arduinna,Melitaea arduinna,GR,LC,P
Melitaea arduinna,Melitaea arduinna,MK,NT,P
Melitaea arduinna,Melitaea arduinna,RO,DD,P
Melitaea arduinna,Melitaea arduinna,RS,LC,P
Melitaea arduinna,Melitaea arduinna,RU,No Red List available,P
Melitaea arduinna,Melitaea arduinna,UA,EN,P
Melitaea asteria,Melitaea asteria,AT,NT,P
Melitaea asteria,Melitaea asteria,CH,EN,P
Melitaea asteria,Melitaea asteria,IT,LC,P
Melitaea athalia,Melitaea athalia,AL,Unknown,P
Melitaea athalia,Melitaea athalia,AT,LC,P
Melitaea athalia,Melitaea athalia,BA,LC,P
Melitaea athalia,Melitaea athalia,BE,VU,P
Melitaea athalia,Melitaea athalia,BG,LC,P
Melitaea athalia,Melitaea athalia,BY,Unknown,P
Melitaea athalia,Melitaea athalia,CH,LC,P
Melitaea athalia,Melitaea athalia,CZ,NT,P
Melitaea athalia,Melitaea athalia,DE,VU,P
Melitaea athalia,Melitaea athalia,DK,EN,P
Melitaea athalia,Melitaea athalia,EE,LC,P
Melitaea athalia,Melitaea athalia,FI,NT,P
Melitaea athalia,Melitaea athalia,FR,LC,P
Melitaea athalia,Melitaea athalia,GB,EN,P
Melitaea athalia,Melitaea athalia,GR,LC,P
Melitaea athalia,Melitaea athalia,HR,LC,P
Melitaea athalia,Melitaea athalia,HU,LC,P
Melitaea athalia,Melitaea athalia,IT,LC,P
Melitaea athalia,Mellicta athalia,LI,No Red List available,P
Melitaea athalia,Melitaea athalia,LT,LC,P
Melitaea athalia,Melitaea athalia,LU,EN,P
Melitaea athalia,Melitaea athalia,LV,No Red List available,P
Melitaea athalia,Melitaea athalia,MD,No Red List available,P
Melitaea athalia,Melitaea athalia,ME,No Red List available,P
Melitaea athalia,Melitaea athalia,MK,Unknown,P
Melitaea athalia,Melitaea athalia,NL,CR,P
Melitaea athalia,Melitaea athalia,NO,LC,P
Melitaea athalia,Melitaea athalia,PL,LC,P
Melitaea athalia,Melitaea athalia,RO,LC,P
Melitaea athalia,Melitaea athalia,RS,LC,P
Melitaea athalia,Melitaea athalia,RU,No Red List available,P
Melitaea athalia,Melitaea athalia,SE,LC,P
Melitaea athalia,Melitaea athalia,SI,LC,P
Melitaea athalia,Melitaea athalia,SK,LC,P
Melitaea athalia,Melitaea athalia,UA,LC,P
Melitaea aurelia,Melitaea aurelia,AL,Unknown,P
Melitaea aurelia,Melitaea aurelia,AT,VU,P
Melitaea aurelia,Melitaea aurelia,BA,NT,P
Melitaea aurelia,Melitaea aurelia,BE,CR,P
Melitaea aurelia,Melitaea aurelia,BG,LC,P
Melitaea aurelia,Melitaea aurelia,BY,DD,P
Melitaea aurelia,Melitaea aurelia,CH,EN,P
Melitaea aurelia,Melitaea aurelia,CZ,EN,P
Melitaea aurelia,Melitaea aurelia,DE,NT,P
Melitaea aurelia,Melitaea aurelia,EE,EN,P
Melitaea aurelia,Melitaea aurelia,FR,VU,P
Melitaea aurelia,Melitaea aurelia,GR,NT,P
Melitaea aurelia,Melitaea aurelia,HR,DD,P
Melitaea aurelia,Melitaea aurelia,HU,NT,P
Melitaea aurelia,Melitaea aurelia,IT,LC,P
Melitaea aurelia,Mellicta aurelia,LI,No Red List available,P
Melitaea aurelia,Melitaea aurelia,LT,EN,P
Melitaea aurelia,Melitaea aurelia,LU,VU,P
Melitaea aurelia,Melitaea aurelia,LV,No Red List available,P
Melitaea aurelia,Melitaea aurelia,MD,No Red List available,P
Melitaea aurelia,Melitaea aurelia,ME,No Red List available,P
Melitaea aurelia,Melitaea aurelia,MK,Unknown,P
Melitaea aurelia,Melitaea aurelia,PL,CR,P
Melitaea aurelia,Melitaea aurelia,RO,NT,P
Melitaea aurelia,Melitaea aurelia,RS,LC,P
Melitaea aurelia,Melitaea aurelia,RU,No Red List available,P
Melitaea aurelia,Melitaea aurelia,SI,VU,P
Melitaea aurelia,Melitaea aurelia,SK,VU,P
Melitaea aurelia,Melitaea aurelia,UA,NT,P
Melitaea britomartis,Melitaea britomartis,AT,EN,P
Melitaea britomartis,Melitaea britomartis,BA,LC,P
Melitaea britomartis,Melitaea britomartis,BG,VU,P
Melitaea britomartis,Melitaea britomartis,BY,DD,P
Melitaea britomartis,Melitaea britomartis,CH,CR,P
Melitaea britomartis,Melitaea britomartis,CZ,CR,P
Melitaea britomartis,Melitaea britomartis,DE,NT,P
Melitaea britomartis,Melitaea britomartis,HR,DD,P
Melitaea britomartis,Melitaea britomartis,HU,NT,P
Melitaea britomartis,Melitaea britomartis,IT,EN,P
Melitaea britomartis,Melitaea britomartis,LT,LC,P
Melitaea britomartis,Melitaea britomartis,PL,VU,P
Melitaea britomartis,Melitaea britomartis,RO,DD,P
Melitaea britomartis,Melitaea britomartis,RU,No Red List available,P
Melitaea britomartis,Melitaea britomartis,SE,CR,P
Melitaea britomartis,Melitaea britomartis,SI,VU,P
Melitaea britomartis,Melitaea britomartis,SK,VU,P
Melitaea britomartis,Melitaea britomartis,UA,NT,P
Melitaea celadussa,Melitaea celadussa,AD,LC,P
Melitaea celadussa,Melitaea nevadensis,CH,Unknown,P
Melitaea celadussa,Melitaea nevadensis,ES,NE,P
Melitaea celadussa,Melitaea (athalia) celadussa,FR,Unknown,P
Melitaea celadussa,Melitaea nevadensis,IT,LC,P
Melitaea celadussa,Melitaea celadussa,PT,No Red List available,P
Melitaea cinxia,Melitaea cinxia,AD,LC,P
Melitaea cinxia,Melitaea cinxia,AL,VU,P
Melitaea cinxia,Melitaea cinxia,AT,VU,P
Melitaea cinxia,Melitaea cinxia,BA,LC,P
Melitaea cinxia,Melitaea cinxia,BE,LC,P
Melitaea cinxia,Melitaea cinxia,BG,LC,P
Melitaea cinxia,Melitaea cinxia,BY,Unknown,P
Melitaea cinxia,Melitaea cinxia,CH,VU,P
Melitaea cinxia,Melitaea cinxia,CZ,VU,P
Melitaea cinxia,Melitaea cinxia,DE,VU,P
Melitaea cinxia,Melitaea cinxia,DK,VU,P
Melitaea cinxia,Melitaea cinxia,EE,EN,P
Melitaea cinxia,Melitaea cinxia,ES,NE,P
Melitaea cinxia,Melitaea cinxia,FI,EN,P
Melitaea cinxia,Melitaea cinxia,FR,LC,P
Melitaea cinxia,Melitaea cinxia,GB,EN,P
Melitaea cinxia,Melitaea cinxia,GR,LC,P
Melitaea cinxia,Melitaea cinxia,HR,LC,P
Melitaea cinxia,Melitaea cinxia,HU,LC,P
Melitaea cinxia,Melitaea cinxia,IT,LC,P
Melitaea cinxia,Melitaea cinxia,LT,LC,P
Melitaea cinxia,Melitaea cinxia,LU,LC,P
Melitaea cinxia,Melitaea cinxia,LV,No Red List available,P
Melitaea cinxia,Melitaea cinxia,MD,No Red List available,P
Melitaea cinxia,Melitaea cinxia,ME,No Red List available,P
Melitaea cinxia,Melitaea cinxia,MK,Unknown,P
Melitaea cinxia,Melitaea cinxia,NL,CR,P
Melitaea cinxia,Melitaea cinxia,NO,CR,P
Melitaea cinxia,Melitaea cinxia,PL,LC,P
Melitaea cinxia,Melitaea cinxia,PT,No Red List available,P
Melitaea cinxia,Melitaea cinxia,RO,LC,P
Melitaea cinxia,Melitaea cinxia,RS,LC,P
Melitaea cinxia,Melitaea cinxia,RU,No Red List available,P
Melitaea cinxia,Melitaea cinxia,SE,NT,P
Melitaea cinxia,Melitaea cinxia,SI,LC,P
Melitaea cinxia,Melitaea cinxia,SK,VU,P
Melitaea cinxia,Melitaea cinxia,UA,LC,P
Melitaea deione,Melitaea deione,AD,NT,P
Melitaea deione,Melitaea deione,CH,EN,P
Melitaea deione,Melitaea deione,ES,NE,P
Melitaea deione,Melitaea deione,FR,LC,P
Melitaea deione,Melitaea deione,IT,LC,P
Melitaea deione,Melitaea deione,PT,No Red List available,P
Melitaea diamina,Melitaea diamina,AD,NT,P
Melitaea diamina,Melitaea diamina,AL,Unknown,P
Melitaea diamina,Melitaea diamina,AT,NT,P
Melitaea diamina,Melitaea diamina,BA,NT,P
Melitaea diamina,Melitaea diamina,BE,LC,P
Melitaea diamina,Melitaea diamina,BG,VU,P
Melitaea diamina,Melitaea diamina,BY,DD,P
Melitaea diamina,Melitaea diamina,CH,NT,P
Melitaea diamina,Melitaea diamina,CZ,VU,P
Melitaea diamina,Melitaea diamina,DE,VU,P
Melitaea diamina,Melitaea diamina,DK,RE,Ex
Melitaea diamina,Melitaea diamina,EE,LC,P
Melitaea diamina,Melitaea diamina,ES,NE,P
Melitaea diamina,Melitaea diamina,FI,EN,P
Melitaea diamina,Melitaea diamina,FR,LC,P
Melitaea diamina,Melitaea diamina,HR,LC,P
Melitaea diamina,Melitaea diamina,HU,VU,P
Melitaea diamina,Melitaea diamina,IT,LC,P
Melitaea diamina,Melitaea diamina,LI,No Red List available,P
Melitaea diamina,Melitaea diamina,LT,NT,P
Melitaea diamina,Melitaea diamina,LU,DD,P
Melitaea diamina,Melitaea diamina,LV,No Red List available,P
Melitaea diamina,Melitaea diamina,MD,No Red List available,P
Melitaea diamina,Melitaea diamina,ME,No Red List available,P
Melitaea diamina,Melitaea diamina,MK,Unknown,P
Melitaea diamina,Melitaea diamina,NL,RE,Ex
Melitaea diamina,Melitaea diamina,NO,VU,P
Melitaea diamina,Melitaea diamina,PL,NT,P
Melitaea diamina,Melitaea diamina,RO,VU,P
Melitaea diamina,Melitaea diamina,RS,LC,P
Melitaea diamina,Melitaea diamina,RU,No Red List available,P
Melitaea diamina,Melitaea diamina,SE,NT,P
Melitaea diamina,Melitaea diamina,SI,VU,P
Melitaea diamina,Melitaea diamina,SK,VU,P
Melitaea diamina,Melitaea diamina,UA,NT,P
Melitaea didyma,Melitaea didyma,AD,LC,P
Melitaea didyma,Melitaea didyma,AL,Unknown,P
Melitaea didyma,Melitaea didyma,AT,VU,P
Melitaea didyma,Melitaea didyma,BA,LC,P
Melitaea didyma,Melitaea didyma,BG,LC,P
Melitaea didyma,Melitaea didyma,BY,Unknown,P
Melitaea didyma,Melitaea didyma,CH,VU,P
Melitaea didyma,Melitaea didyma,CZ,CR,P
Melitaea didyma,Melitaea didyma,DE,EN,P
Melitaea didyma,Melitaea didyma,ES,NE,P
Melitaea didyma,Melitaea didyma,FR,LC,P
Melitaea didyma,Melitaea didyma,GR,LC,P
Melitaea didyma,Melitaea didyma,HR,LC,P
Melitaea didyma,Melitaea didyma,HU,LC,P
Melitaea didyma,Melitaea didyma,IT,LC,P
Melitaea didyma,Melitaea didyma,LI,No Red List available,P
Melitaea didyma,Melitaea didyma,LT,LC,P
Melitaea didyma,Melitaea didyma,LV,No Red List available,P
Melitaea didyma,Melitaea didyma,ME,No Red List available,P
Melitaea didyma,Melitaea didyma,MK,Unknown,P
Melitaea didyma,Melitaea didyma,PL,VU,P
Melitaea didyma,Melitaea didyma,PT,No Red List available,P
Melitaea didyma,Melitaea didyma,RO,LC,P
Melitaea didyma,Melitaea didyma,RS,LC,P
Melitaea didyma,Melitaea didyma,RU,No Red List available,P
Melitaea didyma,Melitaea didyma,SI,LC,P
Melitaea didyma,Melitaea didyma,SK,VU,P
Melitaea didyma,Melitaea didyma,UA,LC,P
Melitaea ornata,Melitaea ornata,AL,Unknown,P
Melitaea ornata,Melitaea telona,BG,DD,P
Melitaea ornata,Melitaea ornata,ES,NE,P
Melitaea ornata,Melitaea ornata,FR,DD,P
Melitaea ornata,Melitaea telona,FR,DD,P
Melitaea ornata,Melitaea telona,GR,LC,P
Melitaea ornata,Melitaea ornata,HR,LC,P
Melitaea ornata,Melitaea telona,HU,VU,P
Melitaea ornata,Melitaea ornata,IT,LC,P
Melitaea ornata,Melitaea ornata,ME,No Red List available,P
Melitaea ornata,Melitaea ornata,MK,Unknown,P
Melitaea ornata,Melitaea punica telona,RO,DD,P
Melitaea ornata,Melitaea ornata,RS,NT,P
Melitaea ornata,Melitaea ornata,RU,No Red List available,P
Melitaea ornata,Melitaea ornata,SI,NT,P
Melitaea ornata,Melitaea ornata,SK,EN,P
Melitaea ornata,Melitaea ornata,UA,DD,P
Melitaea parthenoides,Melitaea parthenoides,AD,LC,P
Melitaea parthenoides,Melitaea parthenoides,AT,DD,P
Melitaea parthenoides,Melitaea parthenoides,CH,VU,P
Melitaea parthenoides,Melitaea parthenoides,DE,EN,P
Melitaea parthenoides,Melitaea parthenoides,ES,NE,P
Melitaea parthenoides,Melitaea parthenoides,FR,LC,P
Melitaea parthenoides,Melitaea parthenoides,IT,LC,P
Melitaea parthenoides,Melitaea parthenoides,PT,No Red List available,P
Melitaea phoebe,Melitaea phoebe,AD,LC,P
Melitaea phoebe,Melitaea phoebe,AL,VU,P
Melitaea phoebe,Melitaea phoebe,AT,VU,P
Melitaea phoebe,Melitaea phoebe,BA,LC,P
Melitaea phoebe,Melitaea phoebe,BE,RE,Ex
Melitaea phoebe,Melitaea phoebe,BG,LC,P
Melitaea phoebe,Melitaea phoebe,BY,DD,P
Melitaea phoebe,Melitaea phoebe,CH,NT,P
Melitaea phoebe,Melitaea phoebe,CZ,CR,P
Melitaea phoebe,Melitaea phoebe,DE,EN,P
Melitaea phoebe,Melitaea phoebe,EE,LC,P
Melitaea phoebe,Melitaea phoebe,ES,NE,P
Melitaea phoebe,Melitaea phoebe,FR,LC,P
Melitaea phoebe,Melitaea phoebe,GR,LC,P
Melitaea phoebe,Melitaea phoebe,HR,LC,P
Melitaea phoebe,Melitaea phoebe,HU,LC,P
Melitaea phoebe,Melitaea phoebe,IT,LC,P
Melitaea phoebe,Melitaea phoebe,LI,No Red List available,P
Melitaea phoebe,Melitaea phoebe,LT,LC,P
Melitaea phoebe,Melitaea phoebe,LU,RE,Ex
Melitaea phoebe,Melitaea phoebe,LV,No Red List available,P
Melitaea phoebe,Melitaea phoebe,MD,No Red List available,P
Melitaea phoebe,Melitaea phoebe,ME,No Red List available,P
Melitaea phoebe,Melitaea phoebe,MK,Unknown,P
Melitaea phoebe,Melitaea phoebe,PL,LC,P
Melitaea phoebe,Melitaea phoebe,PT,No Red List available,P
Melitaea phoebe,Melitaea phoebe,RO,LC,P
Melitaea phoebe,Melitaea phoebe,RS,LC,P
Melitaea phoebe,Melitaea phoebe,RU,No Red List available,P
Melitaea phoebe,Melitaea phoebe,SI,LC,P
Melitaea phoebe,Melitaea phoebe,SK,EN,P
Melitaea phoebe,Melitaea phoebe,UA,LC,P
Melitaea trivia,Melitaea trivia,AD,VU,P
Melitaea trivia,Melitaea trivia,AL,VU,P
Melitaea trivia,Melitaea trivia,AT,EN,P
Melitaea trivia,Melitaea trivia,BA,LC,P
Melitaea trivia,Melitaea trivia,BG,LC,P
Melitaea trivia,Melitaea trivia,CZ,RE,Ex
Melitaea trivia,Melitaea trivia,ES,NE,P
Melitaea trivia,Melitaea trivia,GR,LC,P
Melitaea trivia,Melitaea trivia,HR,LC,P
Melitaea trivia,Melitaea trivia,HU,LC,P
Melitaea trivia,Melitaea trivia,IT,LC,P
Melitaea trivia,Melitaea trivia,MD,No Red List available,P
Melitaea trivia,Melitaea trivia,ME,No Red List available,P
Melitaea trivia,Melitaea trivia,MK,Unknown,P
Melitaea trivia,Melitaea trivia,PT,No Red List available,P
Melitaea trivia,Melitaea trivia,RO,LC,P
Melitaea trivia,Melitaea trivia,RS,LC,P
Melitaea trivia,Melitaea trivia,RU,No Red List available,P
Melitaea trivia,Melitaea trivia,SI,VU,P
Melitaea trivia,Melitaea trivia,SK,VU,P
Melitaea trivia,Melitaea trivia,UA,NT,P
Melitaea varia,Melitaea varia,AT,NT,P
Melitaea varia,Melitaea varia,CH,NT,P
Melitaea varia,Melitaea varia,FR,LC,P
Melitaea varia,Melitaea varia,IT,LC,P
Minois dryas,Minois dryas,AL,VU,P
Minois dryas,Minois dryas,AT,NT,P
Minois dryas,Minois dryas,BA,LC,P
Minois dryas,Hipparchia dryas,BG,LC,P
Minois dryas,Minois dryas,BY,VU,P
Minois dryas,Minois dryas,CH,NT,P
Minois dryas,Minois dryas,CZ,VU,P
Minois dryas,Minois dryas,DE,EN,P
Minois dryas,Minois dryas,ES,NE,P
Minois dryas,Minois dryas,FR,LC,P
Minois dryas,Minois dryas,GR,VU,P
Minois dryas,Minois dryas,HR,LC,P
Minois dryas,Minois dryas,HU,LC,P
Minois dryas,Minois dryas,IT,LC,P
Minois dryas,Minois dryas,LI,No Red List available,P
Minois dryas,Minois dryas,MD,No Red List available,P
Minois dryas,Minois dryas,ME,No Red List available,P
Minois dryas,Minois dryas,MK,VU,P
Minois dryas,Minois dryas,PL,VU,P
Minois dryas,Minois dryas,RO,LC,P
Minois dryas,Minois dryas,RS,LC,P
Minois dryas,Minois dryas,RU,No Red List available,P
Minois dryas,Minois dryas,SI,LC,P
Minois dryas,Minois dryas,SK,LC,P
Minois dryas,Minois dryas,UA,LC,P
Muschampia cribrellum,Muschampia cribrellum,BG,VU,P
Muschampia cribrellum,Muschampia cribrellum,GR,Unknown,P
Muschampia cribrellum,Muschampia cribrellum,MK,EN,P
Muschampia cribrellum,Muschampia cribrellum,RO,CR,P
Muschampia cribrellum,Muschampia cribrellum,RS,VU,P
Muschampia cribrellum,Muschampia cribrellum,RU,No Red List available,P
Muschampia cribrellum,Syrichtus cribrellum,UA,EN,P
Muschampia proto,Muschampia proto,AL,Unknown,P
Muschampia proto,Muschampia proto,ES,NE,P
Muschampia proto,Syrichtus proto,FR,LC,P
Muschampia proto,Muschampia proto,GR,LC,P
Muschampia proto,Muschampia proto,HR,LC,P
Muschampia proto,Sloperia proto,IT,LC,P
Muschampia proto,Muschampia proto,ME,No Red List available,P
Muschampia proto,Muschampia proto,MK,Unknown,P
Muschampia proto,Sloperia proto,PT,No Red List available,P
Muschampia proto,Muschampia proto,RU,No Red List available,P
Muschampia proto,Syrichtus proto,UA,VU,P
Muschampia tessellum,Muschampia tessellum,BG,EN,P
Muschampia tessellum,Muschampia tessellum,GR,NT,P
Muschampia tessellum,Muschampia tessellum,MK,VU,P
Muschampia tessellum,Muschampia tessellum,RO,CR,P
Muschampia tessellum,Muschampia tessellum,RU,No Red List available,P
Muschampia tessellum,Syrichtus tessellum,UA,VU,P
Neolycaena rhymnus,Neolycaena rhymnus,RU,No Red List available,P
Neolycaena rhymnus,Neolycaena rhymnus,UA,VU,P
Neolysandra coelestina,Polyommatus coelestina,GR,NT,P
Neolysandra coelestina,Polyommatus coelestinus,RU,No Red List available,P
Neolysandra coelestina,Polyommatus coelestinus,UA,EN,P
Neptis rivularis,Neptis rivularis,AL,Unknown,P
Neptis rivularis,Neptis rivularis,AT,NT,P
Neptis rivularis,Neptis rivularis,BA,LC,P
Neptis rivularis,Neptis rivularis,BG,LC,P
Neptis rivularis,Neptis rivularis,BY,EN,P
Neptis rivularis,Neptis rivularis,CH,NT,P
Neptis rivularis,Neptis rivularis,CZ,NT,P
Neptis rivularis,Neptis rivularis,FR,RE,Ex
Neptis rivularis,Neptis rivularis,GR,VU,P
Neptis rivularis,Neptis rivularis,HR,LC,P
Neptis rivularis,Neptis rivularis,HU,NT,P
Neptis rivularis,Neptis rivularis,IT,LC,P
Neptis rivularis,Neptis rivularis,ME,No Red List available,P
Neptis rivularis,Neptis rivularis,MK,Unknown,P
Neptis rivularis,Neptis rivularis,PL,EN,P
Neptis rivularis,Neptis rivularis,RO,LC,P
Neptis rivularis,Neptis rivularis,RS,LC,P
Neptis rivularis,Neptis rivularis,RU,No Red List available,P
Neptis rivularis,Neptis rivularis,SI,LC,P
Neptis rivularis,Neptis rivularis,SK,VU,P
Neptis rivularis,Neptis rivularis,UA,LC,P
Neptis sappho,Neptis sappho,AT,VU,P
Neptis sappho,Neptis sappho,BA,LC,P
Neptis sappho,Neptis sappho,BG,LC,P
Neptis sappho,Neptis sappho,BY,DD,P
Neptis sappho,Neptis sappho,CZ,RE,Ex
Neptis sappho,Neptis sappho,GR,VU,P
Neptis sappho,Neptis sappho,HR,LC,P
Neptis sappho,Neptis sappho,HU,LC,P
Neptis sappho,Neptis sappho,IT,LC,P
Neptis sappho,Neptis sappho,MD,No Red List available,P
Neptis sappho,Neptis sappho,ME,No Red List available,P
Neptis sappho,Neptis sappho,MK,NT,P
Neptis sappho,Neptis sappho,PL,RE,Ex
Neptis sappho,Neptis sappho,RO,NT,P
Neptis sappho,Neptis sappho,RS,LC,P
Neptis sappho,Neptis sappho,RU,No Red List available,P
Neptis sappho,Neptis sappho,SI,LC,P
Neptis sappho,Neptis sappho,SK,VU,P
Neptis sappho,Neptis sappho,UA,LC,P
Nymphalis antiopa,Nymphalis antiopa,AD,LC,P
Nymphalis antiopa,Nymphalis antiopa,AL,VU,P
Nymphalis antiopa,Nymphalis antiopa,AT,LC,P
Nymphalis antiopa,Nymphalis antiopa,BA,NT,P
Nymphalis antiopa,Nymphalis antiopa,BE,EN,P
Nymphalis antiopa,Nymphalis antiopa,BG,LC,P
Nymphalis antiopa,Nymphalis antiopa,BY,Unknown,P
Nymphalis antiopa,Nymphalis antiopa,CH,VU,P
Nymphalis antiopa,Nymphalis antiopa,CZ,NE,P
Nymphalis antiopa,Nymphalis antiopa,DE,NT,P
Nymphalis antiopa,Nymphalis antiopa,DK,LC,P
Nymphalis antiopa,Nymphalis antiopa,EE,LC,P
Nymphalis antiopa,Nymphalis antiopa,ES,NE,P
Nymphalis antiopa,Nymphalis antiopa,FI,LC,P
Nymphalis antiopa,Nymphalis antiopa,FR,LC,P
Nymphalis antiopa,Nymphalis antiopa,GR,LC,P
Nymphalis antiopa,Nymphalis antiopa,HR,LC,P
Nymphalis antiopa,Nymphalis antiopa,HU,NT,P
Nymphalis antiopa,Nymphalis antiopa,IT,LC,P
Nymphalis antiopa,Nymphalis antiopa,LI,No Red List available,P
Nymphalis antiopa,Nymphalis antiopa,LT,LC,P
Nymphalis antiopa,Nymphalis antiopa,LU,DD,P
Nymphalis antiopa,Nymphalis antiopa,LV,No Red List available,P
Nymphalis antiopa,Nymphalis antiopa,MD,No Red List available,P
Nymphalis antiopa,Nymphalis antiopa,ME,No Red List available,P
Nymphalis antiopa,Nymphalis antiopa,MK,Unknown,M
Nymphalis antiopa,Nymphalis antiopa,NO,LC,P
Nymphalis antiopa,Nymphalis antiopa,PL,LC,P
Nymphalis antiopa,Nymphalis antiopa,PT,No Red List available,P
Nymphalis antiopa,Nymphalis antiopa,RO,NT,P
Nymphalis antiopa,Nymphalis antiopa,RS,LC,P
Nymphalis antiopa,Nymphalis antiopa,RU,No Red List available,P
Nymphalis antiopa,Nymphalis antiopa,SE,LC,P
Nymphalis antiopa,Nymphalis antiopa,SI,LC,P
Nymphalis antiopa,Nymphalis antiopa,SK,LC,P
Nymphalis antiopa,Nymphalis antiopa,UA,NT,P
Nymphalis polychloros,Nymphalis polychloros,AD,NT,P
Nymphalis polychloros,Nymphalis polychloros,AL,VU,P
Nymphalis polychloros,Nymphalis polychloros,AT,NT,P
Nymphalis polychloros,Nymphalis polychloros,BA,LC,P
Nymphalis polychloros,Nymphalis polychloros,BE,LC,P
Nymphalis polychloros,Nymphalis polychloros,BG,LC,P
Nymphalis polychloros,Nymphalis polychloros,BY,Unknown,P
Nymphalis polychloros,Nymphalis polychloros,CH,LC,P
Nymphalis polychloros,Nymphalis polychloros,CZ,NE,P
Nymphalis polychloros,Nymphalis polychloros,DE,NT,P
Nymphalis polychloros,Nymphalis polychloros,DK,CR,M
Nymphalis polychloros,Nymphalis polychloros,EE,NT,P
Nymphalis polychloros,Nymphalis polychloros,ES,NE,P
Nymphalis polychloros,Nymphalis polychloros,FI,LC,P
Nymphalis polychloros,Nymphalis polychloros,FR,LC,P
Nymphalis polychloros,Nymphalis polychloros,GB,RE,Ex
Nymphalis polychloros,Nymphalis polychloros,GR,LC,P
Nymphalis polychloros,Nymphalis polychloros,HR,LC,P
Nymphalis polychloros,Nymphalis polychloros,HU,LC,P
Nymphalis polychloros,Nymphalis polychloros,IT,LC,P
Nymphalis polychloros,Nymphalis polychloros,LI,No Red List available,P
Nymphalis polychloros,Nymphalis polychloros,LT,LC,P
Nymphalis polychloros,Nymphalis polychloros,LU,LC,P
Nymphalis polychloros,Nymphalis polychloros,LV,No Red List available,P
Nymphalis polychloros,Nymphalis polychloros,MD,No Red List available,P
Nymphalis polychloros,Nymphalis polychloros,ME,No Red List available,P
Nymphalis polychloros,Nymphalis polychloros,MK,Unknown,M
Nymphalis polychloros,Nymphalis polychloros,NL,CR,P
Nymphalis polychloros,Nymphalis polychloros,PL,VU,P
Nymphalis polychloros,Nymphalis polychloros,PT,No Red List available,P
Nymphalis polychloros,Nymphalis polychloros,RO,NT,P
Nymphalis polychloros,Nymphalis polychloros,RS,LC,P
Nymphalis polychloros,Nymphalis polychloros,RU,No Red List available,P
Nymphalis polychloros,Nymphalis polychloros,SE,LC,P
Nymphalis polychloros,Nymphalis polychloros,SI,LC,P
Nymphalis polychloros,Nymphalis polychloros,SK,LC,P
Nymphalis polychloros,Nymphalis polychloros,UA,LC,P
Nymphalis vaualbum,Nymphalis l-album,AT,CR,P
Nymphalis vaualbum,Nymphalis l-album,BA,VU,P
Nymphalis vaualbum,Nymphalis vaualbum,BG,EN,P
Nymphalis vaualbum,Nymphalis vaualbum,CZ,RE,Ex
Nymphalis vaualbum,Nymphalis vaualbum,EE,RE,Ex
Nymphalis vaualbum,Nymphalis vaualbum,HR,CR,P
Nymphalis vaualbum,Nymphalis vaualbum,LV,No Red List available,P
Nymphalis vaualbum,Nymphalis vaualbum,RO,EN,P
