"SpeciesnameLocal";"SpeciesnameEurope";"CountryCode";"RedListCategory";"Endemic"
"Lycaena alciphron";"Lycaena alciphron";"GR";"LC";
"Lycaena alciphron";"Lycaena alciphron";"HR";"LC";
"Lycaena alciphron";"Lycaena alciphron";"HU";"NT";
"Lycaena alciphron";"Lycaena alciphron";"IT";"LC";
"Lycaena alciphron";"Lycaena alciphron";"LT";"Unknown";
"Lycaena alciphron";"Lycaena alciphron";"LV";"No Red List available";
"Lycaena alciphron";"Lycaena alciphron";"MD";"No Red List available";
"Lycaena alciphron";"Lycaena alciphron";"ME";"No Red List available";
"Lycaena alciphron";"Lycaena alciphron";"MK";"Unknown";
"Lycaena alciphron";"Lycaena alciphron";"PL";"LC";
"Lycaena alciphron";"Lycaena alciphron";"PT";"No Red List available";
"Lycaena alciphron";"Lycaena alciphron";"RO";"No Red List available";
"Lycaena alciphron";"Lycaena alciphron";"RS";"LC";
"Lycaena alciphron";"Lycaena alciphron";"RU";"No Red List available";
"Lycaena alciphron";"Lycaena alciphron";"SI";"VU";
"Lycaena alciphron";"Lycaena alciphron";"SK";"EN";
"Lycaena alciphron";"Lycaena alciphron";"UA";"No Red List available";
"Lycaena bleusei";"Lycaena bleusei";"ES";"Unknown";
"Lycaena bleusei";"Lycaena bleusei";"PT";"No Red List available";
"Lycaena candens";"Lycaena candens";"AL";"VU";
"Lycaena candens";"Lycaena candens";"BA";"LC";
"Lycaena candens";"Lycaena candens";"BG";"LC";
"Lycaena candens";"Lycaena candens";"GR";"LC";
"Lycaena candens";"Lycaena candens";"HR";"LC";
"Lycaena candens";"Lycaena candens";"ME";"No Red List available";
"Lycaena candens";"Lycaena candens";"MK";"Unknown";
"Lycaena candens";"Lycaena candens";"RS";"DD";
"Lycaena dispar";"Lycaena dispar";"AL";"VU";
"Lycaena dispar";"Lycaena dispar";"AT";"LC";
"Lycaena dispar";"Lycaena dispar";"BA";"NT";
"Lycaena dispar";"Lycaena dispar";"BE";"LC";
"Lycaena dispar";"Lycaena dispar";"BG";"LC";
"Lycaena dispar";"Lycaena dispar";"BY";"LC";
"Lycaena dispar";"Lycaena dispar";"CH";"VU";
"Lycaena dispar";"Lycaena dispar";"CZ";"LC";
"Lycaena dispar";"Lycaena dispar";"DE";"VU";
"Lycaena dispar";"Lycaena dispar";"DK";"RE";
"Lycaena dispar";"Lycaena dispar";"EE";"No Red List available";
"Lycaena dispar";"Lycaena dispar";"FI";"NT";
"Lycaena dispar";"Lycaena dispar";"FR";"LC";
"Lycaena dispar";"Lycaena dispar";"GB";"RE";
"Lycaena dispar";"Lycaena dispar";"GR";"VU";
"Lycaena dispar";"Lycaena dispar";"HR";"NT";
"Lycaena dispar";"Lycaena dispar";"HU";"NT";
"Lycaena dispar";"Lycaena dispar";"IT";"LC";
"Lycaena dispar";"Lycaena dispar";"LT";"NT";
"Lycaena dispar";"Lycaena dispar";"LU";"EN";
"Lycaena dispar";"Lycaena dispar";"LV";"No Red List available";
"Lycaena dispar";"Lycaena dispar";"MD";"No Red List available";
"Lycaena dispar";"Lycaena dispar";"ME";"No Red List available";
"Lycaena dispar";"Lycaena dispar";"MK";"VU";
"Lycaena dispar";"Lycaena dispar";"NL";"CR";
"Lycaena dispar";"Lycaena dispar";"PL";"LC";
"Lycaena dispar";"Lycaena dispar";"RO";"No Red List available";
"Lycaena dispar";"Lycaena dispar";"RS";"VU";
"Lycaena dispar";"Lycaena dispar";"RU";"No Red List available";
"Lycaena dispar";"Lycaena dispar";"SI";"VU";
"Lycaena dispar";"Lycaena dispar";"SK";"EN";
"Lycaena dispar";"Lycaena dispar";"UA";"No Red List available";
"Lycaena eurydame";"Lycaena hippothoe";"IT";"LC";
"Lycaena helle";"Lycaena helle";"AT";"CR";
"Lycaena helle";"Lycaena helle";"BE";"VU";
"Lycaena helle";"Lycaena helle";"BG";"EN";
"Lycaena helle";"Lycaena helle";"BY";"EN";
"Lycaena helle";"Lycaena helle";"CH";"VU";
"Lycaena helle";"Lycaena helle";"CZ";"RE";
"Lycaena helle";"Lycaena helle";"DE";"EN";
"Lycaena helle";"Lycaena helle";"EE";"No Red List available";
"Lycaena helle";"Lycaena helle";"ES";"EN";
"Lycaena helle";"Lycaena helle";"FI";"EN";
"Lycaena helle";"Lycaena helle";"FR";"NT";
"Lycaena helle";"Lycaena helle";"IT";"RE";
"Lycaena helle";"Lycaena helle";"LT";"CR";
"Lycaena helle";"Lycaena helle";"LU";"EN";
"Lycaena helle";"Lycaena helle";"NO";"VU";
"Lycaena helle";"Lycaena helle";"PL";"VU";
"Lycaena helle";"Lycaena helle";"RO";"No Red List available";
"Lycaena helle";"Lycaena helle";"RS";"Unknown";
"Lycaena helle";"Lycaena helle";"RU";"No Red List available";
"Lycaena helle";"Lycaena helle";"SE";"EN";
"Lycaena helle";"Lycaena helle";"SK";"RE";
"Lycaena helle";"Lycaena helle";"UA";"No Red List available";
"Lycaena hippothoe";"Lycaena hippothoe";"AD";"NT";
"Lycaena hippothoe";"Lycaena hippothoe";"AT";"NT";
"Lycaena hippothoe";"Lycaena hippothoe";"BA";"LC";
"Lycaena hippothoe";"Lycaena hippothoe";"BE";"VU";
"Lycaena hippothoe";"Lycaena hippothoe";"BY";"Unknown";
"Lycaena hippothoe";"Lycaena hippothoe";"CH";"LC";
"Lycaena hippothoe";"Lycaena hippothoe";"CZ";"LC";
"Lycaena hippothoe";"Lycaena hippothoe";"DE";"VU";
"Lycaena hippothoe";"Lycaena hippothoe";"DK";"VU";
"Lycaena hippothoe";"Lycaena hippothoe";"EE";"No Red List available";
"Lycaena hippothoe";"Lycaena hippothoe";"ES";"Unknown";
"Lycaena hippothoe";"Lycaena hippothoe";"FI";"NT";
"Lycaena hippothoe";"Lycaena hippothoe";"FR";"LC";
"Lycaena hippothoe";"Lycaena hippothoe";"HR";"NT";
"Lycaena hippothoe";"Lycaena hippothoe";"HU";"EN";
"Lycaena hippothoe";"Lycaena hippothoe";"IT";"LC";
"Lycaena hippothoe";"Lycaena hippothoe";"LI";"No Red List available";
"Lycaena hippothoe";"Lycaena hippothoe";"LT";"Unknown";
"Lycaena hippothoe";"Lycaena hippothoe";"LU";"EN";
"Lycaena hippothoe";"Lycaena hippothoe";"LV";"No Red List available";
"Lycaena hippothoe";"Lycaena hippothoe";"NL";"RE";
"Lycaena hippothoe";"Lycaena hippothoe";"NO";"LC";
"Lycaena hippothoe";"Lycaena hippothoe";"PL";"LC";
"Lycaena hippothoe";"Lycaena hippothoe";"RO";"No Red List available";
"Lycaena hippothoe";"Lycaena hippothoe";"RS";"LC";
"Lycaena hippothoe";"Lycaena hippothoe";"RU";"No Red List available";
"Lycaena hippothoe";"Lycaena hippothoe";"SE";"NT";
"Lycaena hippothoe";"Lycaena hippothoe";"SI";"VU";
"Lycaena hippothoe";"Lycaena hippothoe";"SK";"LC";
"Lycaena hippothoe";"Lycaena hippothoe";"UA";"No Red List available";
"Lycaena italica";"Lycaena hippothoe";"IT";"LC";
"Lycaena ottomana";"Plebejus idas";"ME";"No Red List available";
"Lycaena ottomanus";"Lycaena ottomanus";"AL";"VU";
"Lycaena ottomanus";"Lycaena ottomanus";"BA";"NT";
"Lycaena ottomanus";"Lycaena ottomanus";"BG";"LC";
"Lycaena ottomanus";"Lycaena ottomanus";"GR";"NT";
"Lycaena ottomanus";"Lycaena ottomanus";"HR";"VU";
"Lycaena ottomanus";"Lycaena ottomanus";"ME";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"AD";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"AL";"Unknown";
"Lycaena phlaeas";"Lycaena phlaeas";"AT";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"BA";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"BE";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"BG";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"BY";"Unknown";
"Lycaena phlaeas";"Lycaena phlaeas";"CH";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"CY";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"CZ";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"DE";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"DK";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"EE";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"ES";"Unknown";
"Lycaena phlaeas";"Lycaena phlaeas";"FI";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"FR";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"GB";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"GR";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"HR";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"HU";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"IE";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"IT";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"LT";"Unknown";
"Lycaena phlaeas";"Lycaena phlaeas";"LU";"VU";
"Lycaena phlaeas";"Lycaena phlaeas";"LV";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"MA_CA";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"MA_MA";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"MD";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"MK";"Unknown";
"Lycaena phlaeas";"Lycaena phlaeas";"MT";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"NL";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"NO";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"PL";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"PT";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"RO";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"RS";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"RU";"No Red List available";
"Lycaena phlaeas";"Lycaena phlaeas";"SE";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"SI";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"SK";"LC";
"Lycaena phlaeas";"Lycaena phlaeas";"UA";"No Red List available";
"Lycaena phleas";"Lycaena phlaeas";"ME";"No Red List available";
"Lycaena subalpina";"Lycaena tityrus";"IT";"LC";
"Lycaena thersamon";"Lycaena thersamon";"AL";"Unknown";
"Lycaena thersamon";"Lycaena thersamon";"AT";"RE";
"Lycaena thersamon";"Lycaena thersamon";"BA";"LC";
"Lycaena thersamon";"Lycaena thersamon";"BG";"LC";
"Lycaena thersamon";"Lycaena thersamon";"CY";"No Red List available";
"Lycaena thersamon";"Lycaena thersamon";"CZ";"RE";
"Lycaena thersamon";"Lycaena thersamon";"GR";"LC";
"Lycaena thersamon";"Lycaena thersamon";"HR";"DD";
"Lycaena thersamon";"Lycaena thersamon";"HU";"LC";
"Lycaena thersamon";"Lycaena thersamon";"IT";"LC";
"Lycaena thersamon";"Lycaena thersamon";"MD";"No Red List available";
"Lycaena thersamon";"Lycaena thersamon";"ME";"No Red List available";
"Lycaena thersamon";"Lycaena thersamon";"MK";"Unknown";
"Lycaena thersamon";"Lycaena thersamon";"RO";"No Red List available";
"Lycaena thersamon";"Lycaena thersamon";"RS";"NT";
"Lycaena thersamon";"Lycaena thersamon";"RU";"No Red List available";
"Lycaena thersamon";"Lycaena thersamon";"SK";"EN";
"Lycaena thersamon";"Lycaena thersamon";"UA";"No Red List available";
"Lycaena thetis";"Lycaena thetis";"GR";"NT";
"Lycaena tityrus";"Lycaena tityrus";"AD";"LC";
"Lycaena tityrus";"Lycaena tityrus";"AL";"Unknown";
"Lycaena tityrus";"Lycaena tityrus";"AT";"LC";
"Lycaena tityrus";"Lycaena tityrus";"BA";"LC";
"Lycaena tityrus";"Lycaena tityrus";"BE";"LC";
"Lycaena tityrus";"Lycaena tityrus";"BG";"LC";
"Lycaena tityrus";"Lycaena tityrus";"BY";"Unknown";
"Lycaena tityrus";"Lycaena tityrus";"CH";"LC";
"Lycaena tityrus";"Lycaena tityrus";"CZ";"LC";
"Lycaena tityrus";"Lycaena tityrus";"DE";"LC";
"Lycaena tityrus";"Lycaena tityrus";"DK";"VU";
"Lycaena tityrus";"Lycaena tityrus";"EE";"No Red List available";
"Lycaena tityrus";"Lycaena tityrus";"ES";"Unknown";
"Lycaena tityrus";"Lycaena tityrus";"FI";"Unknown";
"Lycaena tityrus";"Lycaena tityrus";"FR";"LC";
"Lycaena tityrus";"Lycaena tityrus";"GR";"LC";
"Lycaena tityrus";"Lycaena tityrus";"HR";"LC";
"Lycaena tityrus";"Lycaena tityrus";"HU";"LC";
"Lycaena tityrus";"Lycaena tityrus";"IT";"LC";
"Lycaena tityrus";"Lycaena tityrus";"LI";"No Red List available";
"Lycaena tityrus";"Lycaena tityrus";"LT";"Unknown";
"Lycaena tityrus";"Lycaena tityrus";"LU";"EN";
"Lycaena tityrus";"Lycaena tityrus";"LV";"No Red List available";
"Lycaena tityrus";"Lycaena tityrus";"MD";"No Red List available";
"Lycaena tityrus";"Lycaena tityrus";"MK";"Unknown";
"Lycaena tityrus";"Lycaena tityrus";"NL";"VU";
"Lycaena tityrus";"Lycaena tityrus";"PL";"LC";
"Lycaena tityrus";"Lycaena tityrus";"PT";"No Red List available";
"Lycaena tityrus";"Lycaena tityrus";"RO";"No Red List available";
"Lycaena tityrus";"Lycaena tityrus";"RS";"LC";
"Lycaena tityrus";"Lycaena tityrus";"RU";"No Red List available";
"Lycaena tityrus";"Lycaena tityrus";"SI";"LC";
"Lycaena tityrus";"Lycaena tityrus";"SK";"LC";
"Lycaena tityrus";"Lycaena tityrus";"UA";"No Red List available";
"Lycaena tytirus";"Lycaena tityrus";"ME";"No Red List available";
"Lycaena virgaureae";"Lycaena virgaureae";"AD";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"AL";"Unknown";
"Lycaena virgaureae";"Lycaena virgaureae";"AT";"NT";
"Lycaena virgaureae";"Lycaena virgaureae";"BA";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"BE";"CR";
"Lycaena virgaureae";"Lycaena virgaureae";"BG";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"BY";"Unknown";
"Lycaena virgaureae";"Lycaena virgaureae";"CH";"NT";
"Lycaena virgaureae";"Lycaena virgaureae";"CZ";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"DE";"NT";
"Lycaena virgaureae";"Lycaena virgaureae";"DK";"NT";
"Lycaena virgaureae";"Lycaena virgaureae";"EE";"No Red List available";
"Lycaena virgaureae";"Lycaena virgaureae";"ES";"Unknown";
"Lycaena virgaureae";"Lycaena virgaureae";"FI";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"FR";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"GR";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"HR";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"HU";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"IT";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"LT";"Unknown";
"Lycaena virgaureae";"Lycaena virgaureae";"LU";"EN";
"Lycaena virgaureae";"Lycaena virgaureae";"LV";"No Red List available";
"Lycaena virgaureae";"Lycaena virgaureae";"MD";"No Red List available";
"Lycaena virgaureae";"Lycaena virgaureae";"ME";"No Red List available";
"Lycaena virgaureae";"Lycaena virgaureae";"MK";"Unknown";
"Lycaena virgaureae";"Lycaena virgaureae";"NO";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"PL";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"PT";"No Red List available";
"Lycaena virgaureae";"Lycaena virgaureae";"RO";"No Red List available";
"Lycaena virgaureae";"Lycaena virgaureae";"RS";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"RU";"No Red List available";
"Lycaena virgaureae";"Lycaena virgaureae";"SE";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"SI";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"SK";"LC";
"Lycaena virgaureae";"Lycaena virgaureae";"UA";"No Red List available";
"Lysandra (coridon) nufrellensis";"Lysandra coridon";"FR";"Unknown";
"Lysandra albicans";"Lysandra albicans";"ES";"Unknown";
"Lysandra bellargus";"Lysandra bellargus";"BY";"DD";
"Lysandra bellargus";"Lysandra bellargus";"EE";"No Red List available";
"Lysandra bellargus";"Lysandra bellargus";"ES";"Unknown";
"Lysandra bellargus";"Lysandra bellargus";"FR";"LC";
"Lysandra bellargus";"Lysandra bellargus";"LI";"No Red List available";
"Lysandra bellargus";"Lysandra bellargus";"ME";"No Red List available";
"Lysandra bellargus";"Lysandra bellargus";"RO";"No Red List available";
"Lysandra caelestissima";"Lysandra caelestissima";"ES";"Unknown";"Endemic (Spain)"
"Lysandra coridon";"Lysandra coridon";"BY";"Unknown";
"Lysandra coridon";"Lysandra coridon";"EE";"No Red List available";
"Lysandra coridon";"Lysandra coridon";"ES";"Unknown";
"Lysandra coridon";"Lysandra coridon";"FR";"LC";
"Lysandra coridon";"Lysandra coridon";"LI";"No Red List available";
"Lysandra coridon";"Lysandra coridon";"ME";"No Red List available";
"Lysandra coridon";"Lysandra coridon";"RO";"No Red List available";
"Lysandra hispana";"Lysandra hispana";"ES";"Unknown";
"Lysandra hispana";"Lysandra hispana";"FR";"LC";
"Maculinea alcon";"Phengaris alcon";"AD";"CR";
"Maculinea alcon";"Phengaris alcon";"AT";"VU";
"Maculinea alcon";"Phengaris alcon";"CH";"EN";
"Maculinea alcon";"Phengaris alcon";"DE";"EN";
"Maculinea alcon";"Phengaris alcon";"ES";"NT";
"Maculinea alcon";"Phengaris alcon";"FR";"NT";
"Maculinea alcon";"Phengaris alcon";"HU";"EN";
"Maculinea alcon";"Phengaris alcon";"IT";"VU";
"Maculinea alcon";"Phengaris alcon";"LI";"No Red List available";
"Maculinea alcon";"Phengaris alcon";"PL";"VU";
"Maculinea alcon";"Phengaris alcon";"RU";"No Red List available";
"Maculinea alcon rebeli";"Phengaris alcon";"FR";"Unknown";
"Maculinea arion";"Phengaris arion";"AD";"CR";
"Maculinea arion";"Phengaris arion";"AT";"NT";
"Maculinea arion";"Phengaris arion";"CH";"NT";
"Maculinea arion";"Phengaris arion";"DE";"VU";
"Maculinea arion";"Phengaris arion";"ES";"Unknown";
"Maculinea arion";"Phengaris arion";"FR";"LC";
"Maculinea arion";"Phengaris arion";"GR";"NT";
"Maculinea arion";"Phengaris arion";"HU";"CR";
"Maculinea arion";"Phengaris arion";"IT";"LC";
"Maculinea arion";"Phengaris arion";"LI";"No Red List available";
"Maculinea arion";"Phengaris arion";"LU";"CR";
"Maculinea arion";"Phengaris arion";"PL";"EN";
"Maculinea arion";"Phengaris arion";"RU";"No Red List available";
"Maculinea arion ligurica";"Phengaris arion";"HU";"EN";
"Maculinea nausithous";"Phengaris nausithous";"AT";"VU";
"Maculinea nausithous";"Phengaris nausithous";"CH";"EN";
"Maculinea nausithous";"Phengaris nausithous";"DE";"NT";
"Maculinea nausithous";"Phengaris nausithous";"ES";"NT";
"Maculinea nausithous";"Phengaris nausithous";"FR";"VU";
"Maculinea nausithous";"Phengaris nausithous";"HU";"VU";
"Maculinea nausithous";"Phengaris nausithous";"LI";"No Red List available";
"Maculinea nausithous";"Phengaris nausithous";"PL";"LC";
"Maculinea nausithous";"Phengaris nausithous";"RU";"No Red List available";
"Maculinea rebeli";"Phengaris alcon";"AT";"DD";
"Maculinea rebeli";"Phengaris alcon";"CH";"VU";
"Maculinea rebeli";"Phengaris alcon";"DE";"VU";
"Maculinea rebeli";"Phengaris alcon";"GR";"NT";
"Maculinea rebeli";"Phengaris alcon";"IT";"LC";
"Maculinea rebeli";"Phengaris alcon";"LI";"No Red List available";
"Maculinea rebeli";"Phengaris alcon";"PL";"EN";
"Maculinea teleius";"Phengaris teleius";"AT";"VU";
"Maculinea teleius";"Phengaris teleius";"CH";"EN";
"Maculinea teleius";"Phengaris teleius";"DE";"EN";
"Maculinea teleius";"Phengaris teleius";"FR";"VU";
"Maculinea teleius";"Phengaris teleius";"HU";"VU";
"Maculinea teleius";"Phengaris teleius";"IT";"VU";
"Maculinea teleius";"Phengaris teleius";"LI";"No Red List available";
"Maculinea teleius";"Phengaris teleius";"PL";"LC";
"Maculinea teleius";"Phengaris teleius";"RU";"No Red List available";
"Maniola chia";"Maniola chia";"GR";"LC";"Endemic (Greece - Chios)"
"Maniola cypricola";"Maniola cypricola";"CY";"No Red List available";"Endemic (Cyprus)"
"Maniola halicarnassus";"Maniola halicarnassus";"GR";"NT";
"Maniola jurtina";"Maniola jurtina";"AD";"LC";
"Maniola jurtina";"Maniola jurtina";"AL";"Unknown";
"Maniola jurtina";"Maniola jurtina";"AT";"LC";
"Maniola jurtina";"Maniola jurtina";"BA";"LC";
"Maniola jurtina";"Maniola jurtina";"BE";"LC";
"Maniola jurtina";"Maniola jurtina";"BG";"LC";
"Maniola jurtina";"Maniola jurtina";"BY";"Unknown";
"Maniola jurtina";"Maniola jurtina";"CH";"LC";
"Maniola jurtina";"Maniola jurtina";"CZ";"LC";
"Maniola jurtina";"Maniola jurtina";"DE";"LC";
"Maniola jurtina";"Maniola jurtina";"DK";"LC";
"Maniola jurtina";"Maniola jurtina";"EE";"No Red List available";
"Maniola jurtina";"Maniola jurtina";"ES";"Unknown";
"Maniola jurtina";"Maniola jurtina";"FI";"VU";
"Maniola jurtina";"Maniola jurtina";"FR";"LC";
"Maniola jurtina";"Maniola jurtina";"GB";"LC";
"Maniola jurtina";"Maniola jurtina";"GR";"LC";
"Maniola jurtina";"Maniola jurtina";"HR";"LC";
"Maniola jurtina";"Maniola jurtina";"HU";"LC";
"Maniola jurtina";"Maniola jurtina";"IE";"LC";
"Maniola jurtina";"Maniola jurtina";"IT";"LC";
"Maniola jurtina";"Maniola jurtina";"LI";"No Red List available";
"Maniola jurtina";"Maniola jurtina";"LT";"Unknown";
"Maniola jurtina";"Maniola jurtina";"LU";"LC";
"Maniola jurtina";"Maniola jurtina";"LV";"No Red List available";
"Maniola jurtina";"Maniola jurtina";"MA_CA";"No Red List available";
"Maniola jurtina";"Maniola jurtina";"MD";"No Red List available";
"Maniola jurtina";"Maniola jurtina";"ME";"No Red List available";
"Maniola jurtina";"Maniola jurtina";"MK";"Unknown";
"Maniola jurtina";"Maniola jurtina";"MT";"No Red List available";
"Maniola jurtina";"Maniola jurtina";"NL";"LC";
"Maniola jurtina";"Maniola jurtina";"NO";"LC";
"Maniola jurtina";"Maniola jurtina";"PL";"LC";
