"SpeciesnameLocal";"SpeciesnameEurope";"CountryCode";"RedListCategory";"Endemic"
"Issoria lathonia";"Issoria lathonia";"MD";"No Red List available";
"Issoria lathonia";"Issoria lathonia";"ME";"No Red List available";
"Issoria lathonia";"Issoria lathonia";"MK";"Unknown";
"Issoria lathonia";"Issoria lathonia";"NL";"VU";
"Issoria lathonia";"Issoria lathonia";"NO";"LC";
"Issoria lathonia";"Issoria lathonia";"PL";"LC";
"Issoria lathonia";"Issoria lathonia";"PT";"No Red List available";
"Issoria lathonia";"Issoria lathonia";"RO";"No Red List available";
"Issoria lathonia";"Issoria lathonia";"RS";"LC";
"Issoria lathonia";"Issoria lathonia";"RU";"No Red List available";
"Issoria lathonia";"Issoria lathonia";"SE";"LC";
"Issoria lathonia";"Issoria lathonia";"SI";"LC";
"Issoria lathonia";"Issoria lathonia";"SK";"LC";
"Issoria lathonia";"Issoria lathonia";"UA";"No Red List available";
"Kanetisa circe";"Brintesia circe";"IT";"LC";
"Kirinia climene";"Kirinia climene";"AL";"Unknown";
"Kirinia climene";"Kirinia climene";"MD";"No Red List available";
"Kirinia climene";"Kirinia climene";"MK";"Unknown";
"Kirinia climene";"Kirinia climene";"RO";"No Red List available";
"Kirinia climene";"Kirinia climene";"RS";"NT";
"Kirinia roxelana";"Kirinia roxelana";"AL";"Unknown";
"Kirinia roxelana";"Kirinia roxelana";"BA";"NT";
"Kirinia roxelana";"Kirinia roxelana";"CY";"No Red List available";
"Kirinia roxelana";"Kirinia roxelana";"GR";"LC";
"Kirinia roxelana";"Kirinia roxelana";"HR";"LC";
"Kirinia roxelana";"Kirinia roxelana";"ME";"No Red List available";
"Kirinia roxelana";"Kirinia roxelana";"MK";"Unknown";
"Kirinia roxelana";"Kirinia roxelana";"RO";"No Red List available";
"Kirinia roxelana";"Kirinia roxelana";"RS";"NT";
"Kretania sephirus";"Kretania sephirus";"ME";"No Red List available";
"Kretania sephirus";"Kretania sephirus";"RS";"EN";
"Laeosopis roboris";"Laeosopis roboris";"AD";"NT";
"Laeosopis roboris";"Laeosopis roboris";"ES";"Unknown";
"Laeosopis roboris";"Laeosopis roboris";"FR";"LC";
"Laeosopis roboris";"Laeosopis roboris";"PT";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"AD";"LC";
"Lampides boeticus";"Lampides boeticus";"AL";"Unknown";
"Lampides boeticus";"Lampides boeticus";"AT";"NE";
"Lampides boeticus";"Lampides boeticus";"BA";"NT";
"Lampides boeticus";"Lampides boeticus";"BG";"LC";
"Lampides boeticus";"Lampides boeticus";"CH";"NtA";
"Lampides boeticus";"Lampides boeticus";"CY";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"CZ";"LC";
"Lampides boeticus";"Lampides boeticus";"DE";"NE";
"Lampides boeticus";"Lampides boeticus";"ES";"Unknown";
"Lampides boeticus";"Lampides boeticus";"FR";"LC";
"Lampides boeticus";"Lampides boeticus";"GR";"LC";
"Lampides boeticus";"Lampides boeticus";"HR";"LC";
"Lampides boeticus";"Lampides boeticus";"IT";"LC";
"Lampides boeticus";"Lampides boeticus";"MA_AZ";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"MA_CA";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"MA_MA";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"MD";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"ME";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"MK";"Unknown";
"Lampides boeticus";"Lampides boeticus";"MT";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"PT";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"RO";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"RS";"VU";
"Lampides boeticus";"Lampides boeticus";"RU";"No Red List available";
"Lampides boeticus";"Lampides boeticus";"SI";"LC";
"Lampides boeticus";"Lampides boeticus";"UA";"No Red List available";
"Lasiommata achine";"Lopinga achine";"IT";"NT";
"Lasiommata deidamia";"Lasiommata deidamia";"RU";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"AD";"LC";
"Lasiommata maera";"Lasiommata maera";"AL";"Unknown";
"Lasiommata maera";"Lasiommata maera";"AT";"LC";
"Lasiommata maera";"Lasiommata maera";"BA";"LC";
"Lasiommata maera";"Lasiommata maera";"BE";"VU";
"Lasiommata maera";"Lasiommata maera";"BG";"LC";
"Lasiommata maera";"Lasiommata maera";"BY";"Unknown";
"Lasiommata maera";"Lasiommata maera";"CH";"LC";
"Lasiommata maera";"Lasiommata maera";"CY";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"CZ";"LC";
"Lasiommata maera";"Lasiommata maera";"DE";"NT";
"Lasiommata maera";"Lasiommata maera";"EE";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"ES";"Unknown";
"Lasiommata maera";"Lasiommata maera";"FI";"LC";
"Lasiommata maera";"Lasiommata maera";"FR";"LC";
"Lasiommata maera";"Lasiommata maera";"GR";"LC";
"Lasiommata maera";"Lasiommata maera";"HR";"LC";
"Lasiommata maera";"Lasiommata maera";"HU";"LC";
"Lasiommata maera";"Lasiommata maera";"IT";"LC";
"Lasiommata maera";"Lasiommata maera";"LI";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"LT";"Unknown";
"Lasiommata maera";"Lasiommata maera";"LU";"CR";
"Lasiommata maera";"Lasiommata maera";"LV";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"MD";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"ME";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"MK";"Unknown";
"Lasiommata maera";"Lasiommata maera";"NO";"LC";
"Lasiommata maera";"Lasiommata maera";"PL";"LC";
"Lasiommata maera";"Lasiommata maera";"PT";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"RO";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"RS";"LC";
"Lasiommata maera";"Lasiommata maera";"RU";"No Red List available";
"Lasiommata maera";"Lasiommata maera";"SE";"LC";
"Lasiommata maera";"Lasiommata maera";"SI";"LC";
"Lasiommata maera";"Lasiommata maera";"SK";"LC";
"Lasiommata maera";"Lasiommata maera";"UA";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"AD";"LC";
"Lasiommata megera";"Lasiommata megera";"AL";"Unknown";
"Lasiommata megera";"Lasiommata megera";"AT";"LC";
"Lasiommata megera";"Lasiommata megera";"BA";"LC";
"Lasiommata megera";"Lasiommata megera";"BE";"LC";
"Lasiommata megera";"Lasiommata megera";"BG";"LC";
"Lasiommata megera";"Lasiommata megera";"BY";"Unknown";
"Lasiommata megera";"Lasiommata megera";"CH";"LC";
"Lasiommata megera";"Lasiommata megera";"CY";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"CZ";"LC";
"Lasiommata megera";"Lasiommata megera";"DE";"LC";
"Lasiommata megera";"Lasiommata megera";"DK";"LC";
"Lasiommata megera";"Lasiommata megera";"ES";"Unknown";
"Lasiommata megera";"Lasiommata megera";"FI";"Unknown";
"Lasiommata megera";"Lasiommata megera";"FR";"LC";
"Lasiommata megera";"Lasiommata megera";"GB";"NT";
"Lasiommata megera";"Lasiommata megera";"GR";"LC";
"Lasiommata megera";"Lasiommata megera";"HR";"LC";
"Lasiommata megera";"Lasiommata megera";"HU";"LC";
"Lasiommata megera";"Lasiommata megera";"IE";"EN";
"Lasiommata megera";"Lasiommata megera";"IT";"LC";
"Lasiommata megera";"Lasiommata megera";"LI";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"LT";"Unknown";
"Lasiommata megera";"Lasiommata megera";"LU";"VU";
"Lasiommata megera";"Lasiommata megera";"LV";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"MD";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"ME";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"MK";"Unknown";
"Lasiommata megera";"Lasiommata megera";"MT";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"NL";"LC";
"Lasiommata megera";"Lasiommata megera";"NO";"LC";
"Lasiommata megera";"Lasiommata megera";"PL";"LC";
"Lasiommata megera";"Lasiommata megera";"PT";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"RO";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"RS";"LC";
"Lasiommata megera";"Lasiommata megera";"RU";"No Red List available";
"Lasiommata megera";"Lasiommata megera";"SE";"LC";
"Lasiommata megera";"Lasiommata megera";"SI";"LC";
"Lasiommata megera";"Lasiommata megera";"SK";"LC";
"Lasiommata megera";"Lasiommata megera";"UA";"No Red List available";
"Lasiommata paramegaera";"Lasiommata paramegaera";"FR";"LC";
"Lasiommata paramegaera";"Lasiommata paramegaera";"IT";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"AL";"Unknown";
"Lasiommata petropolitana";"Lasiommata petropolitana";"AT";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"BA";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"BG";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"BY";"CR";
"Lasiommata petropolitana";"Lasiommata petropolitana";"CH";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"CZ";"NT";
"Lasiommata petropolitana";"Lasiommata petropolitana";"DE";"VU";
"Lasiommata petropolitana";"Lasiommata petropolitana";"EE";"No Red List available";
"Lasiommata petropolitana";"Lasiommata petropolitana";"ES";"Unknown";
"Lasiommata petropolitana";"Lasiommata petropolitana";"FI";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"FR";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"GR";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"HR";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"IT";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"LI";"No Red List available";
"Lasiommata petropolitana";"Lasiommata petropolitana";"LT";"Unknown";
"Lasiommata petropolitana";"Lasiommata petropolitana";"LV";"No Red List available";
"Lasiommata petropolitana";"Lasiommata petropolitana";"ME";"No Red List available";
"Lasiommata petropolitana";"Lasiommata petropolitana";"MK";"Unknown";
"Lasiommata petropolitana";"Lasiommata petropolitana";"NO";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"PL";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"RS";"NT";
"Lasiommata petropolitana";"Lasiommata petropolitana";"RU";"No Red List available";
"Lasiommata petropolitana";"Lasiommata petropolitana";"SE";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"SI";"LC";
"Lasiommata petropolitana";"Lasiommata petropolitana";"SK";"LC";
"Leptidaea juvernica";"Leptidea juvernica";"ME";"No Red List available";
"Leptidaea sinapis";"Leptidea sinapis";"ME";"No Red List available";
"Leptidea duponcheli";"Leptidea duponcheli";"AL";"VU";
"Leptidea duponcheli";"Leptidea duponcheli";"BG";"LC";
"Leptidea duponcheli";"Leptidea duponcheli";"FR";"LC";
"Leptidea duponcheli";"Leptidea duponcheli";"GR";"LC";
"Leptidea duponcheli";"Leptidea duponcheli";"MK";"Unknown";
"Leptidea duponcheli";"Leptidea duponcheli";"RS";"LC";
"Leptidea duponcheli";"Leptidea duponcheli";"RU";"No Red List available";
"Leptidea duponcheli";"Leptidea duponcheli";"UA";"No Red List available";
"Leptidea juvernica";"Leptidea juvernica";"AT";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"BE";"DD";
"Leptidea juvernica";"Leptidea juvernica";"BG";"VU";
"Leptidea juvernica";"Leptidea juvernica";"BY";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"CH";"LC";
"Leptidea juvernica";"Leptidea juvernica";"CZ";"LC";
"Leptidea juvernica";"Leptidea juvernica";"DK";"CR";
"Leptidea juvernica";"Leptidea juvernica";"EE";"No Red List available";
"Leptidea juvernica";"Leptidea juvernica";"FI";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"FR";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"GR";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"HR";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"HU";"DD";
"Leptidea juvernica";"Leptidea juvernica";"IE";"LC";
"Leptidea juvernica";"Leptidea juvernica";"IT";"LC";
"Leptidea juvernica";"Leptidea juvernica";"LI";"No Red List available";
"Leptidea juvernica";"Leptidea juvernica";"LT";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"LU";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"LV";"No Red List available";
"Leptidea juvernica";"Leptidea juvernica";"MD";"No Red List available";
"Leptidea juvernica";"Leptidea juvernica";"NO";"LC";
"Leptidea juvernica";"Leptidea juvernica";"PL";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"RO";"No Red List available";
"Leptidea juvernica";"Leptidea juvernica";"RS";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"RU";"No Red List available";
"Leptidea juvernica";"Leptidea juvernica";"SE";"LC";
"Leptidea juvernica";"Leptidea juvernica";"SI";"Unknown";
"Leptidea juvernica";"Leptidea juvernica";"SK";"NE";
"Leptidea juvernica";"Leptidea juvernica";"UA";"No Red List available";
"Leptidea morsei";"Leptidea morsei";"AT";"EN";
"Leptidea morsei";"Leptidea morsei";"BA";"CR";
"Leptidea morsei";"Leptidea morsei";"CZ";"CR";
"Leptidea morsei";"Leptidea morsei";"HU";"CR";
"Leptidea morsei";"Leptidea morsei";"MD";"No Red List available";
"Leptidea morsei";"Leptidea morsei";"PL";"LC";
"Leptidea morsei";"Leptidea morsei";"RO";"No Red List available";
"Leptidea morsei";"Leptidea morsei";"RS";"RE";
"Leptidea morsei";"Leptidea morsei";"RU";"No Red List available";
"Leptidea morsei";"Leptidea morsei";"SI";"VU";
"Leptidea morsei";"Leptidea morsei";"SK";"DD";
"Leptidea morsei";"Leptidea morsei";"UA";"No Red List available";
"Leptidea morsei major";"Leptidea morsei";"HR";"VU";
"Leptidea reali";"Leptidea juvernica";"DE";"DD";
"Leptidea reali";"Leptidea juvernica";"NL";"Unknown";
"Leptidea reali";"Leptidea reali";"AD";"DD";
"Leptidea reali";"Leptidea reali";"BA";"NT";
"Leptidea reali";"Leptidea reali";"ES";"Unknown";
"Leptidea reali";"Leptidea reali";"FR";"LC";
"Leptidea reali";"Leptidea reali";"IT";"LC";
"Leptidea sinapis";"Leptidea sinapis";"AD";"DD";
"Leptidea sinapis";"Leptidea sinapis";"AL";"Unknown";
"Leptidea sinapis";"Leptidea sinapis";"AT";"DD";
"Leptidea sinapis";"Leptidea sinapis";"BA";"LC";
"Leptidea sinapis";"Leptidea sinapis";"BE";"LC";
"Leptidea sinapis";"Leptidea sinapis";"BG";"LC";
"Leptidea sinapis";"Leptidea sinapis";"BY";"Unknown";
"Leptidea sinapis";"Leptidea sinapis";"CH";"LC";
"Leptidea sinapis";"Leptidea sinapis";"CZ";"VU";
"Leptidea sinapis";"Leptidea sinapis";"DE";"DD";
"Leptidea sinapis";"Leptidea sinapis";"DK";"RE";
"Leptidea sinapis";"Leptidea sinapis";"EE";"No Red List available";
"Leptidea sinapis";"Leptidea sinapis";"ES";"Unknown";
"Leptidea sinapis";"Leptidea sinapis";"FI";"LC";
"Leptidea sinapis";"Leptidea sinapis";"FR";"LC";
"Leptidea sinapis";"Leptidea sinapis";"GB";"EN";
"Leptidea sinapis";"Leptidea sinapis";"GR";"LC";
"Leptidea sinapis";"Leptidea sinapis";"HR";"LC";
"Leptidea sinapis";"Leptidea sinapis";"HU";"DD";
"Leptidea sinapis";"Leptidea sinapis";"IE";"NT";
"Leptidea sinapis";"Leptidea sinapis";"IT";"LC";
"Leptidea sinapis";"Leptidea sinapis";"LI";"No Red List available";
"Leptidea sinapis";"Leptidea sinapis";"LT";"Unknown";
"Leptidea sinapis";"Leptidea sinapis";"LU";"VU";
"Leptidea sinapis";"Leptidea sinapis";"LV";"No Red List available";
"Leptidea sinapis";"Leptidea sinapis";"MD";"No Red List available";
"Leptidea sinapis";"Leptidea sinapis";"MK";"Unknown";
"Leptidea sinapis";"Leptidea sinapis";"NL";"NT";
"Leptidea sinapis";"Leptidea sinapis";"NO";"LC";
"Leptidea sinapis";"Leptidea sinapis";"PL";"LC";
"Leptidea sinapis";"Leptidea sinapis";"RO";"No Red List available";
"Leptidea sinapis";"Leptidea sinapis";"RS";"LC";
"Leptidea sinapis";"Leptidea sinapis";"RU";"No Red List available";
"Leptidea sinapis";"Leptidea sinapis";"SE";"LC";
"Leptidea sinapis";"Leptidea sinapis";"SI";"LC";
"Leptidea sinapis";"Leptidea sinapis";"SK";"LC";
"Leptidea sinapis";"Leptidea sinapis";"UA";"No Red List available";
"Leptidea sinapsis";"Leptidea sinapis";"PT";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"AD";"LC";
"Leptotes pirithous";"Leptotes pirithous";"AL";"Unknown";
"Leptotes pirithous";"Leptotes pirithous";"AT";"NE";
"Leptotes pirithous";"Leptotes pirithous";"BA";"EN";
"Leptotes pirithous";"Leptotes pirithous";"BG";"LC";
"Leptotes pirithous";"Leptotes pirithous";"CH";"NtA";
"Leptotes pirithous";"Leptotes pirithous";"CY";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"CZ";"LC";
"Leptotes pirithous";"Leptotes pirithous";"DE";"NE";
"Leptotes pirithous";"Leptotes pirithous";"ES";"Unknown";
"Leptotes pirithous";"Leptotes pirithous";"FR";"LC";
"Leptotes pirithous";"Leptotes pirithous";"GR";"LC";
"Leptotes pirithous";"Leptotes pirithous";"HR";"LC";
"Leptotes pirithous";"Leptotes pirithous";"IT";"LC";
"Leptotes pirithous";"Leptotes pirithous";"LI";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"MA_CA";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"MA_MA";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"MD";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"ME";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"MK";"Unknown";
"Leptotes pirithous";"Leptotes pirithous";"MT";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"PL";"LC";
"Leptotes pirithous";"Leptotes pirithous";"PT";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"RO";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"RS";"NT";
"Leptotes pirithous";"Leptotes pirithous";"RU";"No Red List available";
"Leptotes pirithous";"Leptotes pirithous";"SI";"LC";
"Leptotes pirithous";"Leptotes pirithous";"SK";"LC";
"Leptotes pirithous";"Leptotes pirithous";"UA";"No Red List available";
"Libythea celtis";"Libythea celtis";"AD";"LC";
"Libythea celtis";"Libythea celtis";"AL";"VU";
"Libythea celtis";"Libythea celtis";"AT";"NE";
"Libythea celtis";"Libythea celtis";"BA";"LC";
"Libythea celtis";"Libythea celtis";"BG";"LC";
"Libythea celtis";"Libythea celtis";"CH";"NT";
"Libythea celtis";"Libythea celtis";"CY";"No Red List available";
"Libythea celtis";"Libythea celtis";"ES";"Unknown";
"Libythea celtis";"Libythea celtis";"FR";"LC";
"Libythea celtis";"Libythea celtis";"GR";"LC";
"Libythea celtis";"Libythea celtis";"HR";"LC";
"Libythea celtis";"Libythea celtis";"HU";"LC";
"Libythea celtis";"Libythea celtis";"IT";"LC";
"Libythea celtis";"Libythea celtis";"ME";"No Red List available";
"Libythea celtis";"Libythea celtis";"MK";"Unknown";
"Libythea celtis";"Libythea celtis";"PT";"No Red List available";
"Libythea celtis";"Libythea celtis";"RO";"No Red List available";
"Libythea celtis";"Libythea celtis";"RS";"EN";
"Libythea celtis";"Libythea celtis";"RU";"No Red List available";
"Libythea celtis";"Libythea celtis";"SI";"LC";
"Libythea celtis";"Libythea celtis";"SK";"LC";
"Libythea celtis";"Libythea celtis";"UA";"No Red List available";
"Limenitis camilla";"Limenitis camilla";"AD";"NT";
"Limenitis camilla";"Limenitis camilla";"AT";"LC";
"Limenitis camilla";"Limenitis camilla";"BA";"LC";
"Limenitis camilla";"Limenitis camilla";"BE";"LC";
"Limenitis camilla";"Limenitis camilla";"BG";"LC";
"Limenitis camilla";"Limenitis camilla";"BY";"Unknown";
"Limenitis camilla";"Limenitis camilla";"CH";"LC";
"Limenitis camilla";"Limenitis camilla";"CZ";"VU";
"Limenitis camilla";"Limenitis camilla";"DE";"NT";
"Limenitis camilla";"Limenitis camilla";"DK";"NT";
"Limenitis camilla";"Limenitis camilla";"EE";"No Red List available";
"Limenitis camilla";"Limenitis camilla";"ES";"Unknown";
"Limenitis camilla";"Limenitis camilla";"FI";"Unknown";
"Limenitis camilla";"Limenitis camilla";"FR";"LC";
"Limenitis camilla";"Limenitis camilla";"GB";"VU";
"Limenitis camilla";"Limenitis camilla";"GR";"NT";
"Limenitis camilla";"Limenitis camilla";"HR";"LC";
"Limenitis camilla";"Limenitis camilla";"HU";"VU";
"Limenitis camilla";"Limenitis camilla";"IT";"LC";
"Limenitis camilla";"Limenitis camilla";"LI";"No Red List available";
"Limenitis camilla";"Limenitis camilla";"LT";"Unknown";
"Limenitis camilla";"Limenitis camilla";"LU";"VU";
"Limenitis camilla";"Limenitis camilla";"LV";"No Red List available";
"Limenitis camilla";"Limenitis camilla";"MD";"No Red List available";
"Limenitis camilla";"Limenitis camilla";"ME";"No Red List available";
"Limenitis camilla";"Limenitis camilla";"MK";"Unknown";
"Limenitis camilla";"Limenitis camilla";"NL";"EN";
"Limenitis camilla";"Limenitis camilla";"PL";"LC";
"Limenitis camilla";"Limenitis camilla";"PT";"No Red List available";
"Limenitis camilla";"Limenitis camilla";"RO";"No Red List available";
"Limenitis camilla";"Limenitis camilla";"RS";"NT";
"Limenitis camilla";"Limenitis camilla";"RU";"No Red List available";
"Limenitis camilla";"Limenitis camilla";"SE";"RE";
"Limenitis camilla";"Limenitis camilla";"SI";"LC";
"Limenitis camilla";"Limenitis camilla";"SK";"LC";
"Limenitis camilla";"Limenitis camilla";"UA";"No Red List available";
"Limenitis minor";"Limenitis reducta";"UA";"No Red List available";
"Limenitis populi";"Limenitis populi";"AT";"VU";
"Limenitis populi";"Limenitis populi";"BA";"NT";
"Limenitis populi";"Limenitis populi";"BE";"CR";
"Limenitis populi";"Limenitis populi";"BG";"LC";
"Limenitis populi";"Limenitis populi";"BY";"Unknown";
"Limenitis populi";"Limenitis populi";"CH";"VU";
"Limenitis populi";"Limenitis populi";"CZ";"LC";
"Limenitis populi";"Limenitis populi";"DE";"EN";
"Limenitis populi";"Limenitis populi";"DK";"RE";
"Limenitis populi";"Limenitis populi";"EE";"No Red List available";
"Limenitis populi";"Limenitis populi";"FI";"LC";
"Limenitis populi";"Limenitis populi";"FR";"NT";
"Limenitis populi";"Limenitis populi";"GR";"LC";
"Limenitis populi";"Limenitis populi";"HR";"NT";
"Limenitis populi";"Limenitis populi";"HU";"CR";
"Limenitis populi";"Limenitis populi";"IT";"LC";
"Limenitis populi";"Limenitis populi";"LI";"No Red List available";
"Limenitis populi";"Limenitis populi";"LT";"Unknown";
"Limenitis populi";"Limenitis populi";"LU";"CR";
"Limenitis populi";"Limenitis populi";"LV";"No Red List available";
"Limenitis populi";"Limenitis populi";"ME";"No Red List available";
"Limenitis populi";"Limenitis populi";"MK";"NT";
"Limenitis populi";"Limenitis populi";"NL";"RE";
"Limenitis populi";"Limenitis populi";"NO";"LC";
"Limenitis populi";"Limenitis populi";"PL";"LC";
"Limenitis populi";"Limenitis populi";"RO";"No Red List available";
"Limenitis populi";"Limenitis populi";"RS";"EN";
"Limenitis populi";"Limenitis populi";"RU";"No Red List available";
"Limenitis populi";"Limenitis populi";"SE";"LC";
"Limenitis populi";"Limenitis populi";"SI";"LC";
"Limenitis populi";"Limenitis populi";"SK";"LC";
"Limenitis populi";"Limenitis populi";"UA";"No Red List available";
"Limenitis reducta";"Limenitis reducta";"AD";"NT";
"Limenitis reducta";"Limenitis reducta";"AL";"VU";
"Limenitis reducta";"Limenitis reducta";"AT";"EN";
"Limenitis reducta";"Limenitis reducta";"BA";"LC";
"Limenitis reducta";"Limenitis reducta";"BG";"LC";
"Limenitis reducta";"Limenitis reducta";"CH";"EN";
"Limenitis reducta";"Limenitis reducta";"CY";"No Red List available";
"Limenitis reducta";"Limenitis reducta";"CZ";"RE";
"Limenitis reducta";"Limenitis reducta";"DE";"CR";
"Limenitis reducta";"Limenitis reducta";"ES";"Unknown";
"Limenitis reducta";"Limenitis reducta";"FR";"LC";
"Limenitis reducta";"Limenitis reducta";"GR";"LC";
"Limenitis reducta";"Limenitis reducta";"HR";"LC";
"Limenitis reducta";"Limenitis reducta";"HU";"EN";
"Limenitis reducta";"Limenitis reducta";"IT";"LC";
"Limenitis reducta";"Limenitis reducta";"MD";"No Red List available";
"Limenitis reducta";"Limenitis reducta";"ME";"No Red List available";
"Limenitis reducta";"Limenitis reducta";"MK";"Unknown";
"Limenitis reducta";"Limenitis reducta";"PT";"No Red List available";
"Limenitis reducta";"Limenitis reducta";"RO";"No Red List available";
"Limenitis reducta";"Limenitis reducta";"RS";"NT";
"Limenitis reducta";"Limenitis reducta";"RU";"No Red List available";
"Limenitis reducta";"Limenitis reducta";"SI";"LC";
"Limenitis reducta";"Limenitis reducta";"SK";"DD";
"Lopinga achine";"Lopinga achine";"AT";"EN";
"Lopinga achine";"Lopinga achine";"BA";"EX";
"Lopinga achine";"Lopinga achine";"BE";"RE";
"Lopinga achine";"Lopinga achine";"BG";"DD";
"Lopinga achine";"Lopinga achine";"BY";"VU";
"Lopinga achine";"Lopinga achine";"CH";"EN";
"Lopinga achine";"Lopinga achine";"CZ";"CR";
"Lopinga achine";"Lopinga achine";"DE";"EN";
"Lopinga achine";"Lopinga achine";"EE";"No Red List available";
"Lopinga achine";"Lopinga achine";"ES";"VU";
"Lopinga achine";"Lopinga achine";"FI";"VU";
"Lopinga achine";"Lopinga achine";"FR";"NT";
"Lopinga achine";"Lopinga achine";"HR";"NT";
"Lopinga achine";"Lopinga achine";"HU";"EN";
"Lopinga achine";"Lopinga achine";"LT";"Unknown";
"Lopinga achine";"Lopinga achine";"LU";"RE";
"Lopinga achine";"Lopinga achine";"LV";"No Red List available";
"Lopinga achine";"Lopinga achine";"MD";"No Red List available";
"Lopinga achine";"Lopinga achine";"PL";"EN";
"Lopinga achine";"Lopinga achine";"RO";"No Red List available";
"Lopinga achine";"Lopinga achine";"RS";"NT";
"Lopinga achine";"Lopinga achine";"RU";"No Red List available";
"Lopinga achine";"Lopinga achine";"SE";"NT";
"Lopinga achine";"Lopinga achine";"SI";"LC";
"Lopinga achine";"Lopinga achine";"SK";"EN";
"Lopinga achine";"Lopinga achine";"UA";"No Red List available";
"Lycaeides abetonicus";"Plebejus idas";"IT";"LC";
"Lycaeides argyrognomon";"Plebejus argyrognomon";"IT";"LC";
"Lycaeides corsicus";"Plebejus argus";"IT";"LC";
"Lycaeides idas";"Plebejus idas";"IT";"LC";
"Lycaeides idas";"Plebejus idas";"LI";"No Red List available";
"Lycaena alciphron";"Lycaena alciphron";"AD";"NT";
"Lycaena alciphron";"Lycaena alciphron";"AL";"Unknown";
"Lycaena alciphron";"Lycaena alciphron";"AT";"EN";
"Lycaena alciphron";"Lycaena alciphron";"BA";"LC";
"Lycaena alciphron";"Lycaena alciphron";"BG";"LC";
"Lycaena alciphron";"Lycaena alciphron";"BY";"Unknown";
"Lycaena alciphron";"Lycaena alciphron";"CH";"VU";
"Lycaena alciphron";"Lycaena alciphron";"CZ";"VU";
"Lycaena alciphron";"Lycaena alciphron";"DE";"EN";
"Lycaena alciphron";"Lycaena alciphron";"EE";"No Red List available";
"Lycaena alciphron";"Lycaena alciphron";"ES";"Unknown";
"Lycaena alciphron";"Lycaena alciphron";"FR";"LC";
